"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","Hospital_Currently","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2023-02-06,65,3,6,0,23,18,735,68,6,83,4,167
2023-02-07,61,0,4,0,21,15,733,61,4,83,4,171
2023-02-08,60,0,7,0,27,19,723,60,7,83,4,178
2023-02-09,77,1,4,0,29,21,748,78,4,84,4,182
2023-02-10,69,2,2,0,24,17,760,71,2,86,4,184
2023-02-11,66,1,3,0,22,14,750,67,3,87,4,187
2023-02-12,58,0,0,0,20,14,774,58,0,87,4,187
2023-02-13,99,2,3,0,18,15,847,101,3,89,4,190
2023-02-14,75,1,2,0,20,17,840,76,2,90,4,192
2023-02-15,76,0,9,0,26,21,840,76,9,90,4,201
2023-02-16,81,0,4,0,29,23,853,81,4,90,4,205
2023-02-17,94,2,1,0,27,21,872,96,1,92,4,206
2023-02-18,74,2,2,0,26,21,858,76,2,94,4,208
2023-02-19,75,2,9,1,31,23,894,77,10,96,5,217
2023-02-20,120,3,7,0,38,24,990,123,7,99,5,224
2023-02-21,95,2,8,0,40,26,986,97,8,101,5,232
2023-02-22,113,2,8,1,39,29,1008,115,9,103,6,240
2023-02-23,103,0,4,0,38,29,1036,103,4,103,6,244
2023-02-24,103,0,5,0,33,28,1053,103,5,103,6,249
2023-02-25,101,0,6,0,36,30,1051,101,6,103,6,255
2023-02-26,93,1,8,0,37,29,1097,94,8,104,6,263
2023-02-27,166,3,15,0,48,32,1221,169,15,107,6,278
2023-02-28,142,1,12,0,58,34,1256,143,12,108,6,290
2023-03-01,139,2,15,1,57,34,1249,141,16,110,7,305
2023-03-02,145,2,7,0,57,37,1267,147,7,112,7,312
2023-03-03,149,4,11,0,59,34,1278,153,11,116,7,323
2023-03-04,109,0,2,0,52,29,1250,109,2,116,7,325
2023-03-05,98,1,9,0,54,29,1275,99,9,117,7,334
2023-03-06,190,4,12,0,62,33,1419,194,12,121,7,346
2023-03-07,166,3,16,0,73,37,1417,169,16,124,7,362
2023-03-08,141,1,3,0,61,33,1403,142,3,125,7,365
2023-03-09,135,1,6,1,57,33,1366,136,7,126,8,371
2023-03-10,146,2,14,0,60,36,1368,148,14,128,8,385
2023-03-11,100,0,8,0,60,39,1297,100,8,128,8,393
2023-03-12,107,0,10,0,61,40,1340,107,10,128,8,403
2023-03-13,172,0,10,0,64,41,1456,172,10,128,8,413
2023-03-14,149,0,6,0,64,40,1435,149,6,128,8,419
2023-03-15,142,2,4,0,59,36,1425,144,4,130,8,423
2023-03-16,135,1,11,1,66,35,1392,136,12,131,9,434
2023-03-17,128,4,4,0,57,32,1369,132,4,135,9,438
2023-03-18,94,0,5,0,50,32,1308,94,5,135,9,443
2023-03-19,107,2,7,0,50,32,1347,109,7,137,9,450
2023-03-20,145,1,14,1,59,35,1429,146,15,138,10,464
2023-03-21,112,1,11,0,65,39,1378,113,11,139,10,475
2023-03-22,113,4,5,0,59,37,1352,117,5,143,10,480
2023-03-23,121,2,8,0,58,37,1305,123,8,145,10,488
2023-03-24,104,0,4,1,53,33,1255,104,5,145,11,492
2023-03-25,85,0,5,0,48,32,1191,85,5,145,11,497
2023-03-26,83,0,4,0,44,31,1208,83,4,145,11,501
2023-03-27,104,2,6,1,51,34,1272,106,7,147,12,507
2023-03-28,96,0,15,0,61,39,1218,96,15,147,12,522
2023-03-29,94,2,2,0,56,36,1179,96,2,149,12,524
2023-03-30,89,1,6,0,53,35,1149,90,6,150,12,530
2023-03-31,97,2,5,0,52,37,1130,99,5,152,12,535
2023-04-01,60,0,3,0,50,35,1057,60,3,152,12,538
2023-04-02,54,0,5,0,51,36,1063,54,5,152,12,543
2023-04-03,78,1,7,0,54,36,1107,79,7,153,12,550
2023-04-04,64,2,2,0,45,30,1060,66,2,155,12,552
2023-04-05,71,1,2,0,39,27,1033,72,2,156,12,554
2023-04-06,72,2,8,0,43,30,1008,74,8,158,12,562
2023-04-07,68,1,4,0,41,26,1001,69,4,159,12,566
2023-04-08,55,1,2,0,41,27,937,56,2,160,12,568
2023-04-09,52,0,4,0,40,26,924,52,4,160,12,572
2023-04-10,51,1,5,0,41,28,933,52,5,161,12,577
2023-04-11,87,2,2,0,39,27,983,89,2,163,12,579
2023-04-12,69,1,2,0,39,26,964,70,2,164,12,581
2023-04-13,47,1,2,0,38,25,921,48,2,165,12,583
2023-04-14,48,1,4,0,37,27,867,49,4,166,12,587
2023-04-15,41,0,1,0,35,27,818,41,1,166,12,588
2023-04-16,28,0,3,0,35,26,809,28,3,166,12,591
2023-04-17,57,1,5,0,36,24,849,58,5,167,12,596
2023-04-18,62,1,2,0,36,24,839,63,2,168,12,598
2023-04-19,53,0,1,0,31,23,812,53,1,168,12,599
2023-04-20,50,0,1,0,31,23,806,50,1,168,12,600
2023-04-21,44,1,3,0,30,23,772,45,3,169,12,603
2023-04-22,46,0,1,0,29,22,745,46,1,169,12,604
2023-04-23,35,0,6,0,34,26,746,35,6,169,12,610
2023-04-24,42,2,2,0,34,27,774,44,2,171,12,612
2023-04-25,37,1,2,0,34,25,750,38,2,172,12,614
2023-04-26,35,0,3,0,33,24,715,35,3,172,12,617
2023-04-27,30,1,3,0,32,24,669,31,3,173,12,620
2023-04-28,39,0,3,0,33,24,684,39,3,173,12,623
2023-04-29,22,1,1,0,33,24,649,23,1,174,12,624
2023-04-30,28,1,1,0,32,22,658,29,1,175,12,625
2023-05-01,40,0,3,0,34,23,680,40,3,175,12,628
2023-05-02,26,2,1,0,34,23,650,28,1,177,12,629
2023-05-03,26,1,1,0,32,24,632,27,1,178,12,630
2023-05-04,17,1,4,0,34,26,599,18,4,179,12,634
2023-05-05,21,1,1,0,32,26,587,22,1,180,12,635
2023-05-06,12,1,4,0,34,26,582,13,4,181,12,639
2023-05-07,11,1,1,0,30,24,583,12,1,182,12,640
2023-05-08,1,0,0,0,28,22,578,1,0,182,12,640
