"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","Hospital_Currently","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2023-02-18,74,2,2,0,26,21,855,76,2,123,4,208
2023-02-19,75,2,9,1,31,23,890,77,10,125,5,217
2023-02-20,120,3,7,0,38,24,986,123,7,128,5,224
2023-02-21,95,2,8,0,40,26,982,97,8,130,5,232
2023-02-22,114,2,8,1,39,29,1005,116,9,132,6,240
2023-02-23,103,0,4,0,38,29,1033,103,4,132,6,244
2023-02-24,103,0,5,0,33,28,1049,103,5,132,6,249
2023-02-25,101,0,6,0,36,30,1047,101,6,132,6,255
2023-02-26,93,1,8,0,37,29,1093,94,8,133,6,263
2023-02-27,167,3,15,0,48,32,1218,170,15,136,6,278
2023-02-28,142,1,12,0,58,34,1252,143,12,137,6,290
2023-03-01,139,2,15,1,57,34,1245,141,16,139,7,305
2023-03-02,145,2,7,0,57,37,1263,147,7,141,7,312
2023-03-03,149,4,11,0,59,34,1274,153,11,145,7,323
2023-03-04,109,0,2,0,52,29,1245,109,2,145,7,325
2023-03-05,98,1,9,0,54,29,1270,99,9,146,7,334
2023-03-06,189,4,12,0,62,33,1413,193,12,150,7,346
2023-03-07,166,3,16,0,73,37,1411,169,16,153,7,362
2023-03-08,142,1,3,0,61,33,1398,143,3,154,7,365
2023-03-09,135,1,6,1,57,33,1361,136,7,155,8,371
2023-03-10,146,2,14,0,60,36,1363,148,14,157,8,385
2023-03-11,100,0,8,0,60,39,1292,100,8,157,8,393
2023-03-12,107,0,10,0,61,40,1335,107,10,157,8,403
2023-03-13,172,0,10,0,64,41,1451,172,10,157,8,413
2023-03-14,149,0,6,0,64,40,1429,149,6,157,8,419
2023-03-15,142,2,4,0,59,36,1419,144,4,159,8,423
2023-03-16,135,1,11,1,66,35,1385,136,12,160,9,434
2023-03-17,127,4,4,0,57,32,1358,131,4,164,9,438
2023-03-18,94,0,5,0,50,32,1297,94,5,164,9,443
2023-03-19,107,2,7,0,50,32,1336,109,7,166,9,450
2023-03-20,145,1,14,1,59,35,1418,146,15,167,10,464
2023-03-21,112,1,11,0,65,39,1366,113,11,168,10,475
2023-03-22,114,4,5,0,59,37,1339,118,5,172,10,480
2023-03-23,121,2,8,0,58,37,1292,123,8,174,10,488
2023-03-24,104,0,4,1,53,33,1241,104,5,174,11,492
2023-03-25,85,0,5,0,48,32,1177,85,5,174,11,497
2023-03-26,83,0,4,0,44,31,1194,83,4,174,11,501
2023-03-27,104,2,6,1,51,34,1258,106,7,176,12,507
2023-03-28,96,0,15,0,61,39,1203,96,15,176,12,522
2023-03-29,94,2,2,0,56,36,1164,96,2,178,12,524
2023-03-30,90,1,6,0,53,35,1135,91,6,179,12,530
2023-03-31,97,2,5,0,52,37,1116,99,5,181,12,535
2023-04-01,60,0,3,0,50,35,1037,60,3,181,12,538
2023-04-02,54,0,5,0,51,36,1043,54,5,181,12,543
2023-04-03,78,1,7,0,54,36,1088,79,7,182,12,550
2023-04-04,64,2,2,0,45,30,1040,66,2,184,12,552
2023-04-05,71,1,2,0,39,27,1012,72,2,185,12,554
2023-04-06,72,2,8,0,43,30,986,74,8,187,12,562
2023-04-07,68,1,4,0,41,26,978,69,4,188,12,566
2023-04-08,55,1,2,0,41,27,914,56,2,189,12,568
2023-04-09,53,0,4,0,40,26,902,53,4,189,12,572
2023-04-10,51,1,5,0,41,28,911,52,5,190,12,577
2023-04-11,87,2,2,0,39,27,961,89,2,192,12,579
2023-04-12,69,1,2,0,39,26,942,70,2,193,12,581
2023-04-13,50,1,2,0,38,25,902,51,2,194,12,583
2023-04-14,50,1,4,0,37,27,849,51,4,195,12,587
2023-04-15,41,0,1,0,35,27,800,41,1,195,12,588
2023-04-16,28,0,3,0,35,26,791,28,3,195,12,591
2023-04-17,57,1,5,0,36,24,831,58,5,196,12,596
2023-04-18,63,1,2,0,36,24,822,64,2,197,12,598
2023-04-19,54,0,1,0,31,23,796,54,1,197,12,599
2023-04-20,53,0,1,0,31,23,793,53,1,197,12,600
2023-04-21,46,1,3,0,30,23,761,47,3,198,12,603
2023-04-22,46,0,1,0,29,22,733,46,1,198,12,604
2023-04-23,36,0,6,0,34,26,735,36,6,198,12,610
2023-04-24,48,1,2,0,34,27,768,49,2,199,12,612
2023-04-25,42,1,2,0,34,25,749,43,2,200,12,614
2023-04-26,40,0,3,0,34,24,715,40,3,200,12,617
2023-04-27,30,1,3,0,33,24,663,31,3,201,12,620
2023-04-28,40,0,3,0,34,25,677,40,3,201,12,623
2023-04-29,25,1,1,0,34,25,643,26,1,202,12,624
2023-04-30,35,1,1,0,33,23,658,36,1,203,12,625
2023-05-01,46,0,3,0,35,24,686,46,3,203,12,628
2023-05-02,32,0,1,0,35,24,653,32,1,203,12,629
2023-05-03,34,1,1,0,33,25,639,35,1,204,12,630
2023-05-04,26,0,5,0,36,27,604,26,5,204,12,635
2023-05-05,35,0,3,0,37,27,593,35,3,204,12,638
2023-05-06,21,0,5,0,37,26,586,21,5,204,12,643
2023-05-07,21,1,3,0,35,25,591,22,3,205,12,646
2023-05-08,27,0,3,0,35,24,604,27,3,205,12,649
2023-05-09,24,0,1,0,33,24,581,24,1,205,12,650
2023-05-10,28,1,2,0,29,21,568,29,2,206,12,652
2023-05-11,11,0,1,0,29,20,534,11,1,206,12,653
2023-05-12,13,0,0,0,28,19,506,13,0,206,12,653
2023-05-13,11,2,2,1,29,21,470,13,3,208,13,655
2023-05-14,8,1,2,0,30,21,464,9,2,209,13,657
2023-05-15,12,2,1,0,31,22,470,14,1,211,13,658
2023-05-16,3,0,0,0,30,21,460,3,0,211,13,658
