Version,Date_of_report,Date_of_statistics,Region_level,Region_code,Region_name,Birth_year,Vaccination_coverage_partly,Vaccination_coverage_completed,Age_group
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0274,Renkum,<=2010,88,87,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0274,Renkum,<2005,90,89,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0274,Renkum,2005-2010,71,68,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0275,Rheden,<=2010,86,85,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0275,Rheden,<2005,88,87,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0275,Rheden,2005-2010,65,60,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0277,Rozendaal,<=2010,92,91,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0277,Rozendaal,<2005,94,93,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0277,Rozendaal,2005-2010,81,76,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0279,Scherpenzeel,<=2010,75,74,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0279,Scherpenzeel,<2005,77,77,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0279,Scherpenzeel,2005-2010,43,42,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0281,Tiel,<=2010,80,78,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0281,Tiel,<2005,81,80,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0281,Tiel,2005-2010,57,54,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0285,Voorst,<=2010,89,88,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0285,Voorst,<2005,91,90,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0285,Voorst,2005-2010,70,67,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0289,Wageningen,<=2010,85,84,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0289,Wageningen,<2005,86,85,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0289,Wageningen,2005-2010,71,69,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0293,Westervoort,<=2010,86,86,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0293,Westervoort,<2005,88,88,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0293,Westervoort,2005-2010,63,61,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0294,Winterswijk,<=2010,87,85,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0294,Winterswijk,<2005,89,87,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0294,Winterswijk,2005-2010,65,62,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0296,Wijchen,<=2010,90,89,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0296,Wijchen,<2005,91,90,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0296,Wijchen,2005-2010,73,71,12-17
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0297,Zaltbommel,<=2010,76,75,12+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0297,Zaltbommel,<2005,78,77,18+
4,2022-07-06T10:30:00Z,2022-06-27,Gemeente,GM0297,Zaltbommel,2005-2010,52,50,12-17
