Version,Date_of_report,Date_of_statistics,Perc_covid_symptoms,MA_perc_covid_symptoms
1,2022-01-25T10:00:00Z,2022-01-09,3.066,3.228
1,2022-01-25T10:00:00Z,2022-01-10,3.186,3.243
1,2022-01-25T10:00:00Z,2022-01-11,3.243,3.078
1,2022-01-25T10:00:00Z,2022-01-12,2.982,3.009
1,2022-01-25T10:00:00Z,2022-01-13,3.303,2.839
1,2022-01-25T10:00:00Z,2022-01-14,2.575,2.749
1,2022-01-25T10:00:00Z,2022-01-15,2.711,2.553
1,2022-01-25T10:00:00Z,2022-01-16,1.873,2.545
1,2022-01-25T10:00:00Z,2022-01-17,2.558,2.459
1,2022-01-25T10:00:00Z,2022-01-18,1.867,2.468
1,2022-01-25T10:00:00Z,2022-01-19,2.931,2.382
1,2022-01-25T10:00:00Z,2022-01-20,2.697,2.587
1,2022-01-25T10:00:00Z,2022-01-21,2.639,2.676
1,2022-01-25T10:00:00Z,2022-01-22,2.108,
1,2022-01-25T10:00:00Z,2022-01-23,3.31,
1,2022-01-25T10:00:00Z,2022-01-24,3.183,
