"variant2","collection_date_num","prob","SE","df","asymp.LCL","asymp.UCL","collection_date","variant"
"P.1 (gamma)",18734.5,0.0149364693742026,0.00102805439128352,NA,0.0129215197931387,0.0169514189552665,2021-04-17,"P.1 (gamma)"
"C.37 (lambda)",18734.5,2.834646152559e-06,8.96406631995182e-06,NA,-1.47346009895751e-05,2.04038932946931e-05,2021-04-17,"C.37 (lambda)"
"B.1.617.2 (delta)",18734.5,0.000566103613639147,9.80888628076015e-05,NA,0.000373852975251758,0.000758354252026537,2021-04-17,"B.1.617.2 (delta)"
"other",18734.5,0.110828933300263,0.00227053949999612,NA,0.106378757654795,0.11527910894573,2021-04-17,"other"
"B.1.1.7 (alpha)",18735.5,0.86338648799516,0.00260712721612867,NA,0.858276612548434,0.868496363441886,2021-04-18,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18735.5,0.0109542012482555,0.000966299350471338,NA,0.00906028932304721,0.0128481131734637,2021-04-18,"B.1.351 (beta)"
"P.1 (gamma)",18735.5,0.0150497342307392,0.00103226927804498,NA,0.0130265236234239,0.0170729448380545,2021-04-18,"P.1 (gamma)"
"C.37 (lambda)",18735.5,3.00957568847496e-06,9.20611326649038e-06,NA,-1.50340747514426e-05,2.10532261283925e-05,2021-04-18,"C.37 (lambda)"
"B.1.617.2 (delta)",18735.5,0.000591824712585809,9.96638435876922e-05,NA,0.000396487168593099,0.000787162256578519,2021-04-18,"B.1.617.2 (delta)"
"other",18735.5,0.110014742237571,0.00228005162166515,NA,0.105545923176215,0.114483561298927,2021-04-18,"other"
"B.1.1.7 (alpha)",18736.5,0.864329709038474,0.00261385889088298,NA,0.859206639751674,0.869452778325274,2021-04-19,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18736.5,0.0106009574727057,0.000946275531502621,NA,0.00874629151150907,0.0124556234339023,2021-04-19,"B.1.351 (beta)"
"P.1 (gamma)",18736.5,0.0151557963499687,0.00103795340407898,NA,0.0131214450603432,0.0171901476395943,2021-04-19,"P.1 (gamma)"
"C.37 (lambda)",18736.5,3.19929541949414e-06,9.46166883895209e-06,NA,-1.53452347384969e-05,2.17438255774851e-05,2021-04-19,"C.37 (lambda)"
"B.1.617.2 (delta)",18736.5,0.000619888051326185,0.000101430294823603,NA,0.000421088326530644,0.000818687776121725,2021-04-19,"B.1.617.2 (delta)"
"other",18736.5,0.109290449792106,0.00229047889062957,NA,0.104801193659123,0.113779705925089,2021-04-19,"other"
"B.1.1.7 (alpha)",18737.5,0.86518384644541,0.00262163526321048,NA,0.860045535748918,0.870322157141903,2021-04-20,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18737.5,0.0102528539456197,0.000925692061826684,NA,0.00843853084366476,0.0120671770475746,2021-04-20,"B.1.351 (beta)"
"P.1 (gamma)",18737.5,0.0152547255383142,0.00104507269951453,NA,0.0132064206860397,0.0173030303905887,2021-04-20,"P.1 (gamma)"
"C.37 (lambda)",18737.5,3.40522726877576e-06,9.731717592329e-06,NA,-1.56685887199039e-05,2.24790432574554e-05,2021-04-20,"C.37 (lambda)"
"B.1.617.2 (delta)",18737.5,0.000650524554167783,0.000103403909292366,NA,0.0004478566160941,0.000853192492241467,2021-04-20,"B.1.617.2 (delta)"
"other",18737.5,0.108654644289219,0.00230171398203935,NA,0.10414336778171,0.113165920796729,2021-04-20,"other"
"B.1.1.7 (alpha)",18738.5,0.865949565288988,0.00263038468121076,NA,0.860794106048329,0.871105024529647,2021-04-21,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18738.5,0.00991011682928654,0.000904649648849677,NA,0.00813703609891437,0.0116831975596587,2021-04-21,"B.1.351 (beta)"
"P.1 (gamma)",18738.5,0.0153466037622266,0.00105355072503346,NA,0.0132816822852749,0.0174115252391782,2021-04-21,"P.1 (gamma)"
"C.37 (lambda)",18738.5,3.62894556729606e-06,1.00173668511537e-05,NA,-1.60047326808906e-05,2.32626238154827e-05,2021-04-21,"C.37 (lambda)"
"B.1.617.2 (delta)",18738.5,0.000683992789326822,0.000105602515080572,NA,0.000477015663092054,0.00089096991556159,2021-04-21,"B.1.617.2 (delta)"
"other",18738.5,0.108106092384605,0.002313654025844,NA,0.103571413821265,0.112640770947945,2021-04-21,"other"
"B.1.1.7 (alpha)",18739.5,0.86662732965417,0.00264002603935288,NA,0.861452973698791,0.87180168560955,2021-04-22,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18739.5,0.00957295484457619,0.000883254984392489,NA,0.00784180688600143,0.011304102803151,2021-04-22,"B.1.351 (beta)"
"P.1 (gamma)",18739.5,0.015431524337476,0.00106327125958844,NA,0.0133475509628861,0.0175154977120658,2021-04-22,"P.1 (gamma)"
"C.37 (lambda)",18739.5,3.87219474942684e-06,1.0319865726701e-05,NA,-1.63543704001964e-05,2.409875989905e-05,2021-04-22,"C.37 (lambda)"
"B.1.617.2 (delta)",18739.5,0.000720582614996017,0.000108046354413906,NA,0.000508815651683912,0.000932349578308123,2021-04-22,"B.1.617.2 (delta)"
"other",18739.5,0.107643736354032,0.00232620017405416,NA,0.103084467792055,0.112203004916009,2021-04-22,"other"
"B.1.1.7 (alpha)",18740.5,0.867217401335678,0.002650468293474,NA,0.862022578938303,0.872412223733052,2021-04-23,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18740.5,0.00924155963296308,0.000861619547681143,NA,0.00755281635113235,0.0109303029147938,2021-04-23,"B.1.351 (beta)"
"P.1 (gamma)",18740.5,0.0155095910969151,0.00107408216162152,NA,0.0134044287436999,0.0176147534501302,2021-04-23,"P.1 (gamma)"
"C.37 (lambda)",18740.5,4.13690923907031e-06,1.06406269799254e-05,NA,-1.67183364145087e-05,2.49921548926493e-05,2021-04-23,"C.37 (lambda)"
"B.1.617.2 (delta)",18740.5,0.00076061935671944,0.000110758397640563,NA,0.000543536886358571,0.000977701827080309,2021-04-23,"B.1.617.2 (delta)"
"other",18740.5,0.107266691668485,0.00233925714628336,NA,0.102681831911192,0.111851551425779,2021-04-23,"other"
"B.1.1.7 (alpha)",18741.5,0.867719837651079,0.00266161035465031,NA,0.862503177215086,0.872936498087073,2021-04-24,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18741.5,0.00891610612488221,0.000839858368376354,NA,0.00727001397074998,0.0105621982790144,2021-04-24,"B.1.351 (beta)"
"P.1 (gamma)",18741.5,0.0155809175389676,0.00108580018886886,NA,0.0134527882743778,0.0177090468035573,2021-04-24,"P.1 (gamma)"
"C.37 (lambda)",18741.5,4.4252358113101e-06,1.09812520424732e-05,NA,-1.70976226970942e-05,2.59480943197144e-05,2021-04-24,"C.37 (lambda)"
"B.1.617.2 (delta)",18741.5,0.000804468599734392,0.000113764695818522,NA,0.000581493893217935,0.00102744330625085,2021-04-24,"B.1.617.2 (delta)"
"other",18741.5,0.106974244849525,0.00235273276737654,NA,0.10236297336022,0.11158551633883,2021-04-24,"other"
"B.1.1.7 (alpha)",18742.5,0.86813448827859,0.00267334135000452,NA,0.8628948355142,0.873374141042981,2021-04-25,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18742.5,0.00859675291443666,0.00081808873932309,NA,0.00699332844920563,0.0102001773796677,2021-04-25,"B.1.351 (beta)"
"P.1 (gamma)",18742.5,0.0156456259587114,0.00109821643106741,NA,0.0134931613065892,0.0177980906108337,2021-04-25,"P.1 (gamma)"
"C.37 (lambda)",18742.5,4.73955875287439e-06,1.1343559502858e-05,NA,-1.74934093292144e-05,2.69725268349631e-05,2021-04-25,"C.37 (lambda)"
"B.1.617.2 (delta)",18742.5,0.000852541694024826,0.000117094775497241,NA,0.000623040151272431,0.00108204323677722,2021-04-25,"B.1.617.2 (delta)"
"other",18742.5,0.106765851595484,0.00236653751003824,NA,0.102127523307746,0.111404179883222,2021-04-25,"other"
"B.1.1.7 (alpha)",18743.5,0.868460991017366,0.00268554122980237,NA,0.863197426927956,0.873724555106776,2021-04-26,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18743.5,0.00828364264045529,0.000796428868122134,NA,0.0067226707426879,0.00984461453822267,2021-04-26,"B.1.351 (beta)"
"P.1 (gamma)",18743.5,0.0157038465630023,0.00111110202154531,NA,0.0135261266176239,0.0178815665083808,2021-04-26,"P.1 (gamma)"
"C.37 (lambda)",18743.5,5.08252818826605e-06,1.17296173445534e-05,NA,-1.79070993594949e-05,2.8072155736027e-05,2021-04-26,"C.37 (lambda)"
"B.1.617.2 (delta)",18743.5,0.000905302086424813,0.000120782079421395,NA,0.000668573560781022,0.0011420306120686,2021-04-26,"B.1.617.2 (delta)"
"other",18743.5,0.106641135164563,0.00238058405481342,NA,0.101975276154959,0.111306994174168,2021-04-26,"other"
"B.1.1.7 (alpha)",18744.5,0.868698766354102,0.00269808169398931,NA,0.863410623406536,0.873986909301668,2021-04-27,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18744.5,0.00797690237386452,0.000774996457259779,NA,0.00645793722948922,0.00949586751823982,2021-04-27,"B.1.351 (beta)"
"P.1 (gamma)",18744.5,0.0157557165706038,0.00112421383858384,NA,0.013552297936058,0.0179591352051496,2021-04-27,"P.1 (gamma)"
"C.37 (lambda)",18744.5,5.45709198788448e-06,1.21417791832397e-05,NA,-1.83403579195034e-05,2.92545418952724e-05,2021-04-27,"C.37 (lambda)"
"B.1.617.2 (delta)",18744.5,0.000963272613681895,0.000124864457034887,NA,0.000718542774944367,0.00120800245241942,2021-04-27,"B.1.617.2 (delta)"
"other",18744.5,0.10659988499576,0.00239478687961539,NA,0.101906188961065,0.111293581030455,2021-04-27,"other"
"B.1.1.7 (alpha)",18745.5,0.868847010703018,0.00271082740787136,NA,0.863533886615286,0.87416013479075,2021-04-28,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18745.5,0.00767664401129544,0.000753907204798354,NA,0.00619901304220541,0.00915427498038548,2021-04-28,"B.1.351 (beta)"
"P.1 (gamma)",18745.5,0.0158013792977523,0.00113729997289814,NA,0.0135723123112535,0.018030446284251,2021-04-28,"P.1 (gamma)"
"C.37 (lambda)",18745.5,5.86653173061916e-06,1.25827246878106e-05,NA,-1.87951554848726e-05,3.05282189461109e-05,2021-04-28,"C.37 (lambda)"
"B.1.617.2 (delta)",18745.5,0.00102704391349676,0.000129384708853896,NA,0.000773454543992923,0.0012806332830006,2021-04-28,"B.1.617.2 (delta)"
"other",18745.5,0.106642055542707,0.00240906189129981,NA,0.101920380999232,0.111363730086183,2021-04-28,"other"
"B.1.1.7 (alpha)",18746.5,0.868904688166412,0.00272363747604372,NA,0.863566456806423,0.874242919526401,2021-04-29,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18746.5,0.00738296467479581,0.000733273221989716,NA,0.00594577556886832,0.00882015378072329,2021-04-29,"B.1.351 (beta)"
"P.1 (gamma)",18746.5,0.0158409832289865,0.00115010481081797,NA,0.013586819221337,0.018095147236636,2021-04-29,"P.1 (gamma)"
"C.37 (lambda)",18746.5,6.31450325709147e-06,1.30555042807231e-05,NA,-1.92738149331344e-05,3.19028214473173e-05,2021-04-29,"C.37 (lambda)"
"B.1.617.2 (delta)",18746.5,0.00109728413786328,0.000134391189045408,NA,0.000833882247494763,0.00136068602823179,2021-04-29,"B.1.617.2 (delta)"
"other",18746.5,0.106767765288685,0.00242332611261491,NA,0.102018133385165,0.111517397192206,2021-04-29,"other"
"B.1.1.7 (alpha)",18747.5,0.868870520639348,0.00273636714588321,NA,0.863507339584938,0.874233701693758,2021-04-30,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18747.5,0.00709594711745838,0.000713201371052649,NA,0.0056980981164706,0.00849379611844616,2021-04-30,"B.1.351 (beta)"
"P.1 (gamma)",18747.5,0.0158746810723929,0.00116237365345992,NA,0.0135964705750332,0.0181528915697525,2021-04-30,"P.1 (gamma)"
"C.37 (lambda)",18747.5,6.80508242190445e-06,1.35635880961825e-05,NA,-1.97790617477495e-05,3.33892265915584e-05,2021-04-30,"C.37 (lambda)"
"B.1.617.2 (delta)",18747.5,0.00117475018533618,0.000139938470940597,NA,0.000900475822241003,0.00144902454843135,2021-04-30,"B.1.617.2 (delta)"
"other",18747.5,0.106977295903043,0.00243749743928158,NA,0.102199888709642,0.111754703096443,2021-04-30,"other"
"B.1.1.7 (alpha)",18748.5,0.868742976054115,0.00274886971681323,NA,0.863355290410968,0.874130661697262,2021-05-01,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18748.5,0.00681566013471454,0.000693791536037794,NA,0.00545585371130174,0.00817546655812734,2021-05-01,"B.1.351 (beta)"
"P.1 (gamma)",18748.5,0.0159026287976593,0.00117385685362391,NA,0.0136019116415509,0.0182033459537677,2021-05-01,"P.1 (gamma)"
"C.37 (lambda)",18748.5,7.34281673496283e-06,1.4110919030472e-05,NA,-2.03140763535231e-05,3.49997098234488e-05,2021-05-01,"C.37 (lambda)"
"B.1.617.2 (delta)",18748.5,0.0012603007071009,0.000146088080789836,NA,0.000973973330182247,0.00154662808401956,2021-05-01,"B.1.617.2 (delta)"
"other",18748.5,0.107271091489675,0.00245149448405174,NA,0.102466250592635,0.112075932386715,2021-05-01,"other"
"B.1.1.7 (alpha)",18749.5,0.868520322722759,0.00276100452419456,NA,0.863108853294186,0.873931792151333,2021-05-02,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18749.5,0.00654216293242308,0.000675136329179517,NA,0.00521892004257665,0.00786540582226951,2021-05-02,"B.1.351 (beta)"
"P.1 (gamma)",18749.5,0.0159249774388981,0.00118431817626713,NA,0.0136037564671784,0.0182461984106179,2021-05-02,"P.1 (gamma)"
"C.37 (lambda)",18749.5,7.93277778105907e-06,1.47019248574172e-05,NA,-2.08824654428929e-05,3.6748021005011e-05,2021-05-02,"C.37 (lambda)"
"B.1.617.2 (delta)",18749.5,0.00135490828875615,0.000152908703906708,NA,0.00105521273617631,0.001654603841336,2021-05-02,"B.1.617.2 (delta)"
"other",18749.5,0.107649695839382,0.0024652408289592,NA,0.102817912601405,0.11248147907736,2021-05-02,"other"
"B.1.1.7 (alpha)",18750.5,0.868201346597996,0.00277270277014948,NA,0.862766949028669,0.873635744167324,2021-05-03,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18750.5,0.00627554508337951,0.000657332260053653,NA,0.00498719752779804,0.00756389263896099,2021-05-03,"B.1.351 (beta)"
"P.1 (gamma)",18750.5,0.0159417954758337,0.00119359083679598,NA,0.0136024004234365,0.0182811905282308,2021-05-03,"P.1 (gamma)"
"C.37 (lambda)",18750.5,8.58055704752619e-06,1.53410708127255e-05,NA,-2.14873892296944e-05,3.86485033247468e-05,2021-05-03,"C.37 (lambda)"
"B.1.617.2 (delta)",18750.5,0.00145964267831678,0.000160470354647698,NA,0.00114512656262092,0.00177415879401264,2021-05-03,"B.1.617.2 (delta)"
"other",18750.5,0.108113089607426,0.00247871143875773,NA,0.103254904459394,0.112971274755459,2021-05-03,"other"
"B.1.1.7 (alpha)",18751.5,0.867785083100073,0.00278394837448042,NA,0.862328644551272,0.873241521648873,2021-05-04,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18751.5,0.00601590310911415,0.00064046349437448,NA,0.00476061772672749,0.0072711884915008,2021-05-04,"B.1.351 (beta)"
"P.1 (gamma)",18751.5,0.0159530979633098,0.00120156937303021,NA,0.0135980652672442,0.0183081306593753,2021-05-04,"P.1 (gamma)"
"C.37 (lambda)",18751.5,9.29233801480095e-06,1.60329986470942e-05,NA,-2.21317618976831e-05,4.0716437927285e-05,2021-05-04,"C.37 (lambda)"
"B.1.617.2 (delta)",18751.5,0.00157569042958015,0.000168846735986488,NA,0.00124475690813949,0.00190662395102081,2021-05-04,"B.1.617.2 (delta)"
"other",18751.5,0.108660933059908,0.00249191702171663,NA,0.103776865444881,0.113545000674935,2021-05-04,"other"
"B.1.1.7 (alpha)",18752.5,0.867270311487371,0.0027947365572982,NA,0.861792728488789,0.872747894485953,2021-05-05,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18752.5,0.00576331012381921,0.000624587829253067,NA,0.00453914047330115,0.00698747977433728,2021-05-05,"B.1.351 (beta)"
"P.1 (gamma)",18752.5,0.0159588993859486,0.00120817654954202,NA,0.0135909168618804,0.0183268819100169,2021-05-05,"P.1 (gamma)"
"C.37 (lambda)",18752.5,1.00750074008661e-05,1.67828789549147e-05,NA,-2.28188309076619e-05,4.29688457093941e-05,2021-05-05,"C.37 (lambda)"
"B.1.617.2 (delta)",18752.5,0.0017043917463734,0.000178120236517684,NA,0.00135528249788098,0.00205350099486581,2021-05-05,"B.1.617.2 (delta)"
"other",18752.5,0.109293012249087,0.00250487294506706,NA,0.104383551490907,0.114202473007267,2021-05-05,"other"
"B.1.1.7 (alpha)",18753.5,0.866655533802438,0.00280507401675377,NA,0.861157689755631,0.872153377849244,2021-05-06,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18753.5,0.00551781661845334,0.000609736786076381,NA,0.00432275447769443,0.00671287875921225,2021-05-06,"B.1.351 (beta)"
"P.1 (gamma)",18753.5,0.0159592141983047,0.00121336073562783,NA,0.0135810708562191,0.0183373575403903,2021-05-06,"P.1 (gamma)"
"C.37 (lambda)",18753.5,1.09362388492093e-05,1.75964742080153e-05,NA,-2.35522168533886e-05,4.54246945518072e-05,2021-05-06,"C.37 (lambda)"
"B.1.617.2 (delta)",18753.5,0.00184726185486384,0.000188382946878982,NA,0.00147803806367952,0.00221648564604817,2021-05-06,"B.1.617.2 (delta)"
"other",18753.5,0.110009237287091,0.00251759884754432,NA,0.105074834218385,0.114943640355798,2021-05-06,"other"
"B.1.1.7 (alpha)",18754.5,0.865938959647059,0.00281497994686278,NA,0.860421700334006,0.871456218960113,2021-05-07,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18754.5,0.00527945175591971,0.000595916578157823,NA,0.00411147672494003,0.0064474267868994,2021-05-07,"B.1.351 (beta)"
"P.1 (gamma)",18754.5,0.0159540564231106,0.0012170940514553,NA,0.0135685959164603,0.0183395169297609,2021-05-07,"P.1 (gamma)"
"C.37 (lambda)",18754.5,1.1884585824755e-05,1.84802010714936e-05,NA,-2.4335942702431e-05,4.8105114351941e-05,2021-05-07,"C.37 (lambda)"
"B.1.617.2 (delta)",18754.5,0.00200601503727562,0.000199737703481937,NA,0.00161453633209628,0.00239749374245496,2021-05-07,"B.1.617.2 (delta)"
"other",18754.5,0.11080963255081,0.00253011894958722,NA,0.105850690533017,0.115768574568603,2021-05-07,"other"
"B.1.1.7 (alpha)",18755.5,0.865118488056456,0.00282448715841632,NA,0.859582594951164,0.870654381161748,2021-05-08,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18755.5,0.00504822465777506,0.000583109747224614,NA,0.00390535055418056,0.00619109876136956,2021-05-08,"B.1.351 (beta)"
"P.1 (gamma)",18755.5,0.0159434392054641,0.00121937072612014,NA,0.0135535164984662,0.0183333619124621,2021-05-08,"P.1 (gamma)"
"C.37 (lambda)",18755.5,1.29295855443614e-05,1.94411973419037e-05,NA,-2.51744610621058e-05,5.10336321508286e-05,2021-05-08,"C.37 (lambda)"
"B.1.617.2 (delta)",18755.5,0.00218259209700937,0.000212299240128256,NA,0.00176649323241277,0.00259869096160597,2021-05-08,"B.1.617.2 (delta)"
"other",18755.5,0.111694326397751,0.00254246251969914,NA,0.106711191427098,0.116677461368404,2021-05-08,"other"
"B.1.1.7 (alpha)",18756.5,0.864191686160244,0.00283364330115268,NA,0.858637847344952,0.869745524975537,2021-05-09,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18756.5,0.00482412567737653,0.000571277424901241,NA,0.00370444249938931,0.00594380885536375,2021-05-09,"B.1.351 (beta)"
"P.1 (gamma)",18756.5,0.0159273743183298,0.00122020565605035,NA,0.013535815178739,0.0183189334579205,2021-05-09,"P.1 (gamma)"
"C.37 (lambda)",18756.5,1.40818752032942e-05,2.04873934457135e-05,NA,-2.60726780874062e-05,5.42364284939945e-05,2021-05-09,"C.37 (lambda)"
"B.1.617.2 (delta)",18756.5,0.00237919174964498,0.000226195455206911,NA,0.00193585680397279,0.00282252669531717,2021-05-09,"B.1.617.2 (delta)"
"other",18756.5,0.112663540219201,0.00255466449036038,NA,0.107656489825512,0.117670590612891,2021-05-09,"other"
"B.1.1.7 (alpha)",18757.5,0.863155764270958,0.00284251219302564,NA,0.857584542747012,0.868726985794905,2021-05-10,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18757.5,0.00460712765477659,0.000560362128516032,NA,0.00350883806458496,0.00570541724496822,2021-05-10,"B.1.351 (beta)"
"P.1 (gamma)",18757.5,0.0159058716140997,0.00121963314442957,NA,0.0135154345766664,0.018296308651533,2021-05-10,"P.1 (gamma)"
"C.37 (lambda)",18757.5,1.53533218833907e-05,2.1627588360445e-05,NA,-2.70359723755393e-05,5.77426161423206e-05,2021-05-10,"C.37 (lambda)"
"B.1.617.2 (delta)",18757.5,0.002598306503929,0.000241568801778279,NA,0.00212484035265508,0.00307177265520292,2021-05-10,"B.1.617.2 (delta)"
"other",18757.5,0.113717576634353,0.00256676621859697,NA,0.108686807289169,0.118748345979537,2021-05-10,"other"
"B.1.1.7 (alpha)",18758.5,0.862007546989177,0.00285117526882828,NA,0.856419346148662,0.867595747829692,2021-05-11,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18758.5,0.0043971871490839,0.000550290959438764,NA,0.00331863668756593,0.00547573761060186,2021-05-11,"B.1.351 (beta)"
"P.1 (gamma)",18758.5,0.0158789384162714,0.00121770579701638,NA,0.0134922789103537,0.0182655979221892,2021-05-11,"P.1 (gamma)"
"C.37 (lambda)",18758.5,1.67571676586654e-05,2.28715297368648e-05,NA,-2.80702068969265e-05,6.15845422142573e-05,2021-05-11,"C.37 (lambda)"
"B.1.617.2 (delta)",18758.5,0.00284276367530618,0.000258577807060404,NA,0.00233596048626644,0.00334956686434592,2021-05-11,"B.1.617.2 (delta)"
"other",18758.5,0.114856806602503,0.00257881638719819,NA,0.109802419360853,0.119911193844153,2021-05-11,"other"
"B.1.1.7 (alpha)",18759.5,0.86074343985765,0.00285973316550213,NA,0.855138465847871,0.866348413867429,2021-05-12,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18759.5,0.00419424564442073,0.000540979043413766,NA,0.00313394620293882,0.00525454508590264,2021-05-12,"B.1.351 (beta)"
"P.1 (gamma)",18759.5,0.0158465788445528,0.00121449354574767,NA,0.013466215235431,0.0182269424536746,2021-05-12,"P.1 (gamma)"
"C.37 (lambda)",18759.5,1.83081915478119e-05,2.42299979059866e-05,NA,-2.91817316934028e-05,6.57981147890267e-05,2021-05-12,"C.37 (lambda)"
"B.1.617.2 (delta)",18759.5,0.0031157722626044,0.000277398726511609,NA,0.00257208074928437,0.00365946377592443,2021-05-12,"B.1.617.2 (delta)"
"other",18759.5,0.116081655199224,0.00259087204255728,NA,0.11100363930726,0.121159671091188,2021-05-12,"other"
"B.1.1.7 (alpha)",18760.5,0.859359391035204,0.00286830746498055,NA,0.853737611707255,0.864981170363153,2021-05-13,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18760.5,0.00399823072602219,0.000532333040327771,NA,0.00295487713919905,0.00504158431284533,2021-05-13,"B.1.351 (beta)"
"P.1 (gamma)",18760.5,0.0158087930659124,0.00121008276798983,NA,0.0134370744223398,0.018180511709485,2021-05-13,"P.1 (gamma)"
"C.37 (lambda)",18760.5,2.00228900973028e-05,2.57148933457001e-05,NA,-3.03773747265581e-05,7.04231549211637e-05,2021-05-13,"C.37 (lambda)"
"B.1.617.2 (delta)",18760.5,0.00342097651679946,0.000298227335693755,NA,0.00283646167963436,0.00400549135396455,2021-05-13,"B.1.617.2 (delta)"
"other",18760.5,0.117392585765964,0.00260299976407476,NA,0.112290799976612,0.122494371555317,2021-05-13,"other"
"B.1.1.7 (alpha)",18761.5,0.857850847394817,0.00287704261709726,NA,0.85221194748332,0.863489747306315,2021-05-14,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18761.5,0.0038090572234374,0.000524254556659689,NA,0.0027815371736534,0.00483657727322141,2021-05-14,"B.1.351 (beta)"
"P.1 (gamma)",18761.5,0.0157655764632554,0.00120457546565627,NA,0.0134046519339086,0.0181265009926023,2021-05-14,"P.1 (gamma)"
"C.37 (lambda)",18761.5,2.19196785091039e-05,2.73393270524537e-05,NA,-3.1664417875267e-05,7.55037748934748e-05,2021-05-14,"C.37 (lambda)"
"B.1.617.2 (delta)",18761.5,0.00376251713989494,0.000321280860205571,NA,0.00313281822496997,0.00439221605481991,2021-05-14,"B.1.617.2 (delta)"
"other",18761.5,0.118790082100086,0.00261527695785568,NA,0.113664233453091,0.12391593074708,2021-05-14,"other"
"B.1.1.7 (alpha)",18762.5,0.856212704379665,0.00288610806451052,NA,0.850556036517734,0.861869372241596,2021-05-15,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18762.5,0.00362662831820695,0.000516643315379527,NA,0.00261402602720971,0.00463923060920419,2021-05-15,"B.1.351 (beta)"
"P.1 (gamma)",18762.5,0.0157169187125495,0.00119808846429085,NA,0.0133687084722465,0.0180651289528524,2021-05-15,"P.1 (gamma)"
"C.37 (lambda)",18762.5,2.40191143471122e-05,2.91177131048148e-05,NA,-3.30505546504948e-05,8.10887833447191e-05,2021-05-15,"C.37 (lambda)"
"B.1.617.2 (delta)",18762.5,0.00414510117212035,0.000346800039951883,NA,0.00346538558397761,0.00482481676026309,2021-05-15,"B.1.617.2 (delta)"
"other",18762.5,0.120274628303111,0.00262779326386163,NA,0.115124248147126,0.125425008459097,2021-05-15,"other"
"B.1.1.7 (alpha)",18763.5,0.854439248877034,0.00289570058815312,NA,0.848763780014243,0.860114717739826,2021-05-16,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18763.5,0.00345083661380383,0.000509399970754777,NA,0.00245243101739871,0.00444924221020894,2021-05-16,"B.1.351 (beta)"
"P.1 (gamma)",18763.5,0.0156628027583587,0.00119075258747113,NA,0.0133289705724174,0.0179966349443,2021-05-16,"P.1 (gamma)"
"C.37 (lambda)",18763.5,2.63441459576788e-05,3.10658625061331e-05,NA,-3.45438257030152e-05,8.72321176183729e-05,2021-05-16,"C.37 (lambda)"
"B.1.617.2 (delta)",18763.5,0.0045740817567475,0.000375051318566558,NA,0.00383899468000279,0.00530916883349222,2021-05-16,"B.1.617.2 (delta)"
"other",18763.5,0.121846685848098,0.00264065206051762,NA,0.116671102913782,0.127022268782414,2021-05-16,"other"
"B.1.1.7 (alpha)",18764.5,0.852524094294431,0.00290604688463913,NA,0.846828347063154,0.858219841525709,2021-05-17,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18764.5,0.003281565166036,0.000502428493714221,NA,0.00229682341354942,0.00426630691852259,2021-05-17,"B.1.351 (beta)"
"P.1 (gamma)",18764.5,0.015603203676924,0.0011827117565315,NA,0.0132851312300302,0.0179212761238179,2021-05-17,"P.1 (gamma)"
"C.37 (lambda)",18764.5,2.89203878103318e-05,3.32010771381852e-05,NA,-3.61525276284473e-05,9.3993303249111e-05,2021-05-17,"C.37 (lambda)"
"B.1.617.2 (delta)",18764.5,0.00505554911312817,0.000406329141571917,NA,0.00425915862977814,0.00585193959647821,2021-05-17,"B.1.617.2 (delta)"
"other",18764.5,0.12350666736167,0.00265397204377872,NA,0.118304977739888,0.128708356983453,2021-05-17,"other"
"B.1.1.7 (alpha)",18765.5,0.850460106947242,0.002917406375325,NA,0.844742095523337,0.856178118371146,2021-05-18,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18765.5,0.00311868847251843,0.000495638091626833,NA,0.00214725566356367,0.00409012128147319,2021-05-18,"B.1.351 (beta)"
"P.1 (gamma)",18765.5,0.0155380874151781,0.00117412195996596,NA,0.0132368506601873,0.017839324170169,2021-05-18,"P.1 (gamma)"
