"variant2","collection_date_num","prob","SE","df","asymp.LCL","asymp.UCL","collection_date","variant"
"B.1.617.2 (delta)",18688.5,0.000392954920887767,0.000147816039729346,NA,0.000103240806680906,0.000682669035094627,2021-03-02,"B.1.617.2 (delta)"
"other",18688.5,0.314447810324361,0.0046120053813519,NA,0.305408445880407,0.323487174768316,2021-03-02,"other"
"B.1.1.7 (alpha)",18689.5,0.666156265277595,0.00466314528516642,NA,0.657016668463991,0.675295862091199,2021-03-03,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18689.5,0.0246222662123738,0.00163684514400242,NA,0.0214141086818598,0.0278304237428878,2021-03-03,"B.1.351 (beta)"
"P.1 (gamma)",18689.5,0.00444480079604061,0.000647910091304095,NA,0.00317492035186453,0.0057146812402167,2021-03-03,"P.1 (gamma)"
"C.37 (lambda)",18689.5,6.48063316960221e-07,5.21977107506084e-06,NA,-9.58249999770295e-06,1.08786266316234e-05,2021-03-03,"C.37 (lambda)"
"B.1.617.2 (delta)",18689.5,0.000386194585240531,0.000144575252785807,NA,0.000102832296724576,0.000669556873756486,2021-03-03,"B.1.617.2 (delta)"
"other",18689.5,0.304389825065433,0.00451724062896439,NA,0.295536196123162,0.313243454007704,2021-03-03,"other"
"B.1.1.7 (alpha)",18690.5,0.675623581124256,0.00457672642213569,NA,0.666653362169778,0.684593800078735,2021-03-04,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18690.5,0.0246196480893147,0.00161994958448933,NA,0.021444605246945,0.0277946909316844,2021-03-04,"B.1.351 (beta)"
"P.1 (gamma)",18690.5,0.00469197765629178,0.000659412212707727,NA,0.00339955346841877,0.00598440184416479,2021-03-04,"P.1 (gamma)"
"C.37 (lambda)",18690.5,6.54898248348895e-07,5.22191829339908e-06,NA,-9.57987353692416e-06,1.08896700336219e-05,2021-03-04,"C.37 (lambda)"
"B.1.617.2 (delta)",18690.5,0.000379772750144627,0.000141414732470202,NA,0.000102604967619665,0.00065694053266959,2021-03-04,"B.1.617.2 (delta)"
"other",18690.5,0.294684365481744,0.00441988643495043,NA,0.286021547253484,0.303347183710004,2021-03-04,"other"
"B.1.1.7 (alpha)",18691.5,0.684761988774755,0.00448781178703809,NA,0.675966039302766,0.693557938246744,2021-03-05,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18691.5,0.0245917117738826,0.00160126137781262,NA,0.0214532971435349,0.0277301264042303,2021-03-05,"B.1.351 (beta)"
"P.1 (gamma)",18691.5,0.00494432966019429,0.000671723310240027,NA,0.00362777616454781,0.00626088315584077,2021-03-05,"P.1 (gamma)"
"C.37 (lambda)",18691.5,6.62292685194489e-07,5.22561461017796e-06,NA,-9.57972374784062e-06,1.09043091182296e-05,2021-03-05,"C.37 (lambda)"
"B.1.617.2 (delta)",18691.5,0.000373693916581843,0.000138338555052642,NA,0.000102555331005354,0.000644832502158332,2021-03-05,"B.1.617.2 (delta)"
"other",18691.5,0.285327613581901,0.00432054027765481,NA,0.276859510243943,0.29379571691986,2021-03-05,"other"
"B.1.1.7 (alpha)",18692.5,0.693575875378018,0.0043969797913635,NA,0.684957953346195,0.702193797409841,2021-03-06,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18692.5,0.0245392148052846,0.00158102019194107,NA,0.0214404721702495,0.0276379574403197,2021-03-06,"B.1.351 (beta)"
"P.1 (gamma)",18692.5,0.00520147062906766,0.00068493846564486,NA,0.00385901590477761,0.00654392535335771,2021-03-06,"P.1 (gamma)"
"C.37 (lambda)",18692.5,6.70283603875426e-07,5.23101336642494e-06,NA,-9.58231419696508e-06,1.09228814047159e-05,2021-03-06,"C.37 (lambda)"
"B.1.617.2 (delta)",18692.5,0.000367961911425381,0.000135350210973337,NA,0.000102680372617742,0.00063324345023302,2021-03-06,"B.1.617.2 (delta)"
"other",18692.5,0.2763148069926,0.00421979001697349,NA,0.26804417053701,0.28458544344819,2021-03-06,"other"
"B.1.1.7 (alpha)",18693.5,0.702070422922792,0.00430480876835319,NA,0.693633152776487,0.710507693069096,2021-03-07,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18693.5,0.0244629585650038,0.00155948264955391,NA,0.021406428737363,0.0275194883926445,2021-03-07,"B.1.351 (beta)"
"P.1 (gamma)",18693.5,0.00546299842397583,0.000699119337794736,NA,0.00409274970100265,0.006833247146949,2021-03-07,"P.1 (gamma)"
"C.37 (lambda)",18693.5,6.78909771682807e-07,5.23826301671914e-06,NA,-9.58789708263484e-06,1.09457166260004e-05,2021-03-07,"C.37 (lambda)"
"B.1.617.2 (delta)",18693.5,0.000362580016955453,0.00013245264072333,NA,0.000102977611480504,0.000622182422430403,2021-03-07,"B.1.617.2 (delta)"
"other",18693.5,0.267640361161502,0.00411820703012415,NA,0.259568823701579,0.275711898621425,2021-03-07,"other"
"B.1.1.7 (alpha)",18694.5,0.710251497408902,0.00421187018840506,NA,0.70199638353207,0.718506611285734,2021-03-08,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18694.5,0.0243637809625601,0.00153691787210841,NA,0.0213514772860316,0.0273760846390885,2021-03-08,"B.1.351 (beta)"
"P.1 (gamma)",18694.5,0.00572849689089323,0.000714291168356121,NA,0.00432851192644019,0.00712848185534626,2021-03-08,"P.1 (gamma)"
"C.37 (lambda)",18694.5,6.88211949144802e-07,5.24750752127973e-06,NA,-9.59671380116653e-06,1.09731376994561e-05,2021-03-08,"C.37 (lambda)"
"B.1.617.2 (delta)",18694.5,0.000357551098501599,0.000129648273582704,NA,0.000103445151621705,0.000611657045381494,2021-03-08,"B.1.617.2 (delta)"
"other",18694.5,0.259297985427194,0.00401634060916801,NA,0.251426102483579,0.267169868370809,2021-03-08,"other"
"B.1.1.7 (alpha)",18695.5,0.718125544329775,0.00411872255845085,NA,0.710052996452898,0.726198092206651,2021-03-09,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18695.5,0.0242425496202292,0.00151360284351591,NA,0.0212759425600406,0.0272091566804178,2021-03-09,"B.1.351 (beta)"
"P.1 (gamma)",18695.5,0.0059975378175918,0.000730441565709026,NA,0.00456589865599106,0.00742917697919253,2021-03-09,"P.1 (gamma)"
"C.37 (lambda)",18695.5,6.98233111939591e-07,5.25888678345585e-06,NA,-9.60899558240757e-06,1.10054618062867e-05,2021-03-09,"C.37 (lambda)"
"B.1.617.2 (delta)",18695.5,0.000352877729689342,0.000126939068201901,NA,0.000104081727782543,0.000601673731596141,2021-03-09,"B.1.617.2 (delta)"
"other",18695.5,0.251280792269603,0.00391471351412369,NA,0.243608094772128,0.258953489767078,2021-03-09,"other"
"B.1.1.7 (alpha)",18696.5,0.725699490931178,0.00402590592359474,NA,0.717808860315786,0.73359012154657,2021-03-10,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18696.5,0.0241001555698358,0.00148981760455589,NA,0.0211801667213725,0.027020144418299,2021-03-10,"B.1.351 (beta)"
"P.1 (gamma)",18696.5,0.00626968289055538,0.000747521071396509,NA,0.00480456851293343,0.00773479726817734,2021-03-10,"P.1 (gamma)"
"C.37 (lambda)",18696.5,7.09018693445678e-07,5.27253712432472e-06,NA,-9.62496417738115e-06,1.10430015642725e-05,2021-03-10,"C.37 (lambda)"
"B.1.617.2 (delta)",18696.5,0.000348562314989031,0.000124326554161919,NA,0.000104886746509701,0.000592237883468361,2021-03-10,"B.1.617.2 (delta)"
"other",18696.5,0.243581399274748,0.00381381856253637,NA,0.236106452248607,0.25105634630089,2021-03-10,"other"
"B.1.1.7 (alpha)",18697.5,0.732980655527228,0.00393393689524048,NA,0.725270280895104,0.740691030159353,2021-03-11,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18697.5,0.0239375074642295,0.00146584029935963,NA,0.0210645132703972,0.0268105016580618,2021-03-11,"B.1.351 (beta)"
"P.1 (gamma)",18697.5,0.00654448564118981,0.000765445356828598,NA,0.00504424030967234,0.00804473097270727,2021-03-11,"P.1 (gamma)"
"C.37 (lambda)",18697.5,7.20616849214059e-07,5.28859178699579e-06,NA,-9.64483258223201e-06,1.10860662806601e-05,2021-03-11,"C.37 (lambda)"
"B.1.617.2 (delta)",18697.5,0.000344607209466921,0.000121811873790991,NA,0.000105860323947239,0.000583354094986602,2021-03-11,"B.1.617.2 (delta)"
"other",18697.5,0.236192023541036,0.00371411613021591,NA,0.228912489691414,0.243471557390659,2021-03-11,"other"
"B.1.1.7 (alpha)",18698.5,0.739976663996529,0.00384330414262344,NA,0.732443926295353,0.747509401697704,2021-03-12,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18698.5,0.0237555262973142,0.00144194211214996,NA,0.0209293716897086,0.0265816809049197,2021-03-12,"B.1.351 (beta)"
"P.1 (gamma)",18698.5,0.0068214933714919,0.000784098776158602,NA,0.0052846880098991,0.00835829873308469,2021-03-12,"P.1 (gamma)"
"C.37 (lambda)",18698.5,7.33078744903732e-07,5.30718146414273e-06,NA,-9.66880578423457e-06,1.1134963274042e-05,2021-03-12,"C.37 (lambda)"
"B.1.617.2 (delta)",18698.5,0.000341014835822175,0.000119395823646855,NA,0.000107003321569844,0.000575026350074506,2021-03-12,"B.1.617.2 (delta)"
"other",18698.5,0.229104568420098,0.00361603243724925,NA,0.222017275076161,0.236191861764035,2021-03-12,"other"
"B.1.1.7 (alpha)",18699.5,0.746695373447854,0.00375446430276916,NA,0.739336758633185,0.754053988262523,2021-03-13,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18699.5,0.0235551406194154,0.00141838215575473,NA,0.0207751626778218,0.026335118561009,2021-03-13,"B.1.351 (beta)"
"P.1 (gamma)",18699.5,0.00710024905016691,0.000803338928807174,NA,0.00552573368232586,0.00867476441800796,2021-03-13,"P.1 (gamma)"
"C.37 (lambda)",18699.5,7.46458869501388e-07,5.32843484322136e-06,NA,-9.6970815171808e-06,1.11899992561836e-05,2021-03-13,"C.37 (lambda)"
"B.1.617.2 (delta)",18699.5,0.000337787798959451,0.000117078895193952,NA,0.000108317381029566,0.000567258216889337,2021-03-13,"B.1.617.2 (delta)"
"other",18699.5,0.222310702624735,0.00351995849718195,NA,0.215411710743182,0.229209694506287,2021-03-13,"other"
"B.1.1.7 (alpha)",18700.5,0.753144802934894,0.00366783828597884,NA,0.745955971993258,0.76033363387653,2021-03-14,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18700.5,0.0233372822292135,0.00139540240208952,NA,0.0206023437771773,0.0260722206812496,2021-03-14,"B.1.351 (beta)"
"P.1 (gamma)",18700.5,0.00738029317094863,0.000823001864514836,NA,0.00576723915729024,0.00899334718460702,2021-03-14,"P.1 (gamma)"
"C.37 (lambda)",18700.5,7.60815375948409e-07,5.35247916475649e-06,NA,-9.72985101497533e-06,1.12514817668721e-05,2021-03-14,"C.37 (lambda)"
"B.1.617.2 (delta)",18700.5,0.000334928998496322,0.000114861314313218,NA,0.000109804959225481,0.000560053037767164,2021-03-14,"B.1.617.2 (delta)"
"other",18700.5,0.215801931851072,0.00342624961448885,NA,0.209086606004629,0.222517257697514,2021-03-14,"other"
"B.1.1.7 (alpha)",18701.5,0.759333071011202,0.00358380797835186,NA,0.752308936446125,0.766357205576279,2021-03-15,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18701.5,0.0231028823192706,0.00137322277644951,NA,0.0204114151346795,0.0257943495038618,2021-03-15,"B.1.351 (beta)"
"P.1 (gamma)",18701.5,0.00766116556558114,0.00084290758719911,NA,0.00600909705237533,0.00931323407878695,2021-03-15,"P.1 (gamma)"
"C.37 (lambda)",18701.5,7.76210451626272e-07,5.37944078998673e-06,NA,-9.76729975371341e-06,1.1319720656966e-05,2021-03-15,"C.37 (lambda)"
"B.1.617.2 (delta)",18701.5,0.000332441739739906,0.000112743079378559,NA,0.00011146936465179,0.000553414114828022,2021-03-15,"B.1.617.2 (delta)"
"other",18701.5,0.209569663153755,0.00333522532527747,NA,0.203032741635885,0.216106584671625,2021-03-15,"other"
"B.1.1.7 (alpha)",18702.5,0.765268339847817,0.00350271336770743,NA,0.758403147798943,0.772133531896691,2021-03-16,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18702.5,0.0228528680491839,0.00135203656829972,NA,0.0202029250695353,0.0255028110288324,2021-03-16,"B.1.351 (beta)"
"P.1 (gamma)",18702.5,0.0079424071645797,0.000862865567351136,NA,0.00625122172907175,0.00963359260008764,2021-03-16,"P.1 (gamma)"
"C.37 (lambda)",18702.5,7.92710721506805e-07,5.40944577502998e-06,NA,-9.80960817387431e-06,1.13950296168879e-05,2021-03-16,"C.37 (lambda)"
"B.1.617.2 (delta)",18702.5,0.000330329843789946,0.000110723997719009,NA,0.000113314796036394,0.000547344891543499,2021-03-16,"B.1.617.2 (delta)"
"other",18702.5,0.203605262383908,0.00324716968789725,NA,0.197240926743939,0.209969598023877,2021-03-16,"other"
"B.1.1.7 (alpha)",18703.5,0.770958765584616,0.00342485014238472,NA,0.764246182653095,0.777671348516137,2021-03-17,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18703.5,0.0225881595184356,0.00133200633631186,NA,0.0199774750720852,0.025198843964786,2021-03-17,"B.1.351 (beta)"
"P.1 (gamma)",18703.5,0.00822356169950185,0.000882680040907568,NA,0.00649354060945067,0.00995358278955302,2021-03-17,"P.1 (gamma)"
"C.37 (lambda)",18703.5,8.10387687160735e-07,5.44262044957544e-06,NA,-9.85695237552833e-06,1.14777277498498e-05,2021-03-17,"C.37 (lambda)"
"B.1.617.2 (delta)",18703.5,0.000328597757538824,0.00010880372035946,NA,0.000115346384250314,0.000541849130827333,2021-03-17,"B.1.617.2 (delta)"
"other",18703.5,0.197900105052221,0.00316233184315031,NA,0.191702048532482,0.20409816157196,2021-03-17,"other"
"B.1.1.7 (alpha)",18704.5,0.776412454550241,0.00335046783140263,NA,0.769845658269331,0.78297925083115,2021-03-18,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18704.5,0.0223096671099362,0.00131326049900289,NA,0.0197357238295714,0.0248836103903009,2021-03-18,"B.1.351 (beta)"
"P.1 (gamma)",18704.5,0.00850417734104012,0.000902154942359854,NA,0.00673598614554,0.0102723685365402,2021-03-18,"P.1 (gamma)"
"C.37 (lambda)",18704.5,8.29318205240003e-07,5.47909199891859e-06,NA,-9.90950478062201e-06,1.1568141191102e-05,2021-03-18,"C.37 (lambda)"
"B.1.617.2 (delta)",18704.5,0.000327250664445302,0.000106981774996756,NA,0.000117570238449492,0.000536931090441113,2021-03-18,"B.1.617.2 (delta)"
"other",18704.5,0.192445621016132,0.00308092677757908,NA,0.186407115493072,0.198484126539193,2021-03-18,"other"
"B.1.1.7 (alpha)",18705.5,0.781637424962256,0.00327976856690938,NA,0.775209196693487,0.788065653231025,2021-03-19,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18705.5,0.0220182891748992,0.00129589079913248,NA,0.0194783898807027,0.0245581884690957,2021-03-19,"B.1.351 (beta)"
"P.1 (gamma)",18705.5,0.00878380826780042,0.000921098382245938,NA,0.00697848861238027,0.0105891279232206,2021-03-19,"P.1 (gamma)"
"C.37 (lambda)",18705.5,8.49585009511416e-07,5.51898904893774e-06,NA,-9.96743475747751e-06,1.16666047765003e-05,2021-03-19,"C.37 (lambda)"
"B.1.617.2 (delta)",18705.5,0.000326294597060963,0.000105257597222581,NA,0.00011999349740548,0.000532595696716445,2021-03-19,"B.1.617.2 (delta)"
"other",18705.5,0.187233333412974,0.00300313623733569,NA,0.181347294547129,0.193119372278819,2021-03-19,"other"
"B.1.1.7 (alpha)",18706.5,0.78664157370682,0.00321290655351802,NA,0.780344392576232,0.792938754837408,2021-03-20,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18706.5,0.021714910029939,0.00127995080624367,NA,0.0192062525477184,0.0242235675121596,2021-03-20,"B.1.351 (beta)"
"P.1 (gamma)",18706.5,0.00906201616116241,0.000939326629276246,NA,0.00722096979806156,0.0109030625242633,2021-03-20,"P.1 (gamma)"
"C.37 (lambda)",18706.5,8.71277281027148e-07,5.56244225437604e-06,NA,-1.00309092036337e-05,1.1773463765688e-05,2021-03-20,"C.37 (lambda)"
"B.1.617.2 (delta)",18706.5,0.000325736552389471,0.000103630560051262,NA,0.000122624386991283,0.000528848717787659,2021-03-20,"B.1.617.2 (delta)"
"other",18706.5,0.182254892272408,0.00292910975392393,NA,0.176513942647953,0.187995841896864,2021-03-20,"other"
"B.1.1.7 (alpha)",18707.5,0.791432647793907,0.00314998832232817,NA,0.785258784130422,0.797606511457392,2021-03-21,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18707.5,0.0214003982379929,0.00126545557645524,NA,0.0189201508841052,0.0238806455918805,2021-03-21,"B.1.351 (beta)"
"P.1 (gamma)",18707.5,0.00933837162213224,0.000956667593875656,NA,0.00746333759295937,0.0112134056513051,2021-03-21,"P.1 (gamma)"
"C.37 (lambda)",18707.5,8.94491271577518e-07,5.60958489154794e-06,NA,-1.01000930840765e-05,1.18890756272315e-05,2021-03-21,"C.37 (lambda)"
"B.1.617.2 (delta)",18707.5,0.000325584611261776,0.00010210000185023,NA,0.000125472284813853,0.000525696937709699,2021-03-21,"B.1.617.2 (delta)"
"other",18707.5,0.177502103243435,0.00285896575614567,NA,0.171898633328356,0.183105573158513,2021-03-21,"other"
"B.1.1.7 (alpha)",18708.5,0.796018220088127,0.00309107382942209,NA,0.789959826708905,0.802076613467349,2021-03-22,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18708.5,0.021075605145749,0.00125238252462427,NA,0.0186209805026181,0.0235302297888799,2021-03-22,"B.1.351 (beta)"
"P.1 (gamma)",18708.5,0.00961245550660327,0.000972963833836596,NA,0.00770548143402353,0.011519429579183,2021-03-22,"P.1 (gamma)"
"C.37 (lambda)",18708.5,9.19330986190803e-07,5.6605534573505e-06,NA,-1.01751499227799e-05,1.20138118951615e-05,2021-03-22,"C.37 (lambda)"
"B.1.617.2 (delta)",18708.5,0.000325848063018369,0.000100665252804707,NA,0.000128547793026524,0.000523148333010214,2021-03-22,"B.1.617.2 (delta)"
"other",18708.5,0.172966951865516,0.00279279275436301,NA,0.16749317865068,0.178440725080352,2021-03-22,"other"
"B.1.1.7 (alpha)",18709.5,0.800405668924913,0.00303617842985283,NA,0.794454868551764,0.806356469298062,2021-03-23,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18709.5,0.0207413636516084,0.00124067348782085,NA,0.0183096882989058,0.0231730390043109,2021-03-23,"B.1.351 (beta)"
"P.1 (gamma)",18709.5,0.00988386017593441,0.000988075116262728,NA,0.00794726853403924,0.0118204518178296,2021-03-23,"P.1 (gamma)"
"C.37 (lambda)",18709.5,9.45908931131965e-07,5.71548827724395e-06,NA,-1.02562422463271e-05,1.2148060108591e-05,2021-03-23,"C.37 (lambda)"
"B.1.617.2 (delta)",18709.5,0.000326537536905878,9.93256600771938e-05,NA,0.00013186282041391,0.000521212253397846,2021-03-23,"B.1.617.2 (delta)"
"other",18709.5,0.168641623801707,0.00273065059320107,NA,0.16328964698467,0.173993600618744,2021-03-23,"other"
"B.1.1.7 (alpha)",18710.5,0.804602161236015,0.00298527572048431,NA,0.798751128339944,0.810453194132086,2021-03-24,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18710.5,0.0203984871797403,0.00123023788006588,NA,0.0179872652423942,0.0228097091170863,2021-03-24,"B.1.351 (beta)"
"P.1 (gamma)",18710.5,0.0101521906602436,0.00100188057554449,NA,0.00818854081536617,0.0121158405051211,2021-03-24,"P.1 (gamma)"
"C.37 (lambda)",18710.5,9.74346934616385e-07,5.77453412569159e-06,NA,-1.03435319792366e-05,1.22922258484694e-05,2021-03-24,"C.37 (lambda)"
"B.1.617.2 (delta)",18710.5,0.000327665141722908,9.80806118477049e-05,NA,0.000135430674919754,0.000519899608526062,2021-03-24,"B.1.617.2 (delta)"
"other",18710.5,0.164518521435343,0.00267257177658267,NA,0.159280377007143,0.169756665863544,2021-03-24,"other"
"B.1.1.7 (alpha)",18711.5,0.80861463882562,0.00293830120167578,NA,0.802855674294605,0.814373603356635,2021-03-25,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18711.5,0.0200477688374454,0.00122095676689513,NA,0.0176547375476505,0.0224408001272403,2021-03-25,"B.1.351 (beta)"
"P.1 (gamma)",18711.5,0.0104170657322963,0.00101428050706965,NA,0.00842911246821872,0.0124050189963738,2021-03-25,"P.1 (gamma)"
"C.37 (lambda)",18711.5,1.00477704830668e-06,5.83784086343937e-06,NA,-1.04371807915107e-05,1.24467348881241e-05,2021-03-25,"C.37 (lambda)"
"B.1.617.2 (delta)",18711.5,0.000329244615392534,9.69295604433729e-05,NA,0.000139266167886225,0.000519223062898843,2021-03-25,"B.1.617.2 (delta)"
"other",18711.5,0.160590277212197,0.00261856287411119,NA,0.155457988287686,0.165722566136709,2021-03-25,"other"
"B.1.1.7 (alpha)",18712.5,0.812449807458002,0.00289515666292625,NA,0.806775404669066,0.818124210246939,2021-03-26,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18712.5,0.0196899807347555,0.0012126876338621,NA,0.0173131566478887,0.0220668048216223,2021-03-26,"B.1.351 (beta)"
"P.1 (gamma)",18712.5,0.0106781188903439,0.0010251978326016,NA,0.00866876806141628,0.0126874697192716,2021-03-26,"P.1 (gamma)"
"C.37 (lambda)",18712.5,1.03734253861237e-06,5.90556409699654e-06,NA,-1.05373503998937e-05,1.26120354771184e-05,2021-03-26,"C.37 (lambda)"
"B.1.617.2 (delta)",18712.5,0.000331291486299914,9.58720447870982e-05,NA,0.00014338573139299,0.000519197241206837,2021-03-26,"B.1.617.2 (delta)"
"other",18712.5,0.15684976408806,0.00256860602004537,NA,0.151815388798298,0.161884139377821,2021-03-26,"other"
"B.1.1.7 (alpha)",18713.5,0.816114128438652,0.00285571515585945,NA,0.810517029583062,0.821711227294242,2021-03-27,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18713.5,0.0193258734469324,0.00120526959189279,NA,0.0169635884551612,0.0216881584387035,2021-03-27,"B.1.351 (beta)"
"P.1 (gamma)",18713.5,0.0109349992487391,0.00103457926714418,NA,0.00890726114598465,0.0129627373514935,2021-03-27,"P.1 (gamma)"
"C.37 (lambda)",18713.5,1.07219897787722e-06,5.97786586677994e-06,NA,-1.06442028254228e-05,1.27886007811772e-05,2021-03-27,"C.37 (lambda)"
"B.1.617.2 (delta)",18713.5,0.000333823248416993,9.4907712415274e-05,NA,0.000147807550227971,0.000519838946606015,2021-03-27,"B.1.617.2 (delta)"
"other",18713.5,0.153290103418281,0.00252266051537479,NA,0.148345779662926,0.158234427173637,2021-03-27,"other"
"B.1.1.7 (alpha)",18714.5,0.819613812392531,0.00281982638376959,NA,0.814087054237687,0.825140570547375,2021-03-28,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18714.5,0.0189561756022465,0.00119852875667259,NA,0.0166071024047327,0.0213052487997603,2021-03-28,"B.1.351 (beta)"
"P.1 (gamma)",18714.5,0.0111873723356116,0.00104239620951837,NA,0.00914431330733451,0.0132304313638887,2021-03-28,"P.1 (gamma)"
