"DATE_NUM","r","SE","df","r_LOWER","r_UPPER","DATE","Re","Re_LOWER","Re_UPPER"
18599.5,0.0366740148505918,0.000358075774487111,327.01766459975,0.035969592177051,0.0373784375241326,2020-12-03,1.1816928994592,1.17802502644449,1.18536783646478
18600.5,0.0452546960322521,0.000357366047312595,327.01766459975,0.0445516695657417,0.0459577224987624,2020-12-04,1.22694049373121,1.22319365135063,1.2306944354851
18601.5,0.0523379351136152,0.000405738772125493,327.01766459975,0.051539747660054,0.0531361225671763,2020-12-05,1.2650882249599,1.26075328373512,1.26943238465342
18602.5,0.0578851495620742,0.000468271719973717,327.01766459975,0.0569639444975878,0.0588063546265607,2020-12-06,1.29547011199744,1.29039376849637,1.30055880417629
18603.5,0.061896339377627,0.000525048869330238,327.01766459975,0.0608634397663564,0.0629292389888977,2020-12-07,1.31771806031028,1.31196667733544,1.32348503120964
18604.5,0.0643715045602743,0.000567131920617184,327.01766459975,0.0632558172889315,0.0654871918316171,2020-12-08,1.33156371794493,1.32531165631725,1.33783401181115
18605.5,0.0653106451100184,0.000590596901928912,327.01766459975,0.0641487964782935,0.0664724937417433,2020-12-09,1.33684058333657,1.33031425590616,1.34338670159299
18606.5,0.0647137610268574,0.000593828619307946,327.01766459975,0.0635455548162108,0.065881967237504,2020-12-10,1.33348530000504,1.32693352907608,1.34005706694965
18607.5,0.0625808523107895,0.000576539786757002,327.01766459975,0.0614466574645402,0.0637150471570388,2020-12-11,1.32153814661685,1.31521223027589,1.32788287116202
18608.5,0.0589119189618174,0.000539626331364951,327.01766459975,0.0578503419154574,0.0599734960081775,2020-12-12,1.3011427255942,1.29527807842723,1.30702378861791
18609.5,0.0537069609799414,0.000485737624625721,327.01766459975,0.0527513962069033,0.0546625257529795,2020-12-13,1.27254484825135,1.26733734834777,1.27776557871248
18610.5,0.0469659783651595,0.000421145142490525,327.01766459975,0.0461374828109801,0.0477944739193388,2020-12-14,1.23609060917734,1.23165543974747,1.24053565564785
18611.5,0.0386889711174732,0.00036057361715299,327.01766459975,0.0379796345761587,0.0393983076587876,2020-12-15,1.19222363709361,1.18850984173603,1.195944610516
18612.5,0.0290489990425867,0.000334921568041338,327.01766459975,0.0283901263592165,0.0297078717259568,2020-12-16,1.14236455834691,1.13900485448652,1.14573039247633
18613.5,0.0197319012003839,0.000362193448712345,327.01766459975,0.0190193780540014,0.0204444243467665,2020-12-17,1.09542265192353,1.09188288962136,1.09896951207916
18614.5,0.0112126058656604,0.000413797123122241,327.01766459975,0.0103985656637206,0.0120266460676003,2020-12-18,1.05356278681836,1.04961573853767,1.05751901385605
18615.5,0.00349111303841521,0.000466015336881161,327.01766459975,0.00257434683163385,0.00440787924519657,2020-12-19,1.01649170502729,1.01214480417565,1.02085014832958
18616.5,-0.00343257728135059,0.000507270600698584,327.01766459975,-0.00443050268768273,-0.00243465187501845,2020-12-20,0.983947376214782,0.979310679650439,0.98859764358169
18617.5,-0.00955846509363848,0.000532397357194232,327.01766459975,-0.0106058209787943,-0.00851110920848262,2020-12-21,0.955697909376631,0.950918972824978,0.960491690912001
18618.5,-0.014886550398446,0.00053920946484426,327.01766459975,-0.0159473073663479,-0.013825793430544,2020-12-22,0.93154056625382,0.926776784819229,0.936319482267047
18619.5,-0.0194168331957765,0.000527139438174916,327.01766459975,-0.0204538454675501,-0.0183798209240029,2020-12-23,0.911300879736846,0.90670655556798,0.915909592898384
18620.5,-0.023149313485628,0.000496924449240066,327.01766459975,-0.0241268854802229,-0.0221717414910331,2020-12-24,0.89483188026747,0.890549196268904,0.899127295501604
