"variant2","collection_date_num","prob","SE","df","asymp.LCL","asymp.UCL","collection_date","variant"
"C.37 (lambda)",18633.5,0.001,5.76064703740213e-13,NA,0.001,0.001,2021-01-06,"C.37 (lambda)"
"B.1.617.2 (delta)",18633.5,0.001,5.55651294486369e-05,NA,0.001,0.001,2021-01-06,"B.1.617.2 (delta)"
"other",18633.5,0.907986281090571,0.00596254490028063,NA,0.896299907829818,0.919672654351324,2021-01-06,"other"
"B.1.1.7 (alpha)",18634.5,0.0919260851213601,0.00584482777358843,NA,0.0804704331892874,0.103381737053433,2021-01-07,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18634.5,0.00491540343050247,0.00133433816228213,NA,0.00230014868923213,0.0075306581717728,2021-01-07,"B.1.351 (beta)"
"P.1 (gamma)",18634.5,0.001,1.65572103292517e-05,NA,0.001,0.001,2021-01-07,"P.1 (gamma)"
"C.37 (lambda)",18634.5,0.001,4.48731362744886e-13,NA,0.001,0.001,2021-01-07,"C.37 (lambda)"
"B.1.617.2 (delta)",18634.5,0.001,5.60083810472435e-05,NA,0.001,0.001,2021-01-07,"B.1.617.2 (delta)"
"other",18634.5,0.903136075626998,0.00601332744341967,NA,0.891350170410649,0.914921980843346,2021-01-07,"other"
"B.1.1.7 (alpha)",18635.5,0.0967851301646835,0.00589341544647453,NA,0.0852342481436614,0.108336012185706,2021-01-08,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18635.5,0.00516525436580173,0.00135343364069624,NA,0.00251257317457218,0.00781793555703129,2021-01-08,"B.1.351 (beta)"
"P.1 (gamma)",18635.5,0.001,1.87871202595097e-05,NA,0.001,0.001,2021-01-08,"P.1 (gamma)"
"C.37 (lambda)",18635.5,0.001,3.5151322808644e-13,NA,0.001,0.001,2021-01-08,"C.37 (lambda)"
"B.1.617.2 (delta)",18635.5,0.001,5.64498408070086e-05,NA,0.001,0.001,2021-01-08,"B.1.617.2 (delta)"
"other",18635.5,0.898025050019989,0.00605990199319644,NA,0.886147860363481,0.909902239676497,2021-01-08,"other"
"B.1.1.7 (alpha)",18636.5,0.101905658615831,0.00593802496369568,NA,0.0902673435476873,0.113543973683974,2021-01-09,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18636.5,0.00542741973886727,0.00137189312679348,NA,0.00273855861971401,0.00811628085802054,2021-01-09,"B.1.351 (beta)"
"P.1 (gamma)",18636.5,0.001,2.12921999070327e-05,NA,0.001,0.001,2021-01-09,"P.1 (gamma)"
"C.37 (lambda)",18636.5,0.001,2.76957114688326e-13,NA,0.001,0.001,2021-01-09,"C.37 (lambda)"
"B.1.617.2 (delta)",18636.5,0.001,5.68889732824115e-05,NA,0.001,0.001,2021-01-09,"B.1.617.2 (delta)"
"other",18636.5,0.892639932689329,0.00610222242599634,NA,0.880679796508724,0.904600068869935,2021-01-09,"other"
"B.1.1.7 (alpha)",18637.5,0.107300832477009,0.00597864822550368,NA,0.095582897278787,0.11901876767523,2021-01-10,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18637.5,0.00570240674655604,0.00138967350991023,NA,0.00297869671686263,0.00842611677624945,2021-01-10,"B.1.351 (beta)"
"P.1 (gamma)",18637.5,0.001,2.41017855841533e-05,NA,0.001,0.001,2021-01-10,"P.1 (gamma)"
"C.37 (lambda)",18637.5,0.001,2.19519766390875e-13,NA,0.001,0.001,2021-01-10,"C.37 (lambda)"
"B.1.617.2 (delta)",18637.5,0.001,5.73251710279276e-05,NA,0.001,0.001,2021-01-10,"B.1.617.2 (delta)"
"other",18637.5,0.886967011312424,0.00614029472908196,NA,0.874932254788963,0.899001767835886,2021-01-10,"other"
"B.1.1.7 (alpha)",18638.5,0.112984217072109,0.00601533213184652,NA,0.101194382738644,0.124774051405575,2021-01-11,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18638.5,0.00599072551491069,0.00140673534929899,NA,0.00323357489450529,0.00874787613531608,2021-01-11,"B.1.351 (beta)"
"P.1 (gamma)",18638.5,0.001,2.72474970516733e-05,NA,0.001,0.001,2021-01-11,"P.1 (gamma)"
"C.37 (lambda)",18638.5,0.001,1.75064771570214e-13,NA,0.001,0.001,2021-01-11,"C.37 (lambda)"
"B.1.617.2 (delta)",18638.5,0.001,5.77577522187722e-05,NA,0.001,0.001,2021-01-11,"B.1.617.2 (delta)"
"other",18638.5,0.880992161272612,0.00617418537849971,NA,0.868890980296879,0.893093342248345,2021-01-11,"other"
"B.1.1.7 (alpha)",18639.5,0.118969746215312,0.00604818655019438,NA,0.107115518405152,0.130823974025473,2021-01-12,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18639.5,0.00629288593106335,0.00142304398577506,NA,0.00350377097052791,0.00908200089159879,2021-01-12,"B.1.351 (beta)"
"P.1 (gamma)",18639.5,0.001,3.07632557199931e-05,NA,0.001,0.001,2021-01-12,"P.1 (gamma)"
"C.37 (lambda)",18639.5,0.001,1.40494976651542e-13,NA,0.001,0.001,2021-01-12,"C.37 (lambda)"
"B.1.617.2 (delta)",18639.5,0.001,5.81859587994041e-05,NA,0.001,0.001,2021-01-12,"B.1.617.2 (delta)"
"other",18639.5,0.874700882905231,0.00620402990695091,NA,0.862541207728598,0.886860558081865,2021-01-12,"other"
"B.1.1.7 (alpha)",18640.5,0.125271677870868,0.00607739221828765,NA,0.113360208003101,0.137183147738636,2021-01-13,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18640.5,0.00660939395035302,0.00143857078533247,NA,0.00378984702188988,0.00942894087881616,2021-01-13,"B.1.351 (beta)"
"P.1 (gamma)",18640.5,0.001,3.46852662663191e-05,NA,0.001,0.001,2021-01-13,"P.1 (gamma)"
"C.37 (lambda)",18640.5,0.001,1.13483236873707e-13,NA,0.001,0.001,2021-01-13,"C.37 (lambda)"
"B.1.617.2 (delta)",18640.5,0.001,5.86089552972351e-05,NA,0.001,0.001,2021-01-13,"B.1.617.2 (delta)"
"other",18640.5,0.868078348705373,0.00623004135480392,NA,0.855867692027762,0.880289005382983,2021-01-13,"other"
"B.1.1.7 (alpha)",18641.5,0.131904539121979,0.00610320821116977,NA,0.119942470837938,0.143866607406021,2021-01-14,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18641.5,0.00694074733190882,0.00145329451376508,NA,0.00409234242599961,0.00978915223781803,2021-01-14,"B.1.351 (beta)"
"P.1 (gamma)",18641.5,0.001,3.90519537597376e-05,NA,0.001,0.001,2021-01-14,"P.1 (gamma)"
"C.37 (lambda)",18641.5,0.001,9.22746856380725e-14,NA,0.001,0.001,2021-01-14,"C.37 (lambda)"
"B.1.617.2 (delta)",18641.5,0.001,5.90258284575259e-05,NA,0.001,0.001,2021-01-14,"B.1.617.2 (delta)"
"other",18641.5,0.861109461724358,0.00625251818561128,NA,0.848854751267878,0.873364172180838,2021-01-14,"other"
"B.1.1.7 (alpha)",18642.5,0.1388830592197,0.00612597848621061,NA,0.12687636201666,0.15088975642274,2021-01-15,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18642.5,0.00728743075715128,0.00146720283578897,NA,0.00441176604098987,0.0101630954733127,2021-01-15,"B.1.351 (beta)"
"P.1 (gamma)",18642.5,0.001,4.39038476745671e-05,NA,0.001,0.001,2021-01-15,"P.1 (gamma)"
"C.37 (lambda)",18642.5,0.001,7.55411337300717e-14,NA,0.001,0.001,2021-01-15,"C.37 (lambda)"
"B.1.617.2 (delta)",18642.5,0.001,5.94355878743692e-05,NA,0.001,0.001,2021-01-15,"B.1.617.2 (delta)"
"other",18642.5,0.853778926429142,0.00627185111752682,NA,0.841486324122392,0.866071528735892,2021-01-15,"other"
"B.1.1.7 (alpha)",18643.5,0.146222089456834,0.00614613689149656,NA,0.134175882505448,0.15826829640822,2021-01-16,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18643.5,0.00764991028839944,0.00148029392476842,NA,0.00474858750931989,0.010551233067479,2021-01-16,"B.1.351 (beta)"
"P.1 (gamma)",18643.5,0.001,4.92834035703324e-05,NA,0.001,0.001,2021-01-16,"P.1 (gamma)"
"C.37 (lambda)",18643.5,0.001,6.22735549707383e-14,NA,0.001,0.001,2021-01-16,"C.37 (lambda)"
"B.1.617.2 (delta)",18643.5,0.001,5.9837167811356e-05,NA,0.001,0.001,2021-01-16,"B.1.617.2 (delta)"
"other",18643.5,0.846071333323763,0.00628852817815371,NA,0.833746044578817,0.85839662206871,2021-01-16,"other"
"B.1.1.7 (alpha)",18644.5,0.15393650861385,0.00616420988950931,NA,0.141854879237266,0.166018137990434,2021-01-17,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18644.5,0.00802862712938418,0.00149257815955004,NA,0.00510322769255503,0.0109540265662133,2021-01-17,"B.1.351 (beta)"
"P.1 (gamma)",18644.5,0.001,5.52347527844042e-05,NA,0.001,0.001,2021-01-17,"P.1 (gamma)"
"C.37 (lambda)",18644.5,0.001,5.17024662098416e-14,NA,0.001,0.001,2021-01-17,"C.37 (lambda)"
"B.1.617.2 (delta)",18644.5,0.001,6.02294304231888e-05,NA,0.001,0.001,2021-01-17,"B.1.617.2 (delta)"
"other",18644.5,0.837971258627517,0.00630313714158411,NA,0.825617336840395,0.850325180414638,2021-01-17,"other"
"B.1.1.7 (alpha)",18645.5,0.162041112761721,0.0061808161224082,NA,0.149926935766736,0.174155289756705,2021-01-18,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18645.5,0.00842399065633517,0.00150407987277699,NA,0.00547604827582067,0.0113719330368497,2021-01-18,"B.1.351 (beta)"
"P.1 (gamma)",18645.5,0.001,6.18033702933121e-05,NA,0.001,0.001,2021-01-18,"P.1 (gamma)"
"C.37 (lambda)",18645.5,0.001,4.32387891230276e-14,NA,0.001,0.001,2021-01-18,"C.37 (lambda)"
"B.1.617.2 (delta)",18645.5,0.001,6.06111706050319e-05,NA,0.001,0.001,2021-01-18,"B.1.617.2 (delta)"
"other",18645.5,0.829463380262462,0.0063163643681213,NA,0.817083533587712,0.841843226937212,2021-01-18,"other"
"B.1.1.7 (alpha)",18646.5,0.170550488289316,0.00619666184715431,NA,0.15840525424452,0.182695722334112,2021-01-19,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18646.5,0.00883637069781981,0.00151483910012445,NA,0.00586734061920282,0.0118054007764368,2021-01-19,"B.1.351 (beta)"
"P.1 (gamma)",18646.5,0.001,6.90356510357047e-05,NA,0.001,0.001,2021-01-19,"P.1 (gamma)"
"C.37 (lambda)",18646.5,0.001,3.64297908621773e-14,NA,0.001,0.001,2021-01-19,"C.37 (lambda)"
"B.1.617.2 (delta)",18646.5,0.001,6.09811227084792e-05,NA,0.001,0.001,2021-01-19,"B.1.617.2 (delta)"
"other",18646.5,0.820532611313947,0.00632898896270335,NA,0.808128020888497,0.832937201739397,2021-01-19,"other"
"B.1.1.7 (alpha)",18647.5,0.179478867160003,0.0062125312251791,NA,0.167302529705821,0.191655204614184,2021-01-20,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18647.5,0.00926608905407321,0.00152491326205292,NA,0.006277313980902,0.0122548641272444,2021-01-20,"B.1.351 (beta)"
"P.1 (gamma)",18647.5,0.001,7.69783855501478e-05,NA,0.001,0.001,2021-01-20,"P.1 (gamma)"
"C.37 (lambda)",18647.5,0.001,3.09261562710929e-14,NA,0.001,0.001,2021-01-20,"C.37 (lambda)"
"B.1.617.2 (delta)",18647.5,0.001,6.13379693699908e-05,NA,0.001,0.001,2021-01-20,"B.1.617.2 (delta)"
"other",18647.5,0.811164251982085,0.00634187112918451,NA,0.798734412974289,0.823594090989881,2021-01-20,"other"
"B.1.1.7 (alpha)",18648.5,0.1888399636037,0.00622927049581193,NA,0.176630817781951,0.20104910942545,2021-01-21,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18648.5,0.00971341026254022,0.00153437868906419,NA,0.00670608329332863,0.0127207372317518,2021-01-21,"B.1.351 (beta)"
"P.1 (gamma)",18648.5,0.001,8.56781268704215e-05,NA,0.001,0.001,2021-01-21,"P.1 (gamma)"
"C.37 (lambda)",18648.5,0.001,2.64573009167486e-14,NA,0.001,0.001,2021-01-21,"C.37 (lambda)"
"B.1.617.2 (delta)",18648.5,0.001,6.16803526975014e-05,NA,0.001,0.001,2021-01-21,"B.1.617.2 (delta)"
"other",18648.5,0.80134416082911,0.00635593366348125,NA,0.788886759760561,0.813801561897659,2021-01-21,"other"
"B.1.1.7 (alpha)",18649.5,0.198646791727006,0.00624776523204915,NA,0.186401396888328,0.210892186565683,2021-01-22,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18649.5,0.0101785316361056,0.00154333187862393,NA,0.00715365673781019,0.0132034065344011,2021-01-22,"B.1.351 (beta)"
"P.1 (gamma)",18649.5,0.001,9.51804423523714e-05,NA,0.001,0.001,2021-01-22,"P.1 (gamma)"
"C.37 (lambda)",18649.5,0.001,2.28128026547501e-14,NA,0.001,0.001,2021-01-22,"C.37 (lambda)"
"B.1.617.2 (delta)",18649.5,0.001,6.2006888051342e-05,NA,0.001,0.001,2021-01-22,"B.1.617.2 (delta)"
"other",18649.5,0.791058945836553,0.00637213574139029,NA,0.778569789278828,0.803548102394279,2021-01-22,"other"
"B.1.1.7 (alpha)",18650.5,0.20891146388492,0.00626891020514954,NA,0.196624625660511,0.221198302109329,2021-01-23,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18650.5,0.0106615726242663,0.00155189034804175,NA,0.00761992343414911,0.0137032218143834,2021-01-23,"B.1.351 (beta)"
"P.1 (gamma)",18650.5,0.001,0.000105529046593863,NA,0.001,0.001,2021-01-23,"P.1 (gamma)"
"C.37 (lambda)",18650.5,0.001,1.98283896277352e-14,NA,0.001,0.001,2021-01-23,"C.37 (lambda)"
"B.1.617.2 (delta)",18650.5,0.001,6.23161806339463e-05,NA,0.001,0.001,2021-01-23,"B.1.617.2 (delta)"
"other",18650.5,0.780296175407256,0.00639143855386875,NA,0.767769186032272,0.792823164782239,2021-01-23,"other"
"B.1.1.7 (alpha)",18651.5,0.219644970111843,0.00629357189166014,NA,0.207309795870075,0.23198014435361,2021-01-24,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18651.5,0.0111625635754497,0.00156019292463034,NA,0.00810464163424,0.0142204855166594,2021-01-24,"B.1.351 (beta)"
"P.1 (gamma)",18651.5,0.001,0.000116764814961735,NA,0.001,0.001,2021-01-24,"P.1 (gamma)"
"C.37 (lambda)",18651.5,0.001,1.73753318877034e-14,NA,0.001,0.001,2021-01-24,"C.37 (lambda)"
"B.1.617.2 (delta)",18651.5,0.001,6.26068450661293e-05,NA,0.001,0.001,2021-01-24,"B.1.617.2 (delta)"
"other",18651.5,0.769044608971529,0.00641476294380931,NA,0.756471904632301,0.781617313310758,2021-01-24,"other"
"B.1.1.7 (alpha)",18652.5,0.230856939463244,0.00632254433823009,NA,0.218464980269655,0.243248898656832,2021-01-25,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18652.5,0.0116814340107745,0.00156839929534086,NA,0.00860742787852838,0.0147554401430206,2021-01-25,"B.1.351 (beta)"
"P.1 (gamma)",18652.5,0.001,0.000128924681550526,NA,0.001,0.001,2021-01-25,"P.1 (gamma)"
"C.37 (lambda)",18652.5,0.001,1.53523836023317e-14,NA,0.001,0.001,2021-01-25,"C.37 (lambda)"
"B.1.617.2 (delta)",18652.5,0.001,6.28775280728817e-05,NA,0.001,0.001,2021-01-25,"B.1.617.2 (delta)"
"other",18652.5,0.757294446277651,0.00644293999210133,NA,0.744666515938579,0.769922376616722,2021-01-25,"other"
"B.1.1.7 (alpha)",18653.5,0.242555384776111,0.00635649991437551,NA,0.230096873876203,0.255013895676019,2021-01-26,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18653.5,0.0122180005555272,0.00157668862681179,NA,0.00912774763214215,0.0153082534789122,2021-01-26,"B.1.351 (beta)"
"P.1 (gamma)",18653.5,0.001,0.000142040430733598,NA,0.001,0.001,2021-01-26,"P.1 (gamma)"
"C.37 (lambda)",18653.5,0.001,1.36796429119937e-14,NA,0.001,0.001,2021-01-26,"C.37 (lambda)"
"B.1.617.2 (delta)",18653.5,0.001,6.31269343254303e-05,NA,0.001,0.001,2021-01-26,"B.1.617.2 (delta)"
"other",18653.5,0.745037593761289,0.00647665643028895,NA,0.732343580417683,0.757731607104895,2021-01-26,"other"
"B.1.1.7 (alpha)",18654.5,0.254746433114572,0.0063959373461968,NA,0.242210626268651,0.267282239960492,2021-01-27,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18654.5,0.0127719547139641,0.00158525706839317,NA,0.00966490795367599,0.0158790014742523,2021-01-27,"B.1.351 (beta)"
"P.1 (gamma)",18654.5,0.001,0.000156137397852595,NA,0.001,0.001,2021-01-27,"P.1 (gamma)"
"C.37 (lambda)",18654.5,0.001,1.22938585445877e-14,NA,0.001,0.001,2021-01-27,"C.37 (lambda)"
"B.1.617.2 (delta)",18654.5,0.001,6.33538553857473e-05,NA,0.001,0.001,2021-01-27,"B.1.617.2 (delta)"
"other",18654.5,0.732267945597853,0.00651639771500655,NA,0.719496040767501,0.745039850428205,2021-01-27,"other"
"B.1.1.7 (alpha)",18655.5,0.267434045019804,0.00644113021075902,NA,0.254809661786983,0.280058428252624,2021-01-28,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18655.5,0.0133428507148593,0.00159431397084987,NA,0.0102180527519446,0.0164676486777741,2021-01-28,"B.1.351 (beta)"
"P.1 (gamma)",18655.5,0.001,0.000171233101991119,NA,0.001,0.001,2021-01-28,"P.1 (gamma)"
"C.37 (lambda)",18655.5,0.001,1.11448319195641e-14,NA,0.001,0.001,2021-01-28,"C.37 (lambda)"
"B.1.617.2 (delta)",18655.5,0.001,6.35572015721246e-05,NA,0.001,0.001,2021-01-28,"B.1.617.2 (delta)"
"other",18655.5,0.718981676153982,0.00656239243582732,NA,0.706119623327342,0.731843728980621,2021-01-28,"other"
"B.1.1.7 (alpha)",18656.5,0.280619726616082,0.00649207963675792,NA,0.26789548434327,0.293343968888893,2021-01-29,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18656.5,0.0139300936982506,0.00160407669755959,NA,0.0107861611425938,0.0170740262539073,2021-01-29,"B.1.351 (beta)"
"P.1 (gamma)",18656.5,0.001,0.000187335842080277,NA,0.001,0.001,2021-01-29,"P.1 (gamma)"
"C.37 (lambda)",18656.5,0.001,1.01926520462425e-14,NA,0.001,0.001,2021-01-29,"C.37 (lambda)"
"B.1.617.2 (delta)",18656.5,0.001,6.37360364080751e-05,NA,0.001,0.001,2021-01-29,"B.1.617.2 (delta)"
"other",18656.5,0.705177539584686,0.00661456227688254,NA,0.692213235748499,0.718141843420873,2021-01-29,"other"
"B.1.1.7 (alpha)",18657.5,0.29430223961426,0.00654847516881721,NA,0.281467464129724,0.307137015098797,2021-01-30,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18657.5,0.0145329285563846,0.00161476397711551,NA,0.0113680493177055,0.0176978077950637,2021-01-30,"B.1.351 (beta)"
"P.1 (gamma)",18657.5,0.001,0.00020444329657628,NA,0.001,0.001,2021-01-30,"P.1 (gamma)"
"C.37 (lambda)",18657.5,0.001,9.40556631791943e-15,NA,0.001,0.001,2021-01-30,"C.37 (lambda)"
"B.1.617.2 (delta)",18657.5,0.001,6.3889613131119e-05,NA,0.001,0.001,2021-01-30,"B.1.617.2 (delta)"
"other",18657.5,0.690857171295542,0.00667248187083897,NA,0.677779347141201,0.703934995449882,2021-01-30,"other"
"B.1.1.7 (alpha)",18658.5,0.308477315267488,0.00660966752531111,NA,0.295522604968095,0.321432025566882,2021-01-31,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18658.5,0.0151504297818128,0.00162658784726341,NA,0.011962376183486,0.0183384833801396,2021-01-31,"B.1.351 (beta)"
"P.1 (gamma)",18658.5,0.001,0.000222541176306069,NA,0.001,0.001,2021-01-31,"P.1 (gamma)"
"C.37 (lambda)",18658.5,0.001,8.75833936061551e-15,NA,0.001,0.001,2021-01-31,"C.37 (lambda)"
"B.1.617.2 (delta)",18658.5,0.001,6.40174125242583e-05,NA,0.001,0.001,2021-01-31,"B.1.617.2 (delta)"
"other",18658.5,0.676025384939054,0.00673535249559237,NA,0.662824336624511,0.689226433253597,2021-01-31,"other"
"B.1.1.7 (alpha)",18659.5,0.323137379328264,0.00667465630600818,NA,0.310055293359305,0.336219465297223,2021-02-01,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18659.5,0.0157814927103678,0.0016397443662004,NA,0.0125676528087626,0.0189953326119731,2021-02-01,"B.1.351 (beta)"
"P.1 (gamma)",18659.5,0.001,0.00024160198933505,NA,0.001,0.001,2021-02-01,"P.1 (gamma)"
"C.37 (lambda)",18659.5,0.001,8.23098883417744e-15,NA,0.001,0.001,2021-02-01,"C.37 (lambda)"
"B.1.617.2 (delta)",18659.5,0.001,6.41191810948191e-05,NA,0.001,0.001,2021-02-01,"B.1.617.2 (delta)"
"other",18659.5,0.660690457586111,0.00680199269014735,NA,0.647358796890317,0.674022118281904,2021-02-01,"other"
"B.1.1.7 (alpha)",18660.5,0.338271295977721,0.00674209466632248,NA,0.325057033251369,0.351485558704072,2021-02-02,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18660.5,0.0164248265734548,0.00165440340855518,NA,0.0131822554767863,0.0196673976701232,2021-02-02,"B.1.351 (beta)"
"P.1 (gamma)",18660.5,0.001,0.000261583985267282,NA,0.001,0.001,2021-02-02,"P.1 (gamma)"
"C.37 (lambda)",18660.5,0.001,7.80781475276937e-15,NA,0.001,0.001,2021-02-02,"C.37 (lambda)"
"B.1.617.2 (delta)",18660.5,0.001,6.41949683697372e-05,NA,0.001,0.001,2021-02-02,"B.1.617.2 (delta)"
"other",18660.5,0.644864394762896,0.00687084762656452,NA,0.631397780871567,0.658331008654225,2021-02-02,"other"
"B.1.1.7 (alpha)",18661.5,0.353864139484817,0.00681031171974758,NA,0.34051617379062,0.367212105179013,2021-02-03,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18661.5,0.0170789497895428,0.00167069800381639,NA,0.0138044418730198,0.0203534577060659,2021-02-03,"B.1.351 (beta)"
"P.1 (gamma)",18661.5,0.001,0.000282430353492649,NA,0.001,0.00101493542527802,2021-02-03,"P.1 (gamma)"
"C.37 (lambda)",18661.5,0.001,7.47665989187815e-15,NA,0.001,0.001,2021-02-03,"C.37 (lambda)"
"B.1.617.2 (delta)",18661.5,0.001,6.42451618138716e-05,NA,0.001,0.001,2021-02-03,"B.1.617.2 (delta)"
"other",18661.5,0.628563166235874,0.00694001765947908,NA,0.614960981571223,0.642165350900525,2021-02-03,"other"
"B.1.1.7 (alpha)",18662.5,0.369897002935044,0.00687735214040001,NA,0.356417640430861,0.383376365439228,2021-02-04,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18662.5,0.0177421879256786,0.00168871379401604,NA,0.0144323697092112,0.0210520061421461,2021-02-04,"B.1.351 (beta)"
"P.1 (gamma)",18662.5,0.001,0.000304068754660783,NA,0.001,0.00111632527238971,2021-02-04,"P.1 (gamma)"
"C.37 (lambda)",18662.5,0.001,7.2283549669792e-15,NA,0.001,0.001,2021-02-04,"C.37 (lambda)"
"B.1.617.2 (delta)",18662.5,0.001,6.42705176235701e-05,NA,0.001,0.001,2021-02-04,"B.1.617.2 (delta)"
"other",18662.5,0.611806902834965,0.00700730509229788,NA,0.598072837225377,0.625540968444553,2021-02-04,"other"
"B.1.1.7 (alpha)",18663.5,0.3863468536721,0.00694103127968067,NA,0.37274268234836,0.399951024995841,2021-02-05,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18663.5,0.0184126747431558,0.00170847926356932,NA,0.0150641169182265,0.0217612325680852,2021-02-05,"B.1.351 (beta)"
"P.1 (gamma)",18663.5,0.001,0.000326411266089221,NA,0.001,0.00122542356374237,2021-02-05,"P.1 (gamma)"
"C.37 (lambda)",18663.5,0.001,7.05631485180351e-15,NA,0.001,0.001,2021-02-05,"C.37 (lambda)"
"B.1.617.2 (delta)",18663.5,0.001,6.42721854212199e-05,NA,0.001,0.001,2021-02-05,"B.1.617.2 (delta)"
"other",18663.5,0.594620044303835,0.00707027702383171,NA,0.580762555976404,0.608477532631266,2021-02-05,"other"
"B.1.1.7 (alpha)",18664.5,0.403186445049133,0.00699900319930257,NA,0.389468650850819,0.416904239247447,2021-02-06,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18664.5,0.0190883567044383,0.00172995740972491,NA,0.0156977024865893,0.0224790109222873,2021-02-06,"B.1.351 (beta)"
"P.1 (gamma)",18664.5,0.001,0.000349354818833341,NA,0.001,0.00134249208900748,2021-02-06,"P.1 (gamma)"
"C.37 (lambda)",18664.5,0.001,6.95626218697318e-15,NA,0.001,0.001,2021-02-06,"C.37 (lambda)"
"B.1.617.2 (delta)",18664.5,0.001,6.42517247023807e-05,NA,0.001,0.001,2021-02-06,"B.1.617.2 (delta)"
"other",18664.5,0.577031428231394,0.00712634127383418,NA,0.563064055993138,0.59099880046965,2021-02-06,"other"
"B.1.1.7 (alpha)",18665.5,0.420384293622994,0.00704883840449302,NA,0.406568824217345,0.434199763028643,2021-02-07,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18665.5,0.0197670012590815,0.00175303946839564,NA,0.0163311070375488,0.0232028954806142,2021-02-07,"B.1.351 (beta)"
"P.1 (gamma)",18665.5,0.001,0.000372782195679898,NA,0.001,0.00146776250223137,2021-02-07,"P.1 (gamma)"
"C.37 (lambda)",18665.5,0.001,6.92606313468584e-15,NA,0.001,0.001,2021-02-07,"C.37 (lambda)"
"B.1.617.2 (delta)",18665.5,0.001,6.42111107939774e-05,NA,0.001,0.001,2021-02-07,"B.1.617.2 (delta)"
"other",18665.5,0.559074310617701,0.00717283185375949,NA,0.54501581851717,0.573132802718231,2021-02-07,"other"
"B.1.1.7 (alpha)",18666.5,0.437904729993526,0.00708810772292116,NA,0.424012294138061,0.451797165848992,2021-02-08,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18666.5,0.0204462091437855,0.00177754119070757,NA,0.0169622924289622,0.0239301258586088,2021-02-08,"B.1.351 (beta)"
"P.1 (gamma)",18666.5,0.001,0.000396563644368787,NA,0.001,0.00160143259668707,2021-02-08,"P.1 (gamma)"
"C.37 (lambda)",18666.5,0.001,6.96566744924881e-15,NA,0.001,0.001,2021-02-08,"C.37 (lambda)"
"B.1.617.2 (delta)",18666.5,0.001,6.41527281015397e-05,NA,0.001,0.001,2021-02-08,"B.1.617.2 (delta)"
"other",18666.5,0.540786309613838,0.00720710020956544,NA,0.526660652770119,0.554911966457558,2021-02-08,"other"
"B.1.1.7 (alpha)",18667.5,0.455708030058948,0.00711446866562491,NA,0.441763927705184,0.469652132412712,2021-02-09,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18667.5,0.0211234308262835,0.00180320199627186,NA,0.01758921985674,0.0246576417958271,2021-02-09,"B.1.351 (beta)"
