"variant2","collection_date_num","prob","SE","df","asymp.LCL","asymp.UCL","collection_date","variant"
"B.1.351 (beta)",18737.5,0.0113488791972284,0.00102115477438577,NA,0.00934745261679121,0.0133503057776657,2021-04-20,"B.1.351 (beta)"
"P.1 (gamma)",18737.5,0.0169809202983204,0.00119222734121476,NA,0.0146441976481555,0.0193176429484853,2021-04-20,"P.1 (gamma)"
"C.37 (lambda)",18737.5,0.001,9.54752815803208e-08,NA,0.001,0.001,2021-04-20,"C.37 (lambda)"
"B.1.617.2 (delta)",18737.5,0.001,0.000149186284905773,NA,0.001,0.001,2021-04-20,"B.1.617.2 (delta)"
"other",18737.5,0.00763971289580168,0.000560411530615754,NA,0.00654132647927383,0.00873809931232952,2021-04-20,"other"
"B.1.1.7 (alpha)",18738.5,0.964091248344589,0.00164808296370013,NA,0.960861065092202,0.967321431596975,2021-04-21,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18738.5,0.0109454628267712,0.000994997318310712,NA,0.0089953039181683,0.0128956217353742,2021-04-21,"B.1.351 (beta)"
"P.1 (gamma)",18738.5,0.0170795839327562,0.00120430769027653,NA,0.0147191842335096,0.0194399836320028,2021-04-21,"P.1 (gamma)"
"C.37 (lambda)",18738.5,0.001,1.26301768658463e-07,NA,0.001,0.001,2021-04-21,"C.37 (lambda)"
"B.1.617.2 (delta)",18738.5,0.001,0.000153671443194203,NA,0.001,0.001,2021-04-21,"B.1.617.2 (delta)"
"other",18738.5,0.00739586237284172,0.00054751391208602,NA,0.00632275482411849,0.00846896992156495,2021-04-21,"other"
"B.1.1.7 (alpha)",18739.5,0.964580317335127,0.0016390387588737,NA,0.961367860398469,0.967792774271784,2021-04-22,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18739.5,0.0105495457627512,0.000968822645338116,NA,0.0086506882704817,0.0124484032550208,2021-04-22,"B.1.351 (beta)"
"P.1 (gamma)",18739.5,0.0171721448529002,0.00121755990563664,NA,0.0147857712888324,0.019558518416968,2021-04-22,"P.1 (gamma)"
"C.37 (lambda)",18739.5,0.001,1.66404371985413e-07,NA,0.001,0.001,2021-04-22,"C.37 (lambda)"
"B.1.617.2 (delta)",18739.5,0.001,0.000158405615878498,NA,0.001,0.001,2021-04-22,"B.1.617.2 (delta)"
"other",18739.5,0.00717424148075295,0.000535589968213152,NA,0.00612450443257422,0.00822397852893168,2021-04-22,"other"
"B.1.1.7 (alpha)",18740.5,0.965043095044689,0.00163160384644692,NA,0.961845210268616,0.968240979820762,2021-04-23,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18740.5,0.0101613088212656,0.000942772934810232,NA,0.00831350782343846,0.0120091098190928,2021-04-23,"B.1.351 (beta)"
"P.1 (gamma)",18740.5,0.0172587697066834,0.0012317458091731,NA,0.014844592282596,0.0196729471307708,2021-04-23,"P.1 (gamma)"
"C.37 (lambda)",18740.5,0.001,2.18302164208461e-07,NA,0.001,0.001,2021-04-23,"C.37 (lambda)"
"B.1.617.2 (delta)",18740.5,0.001,0.000163413181821959,NA,0.001,0.001,2021-04-23,"B.1.617.2 (delta)"
"other",18740.5,0.00697358960753952,0.000524609045727813,NA,0.00594537477194908,0.00800180444312996,2021-04-23,"other"
"B.1.1.7 (alpha)",18741.5,0.965479949363644,0.00162568299605755,NA,0.962293669241092,0.968666229486196,2021-04-24,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18741.5,0.00978091550892087,0.000916989891695926,NA,0.00798364834700957,0.0115781826708322,2021-04-24,"B.1.351 (beta)"
"P.1 (gamma)",18741.5,0.0173396336895365,0.00124660088531349,NA,0.0148963408512263,0.0197829265278467,2021-04-24,"P.1 (gamma)"
"C.37 (lambda)",18741.5,0.001,2.85096495291893e-07,NA,0.001,0.001,2021-04-24,"C.37 (lambda)"
"B.1.617.2 (delta)",18741.5,0.001,0.000168722722375095,NA,0.001,0.001,2021-04-24,"B.1.617.2 (delta)"
"other",18741.5,0.00679278335848698,0.000514543246009737,NA,0.00578429712781956,0.00780126958915439,2021-04-24,"other"
"B.1.1.7 (alpha)",18742.5,0.965891073264682,0.00162114489512669,NA,0.962713687656513,0.969068458872851,2021-04-25,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18742.5,0.00940851230144845,0.000891612884843237,NA,0.00766098315900385,0.0111560414438931,2021-04-25,"B.1.351 (beta)"
"P.1 (gamma)",18742.5,0.0174149197565178,0.00126184108380913,NA,0.0149417566780389,0.0198880828349967,2021-04-25,"P.1 (gamma)"
"C.37 (lambda)",18742.5,0.001,3.70570145800396e-07,NA,0.001,0.001,2021-04-25,"C.37 (lambda)"
"B.1.617.2 (delta)",18742.5,0.001,0.000174367871381437,NA,0.001,0.001,2021-04-25,"B.1.617.2 (delta)"
"other",18742.5,0.00663082861380686,0.000505367467903632,NA,0.00564032657775753,0.00762133064985618,2021-04-25,"other"
"B.1.1.7 (alpha)",18743.5,0.966276484212476,0.00161782542276435,NA,0.963105604650584,0.969447363774367,2021-04-26,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18743.5,0.00904422891993338,0.000866776983732636,NA,0.00734537724918916,0.0107430805906776,2021-04-26,"B.1.351 (beta)"
"P.1 (gamma)",18743.5,0.0174848178159582,0.00127716940882095,NA,0.0149816117725128,0.0199880238594035,2021-04-26,"P.1 (gamma)"
"C.37 (lambda)",18743.5,0.001,4.79291731507575e-07,NA,0.001,0.001,2021-04-26,"C.37 (lambda)"
"B.1.617.2 (delta)",18743.5,0.001,0.000180388324333646,NA,0.001,0.00106113943087417,2021-04-26,"B.1.617.2 (delta)"
"other",18743.5,0.00648685365990489,0.000497059459067311,NA,0.005512635021958,0.00746107229785178,2021-04-26,"other"
"B.1.1.7 (alpha)",18744.5,0.966636021289696,0.00161553211180762,NA,0.963469636534685,0.969802406044707,2021-04-27,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18744.5,0.00868817860831809,0.000842610899320709,NA,0.00703669159266859,0.0103396656239676,2021-04-27,"B.1.351 (beta)"
"P.1 (gamma)",18744.5,0.0175495239035681,0.00129228208805617,NA,0.0150166975531118,0.0200823502540244,2021-04-27,"P.1 (gamma)"
"C.37 (lambda)",18744.5,0.001,6.16721629566524e-07,NA,0.001,0.001,2021-04-27,"C.37 (lambda)"
"B.1.617.2 (delta)",18744.5,0.001,0.000186831029911736,NA,0.001,0.0011323137159132,2021-04-27,"B.1.617.2 (delta)"
"other",18744.5,0.0063601033613501,0.000489599878551605,NA,0.00540050523255377,0.00731970149014644,2021-04-27,"other"
"B.1.1.7 (alpha)",18745.5,0.966969339848988,0.00161404961398886,NA,0.963805860736309,0.970132818961667,2021-04-28,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18745.5,0.0083404584153853,0.000819234846745879,NA,0.00673478762088319,0.00994612920988741,2021-04-28,"B.1.351 (beta)"
"P.1 (gamma)",18745.5,0.0176092393351089,0.00130687420769316,NA,0.015047812955706,0.0201706657145118,2021-04-28,"P.1 (gamma)"
"C.37 (lambda)",18745.5,0.001,7.89314378797835e-07,NA,0.001,0.001,2021-04-28,"C.37 (lambda)"
"B.1.617.2 (delta)",18745.5,0.001,0.000193751588709999,NA,0.001,0.00121071889522259,2021-04-28,"B.1.617.2 (delta)"
"other",18745.5,0.00624993434970047,0.000482972373708781,NA,0.00530332589170344,0.0071965428076975,2021-04-28,"other"
"B.1.1.7 (alpha)",18746.5,0.967275903454288,0.00161314597167538,NA,0.964114195447998,0.970437611460577,2021-04-29,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18746.5,0.00800114948397937,0.000796758363242325,NA,0.00643953178764333,0.00956276718031541,2021-04-29,"B.1.351 (beta)"
"P.1 (gamma)",18746.5,0.0176641698347574,0.00132064478115328,NA,0.0150757536273262,0.0202525860421887,2021-04-29,"P.1 (gamma)"
"C.37 (lambda)",18746.5,0.001,1.0046112017153e-06,NA,0.001,0.001,2021-04-29,"C.37 (lambda)"
"B.1.617.2 (delta)",18746.5,0.001,0.000201215885484996,NA,0.001,0.00129726806386928,2021-04-29,"B.1.617.2 (delta)"
"other",18746.5,0.00615581121503262,0.0004771636750092,NA,0.00522058759728381,0.00709103483278143,2021-04-29,"other"
"B.1.1.7 (alpha)",18747.5,0.967555067102091,0.00161259612218728,NA,0.964394436780995,0.970715697423187,2021-04-30,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18747.5,0.00767033754452359,0.000775283878330696,NA,0.00615080906520089,0.00918986602384628,2021-04-30,"B.1.351 (beta)"
"P.1 (gamma)",18747.5,0.0177144917442977,0.00133332032429305,NA,0.015101231928828,0.0203277515597673,2021-04-30,"P.1 (gamma)"
"C.37 (lambda)",18747.5,0.001,1.27136062259954e-06,NA,0.001,0.001,2021-04-30,"C.37 (lambda)"
"B.1.617.2 (delta)",18747.5,0.001,0.000209296330582321,NA,0.001,0.00139298971137464,2021-04-30,"B.1.617.2 (delta)"
"other",18747.5,0.00607722904218932,0.000472160765324458,NA,0.00515181094724051,0.00700264713713812,2021-04-30,"other"
"B.1.1.7 (alpha)",18748.5,0.967806351690694,0.00161224227190139,NA,0.964646414903415,0.970966288477974,2021-05-01,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18748.5,0.00734816706665524,0.000754916086116874,NA,0.00586855872651623,0.00882777540679425,2021-05-01,"B.1.351 (beta)"
"P.1 (gamma)",18748.5,0.0177602518427763,0.0013447230762905,NA,0.015124643044067,0.0203958606414855,2021-05-01,"P.1 (gamma)"
"C.37 (lambda)",18748.5,0.001,1.59979016472335e-06,NA,0.001,0.001,2021-05-01,"C.37 (lambda)"
"B.1.617.2 (delta)",18748.5,0.0010716057041695,0.000218054203054749,NA,0.001,0.00149898408883439,2021-05-01,"B.1.617.2 (delta)"
"other",18748.5,0.00601349391935428,0.000467942258856731,NA,0.00509634394515077,0.00693064389355779,2021-05-01,"other"
"B.1.1.7 (alpha)",18749.5,0.968029159300443,0.00161195543422096,NA,0.964869784704686,0.971188533896199,2021-05-02,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18749.5,0.00703476984399666,0.000735733449373419,NA,0.00559275878100334,0.00847678090698999,2021-05-02,"B.1.351 (beta)"
"P.1 (gamma)",18749.5,0.0178014643666208,0.00135472706316289,NA,0.0151462481139399,0.0204566806193018,2021-05-02,"P.1 (gamma)"
"C.37 (lambda)",18749.5,0.001,2.00169025093987e-06,NA,0.001,0.001,2021-05-02,"C.37 (lambda)"
"B.1.617.2 (delta)",18749.5,0.00117048338194297,0.000227553326989583,NA,0.001,0.00161647970740481,2021-05-02,"B.1.617.2 (delta)"
"other",18749.5,0.00596395228544244,0.000464487445422702,NA,0.00505357362114293,0.00687433094974195,2021-05-02,"other"
"B.1.1.7 (alpha)",18750.5,0.968222670378118,0.001611623337057,NA,0.965063946680842,0.971381394075394,2021-05-03,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18750.5,0.00673024481463053,0.00071778124647603,NA,0.00532341942275925,0.00813707020650182,2021-05-03,"B.1.351 (beta)"
"P.1 (gamma)",18750.5,0.0178381434161133,0.00136323852693937,NA,0.0151662450009747,0.0205100418312519,2021-05-03,"P.1 (gamma)"
"C.37 (lambda)",18750.5,0.001,2.49049441914436e-06,NA,0.001,0.001,2021-05-03,"C.37 (lambda)"
"B.1.617.2 (delta)",18750.5,0.00128066006685169,0.000237866187204949,NA,0.001,0.00174686922691325,2021-05-03,"B.1.617.2 (delta)"
"other",18750.5,0.00592805752776477,0.00046177922578098,NA,0.00502298687642526,0.00683312817910428,2021-05-03,"other"
"B.1.1.7 (alpha)",18751.5,0.968385830288302,0.00161115380487841,NA,0.965228026857186,0.971543633719419,2021-05-04,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18751.5,0.00643465984489642,0.000701072742292506,NA,0.00506058251946038,0.00780873717033246,2021-05-04,"B.1.351 (beta)"
"P.1 (gamma)",18751.5,0.0178703025835848,0.00137019356603613,NA,0.0151847725423055,0.0205558326248641,2021-05-04,"P.1 (gamma)"
"C.37 (lambda)",18751.5,0.001,3.08136785510155e-06,NA,0.001,0.001,2021-05-04,"C.37 (lambda)"
"B.1.617.2 (delta)",18751.5,0.00140355417771235,0.000249075201221048,NA,0.001,0.00189173260154767,2021-05-04,"B.1.617.2 (delta)"
"other",18751.5,0.00590536125712982,0.00045980408894555,NA,0.00500416180285229,0.00680656071140735,2021-05-04,"other"
"B.1.1.7 (alpha)",18752.5,0.968517331635599,0.00161047801022848,NA,0.965360852737657,0.971673810533541,2021-05-05,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18752.5,0.00614805351724896,0.000685591233122662,NA,0.00480431939221213,0.00749178764228578,2021-05-05,"B.1.351 (beta)"
"P.1 (gamma)",18752.5,0.0178979545102103,0.0013755560596564,NA,0.015201914174568,0.0205939948458527,2021-05-05,"P.1 (gamma)"
"C.37 (lambda)",18752.5,0.001,3.79126686497491e-06,NA,0.001,0.001,2021-05-05,"C.37 (lambda)"
"B.1.617.2 (delta)",18752.5,0.00154077561420163,0.000261274171377407,NA,0.00102868764821137,0.00205286358019189,2021-05-05,"B.1.617.2 (delta)"
"other",18752.5,0.00589550585805398,0.00045855211295223,NA,0.00499676023163286,0.00679425148447509,2021-05-05,"other"
"B.1.1.7 (alpha)",18753.5,0.968615592082787,0.00160955362880919,NA,0.965460924939136,0.971770259226439,2021-05-06,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18753.5,0.00587043691480483,0.000671292909398459,NA,0.00455472698930674,0.00718614684030292,2021-05-06,"B.1.351 (beta)"
"P.1 (gamma)",18753.5,0.0179211103667443,0.0013793158770733,NA,0.0152177009243763,0.0206245198091122,2021-05-06,"P.1 (gamma)"
"C.37 (lambda)",18753.5,0.001,4.63896016966072e-06,NA,0.001,0.001,2021-05-06,"C.37 (lambda)"
"B.1.617.2 (delta)",18753.5,0.00169415285538249,0.000274569933804111,NA,0.00115600567388888,0.00223230003687609,2021-05-06,"B.1.617.2 (delta)"
"other",18753.5,0.00589821815552146,0.000458016991640772,NA,0.00500052134759817,0.00679591496344476,2021-05-06,"other"
"B.1.1.7 (alpha)",18754.5,0.968678727305721,0.00160836795637595,NA,0.965526384037336,0.971831070574107,2021-05-07,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18754.5,0.00560179539528382,0.000658110417629408,NA,0.00431192267887957,0.00689166811168807,2021-05-07,"B.1.351 (beta)"
"P.1 (gamma)",18754.5,0.0179397792523347,0.00138148735843603,NA,0.0152321137847027,0.0206474447199667,2021-05-07,"P.1 (gamma)"
"C.37 (lambda)",18754.5,0.001,5.6450022348062e-06,NA,0.001,0.001,2021-05-07,"C.37 (lambda)"
"B.1.617.2 (delta)",18754.5,0.00186576400969136,0.000289084219721012,NA,0.00129916935053931,0.0024323586688434,2021-05-07,"B.1.617.2 (delta)"
"other",18754.5,0.00591330406043736,0.000458196089977352,NA,0.00501525622622468,0.00681135189465005,2021-05-07,"other"
"B.1.1.7 (alpha)",18755.5,0.968704518636392,0.0016069410647818,NA,0.965554972024142,0.971854065248643,2021-05-08,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18755.5,0.00534209034725359,0.000645956948103577,NA,0.00407603799340717,0.00660814270110001,2021-05-08,"B.1.351 (beta)"
"P.1 (gamma)",18755.5,0.0179539675042501,0.00138210804450578,NA,0.0152450855142757,0.0206628494942246,2021-05-08,"P.1 (gamma)"
"C.37 (lambda)",18755.5,0.001,6.83164847715675e-06,NA,0.001,0.001,2021-05-08,"C.37 (lambda)"
"B.1.617.2 (delta)",18755.5,0.00205797239675876,0.000304955742343425,NA,0.00146027012488698,0.00265567466863055,2021-05-08,"B.1.617.2 (delta)"
"other",18755.5,0.00594064407298339,0.000459090530441809,NA,0.00504084316767406,0.00684044497829273,2021-05-08,"other"
"B.1.1.7 (alpha)",18756.5,0.968690374849729,0.00160532908844721,NA,0.965543987653038,0.97183676204642,2021-05-09,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18756.5,0.0050912609218938,0.000634730636335543,NA,0.00384721173479195,0.00633531010899566,2021-05-09,"B.1.351 (beta)"
"P.1 (gamma)",18756.5,0.0179636779099542,0.00138123762631589,NA,0.0152565019082835,0.020670853911625,2021-05-09,"P.1 (gamma)"
"C.37 (lambda)",18756.5,0.001,8.22270221474004e-06,NA,0.001,0.001,2021-05-09,"C.37 (lambda)"
"B.1.617.2 (delta)",18756.5,0.00227346732431895,0.000322342519359441,NA,0.00164168759568854,0.00290524705294936,2021-05-09,"B.1.617.2 (delta)"
"other",18756.5,0.00598018953691303,0.000460705313022354,NA,0.00507722371590296,0.00688315535792309,2021-05-09,"other"
"B.1.1.7 (alpha)",18757.5,0.968633287446263,0.00160362774103332,NA,0.965490234829228,0.971776340063297,2021-05-10,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18757.5,0.00484922573388641,0.000624319050255645,NA,0.0036255828805231,0.00607286858724973,2021-05-10,"B.1.351 (beta)"
"P.1 (gamma)",18757.5,0.0179689088114514,0.00137895708069363,NA,0.0152662025970654,0.0206716150258374,2021-05-10,"P.1 (gamma)"
"C.37 (lambda)",18757.5,0.001,9.84328377349932e-06,NA,0.001,0.001,2021-05-10,"C.37 (lambda)"
"B.1.617.2 (delta)",18757.5,0.00251531081696289,0.000341424436382192,NA,0.00184613121821191,0.00318449041571387,2021-05-10,"B.1.617.2 (delta)"
"other",18757.5,0.00603195954871829,0.000463049471376312,NA,0.0051243992617604,0.00693951983567617,2021-05-10,"other"
"B.1.1.7 (alpha)",18758.5,0.968529778670612,0.00160197616427708,NA,0.965389963084537,0.971669594256687,2021-05-11,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18758.5,0.00461588452549711,0.000614603543261624,NA,0.00341128371593362,0.0058204853350606,2021-05-11,"B.1.351 (beta)"
"P.1 (gamma)",18758.5,0.0179696530901873,0.00137536795269993,NA,0.0152739814374049,0.0206653247429697,2021-05-11,"P.1 (gamma)"
"C.37 (lambda)",18758.5,0.001,1.17195133576363e-05,NA,0.001,0.001,2021-05-11,"C.37 (lambda)"
"B.1.617.2 (delta)",18758.5,0.00278699115848839,0.000362406050930628,NA,0.00207668835088497,0.00349729396609181,2021-05-11,"B.1.617.2 (delta)"
"other",18758.5,0.00609603843377403,0.000466136267702759,NA,0.0051824281371887,0.00700964873035936,2021-05-11,"other"
"B.1.1.7 (alpha)",18759.5,0.968375841384029,0.00160056120510108,NA,0.965238799066979,0.971512883701079,2021-05-12,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18759.5,0.00439111978842518,0.000605463282601035,NA,0.00320443356056575,0.0055778060162846,2021-05-12,"B.1.351 (beta)"
"P.1 (gamma)",18759.5,0.0179658970190297,0.00137059174049033,NA,0.0152795865701606,0.0206522074678988,2021-05-12,"P.1 (gamma)"
"C.37 (lambda)",18759.5,0.001,1.38781012799787e-05,NA,0.001,0.001,2021-05-12,"C.37 (lambda)"
"B.1.617.2 (delta)",18759.5,0.00309248422687032,0.000385519629287933,NA,0.00233687963813274,0.0038480888156079,2021-05-12,"B.1.617.2 (delta)"
"other",18759.5,0.00617257370714557,0.000469983428800908,NA,0.00525142311336515,0.007093724300926,2021-05-12,"other"
"B.1.1.7 (alpha)",18760.5,0.968166869777404,0.00159962220049708,NA,0.965031667875559,0.971302071679249,2021-05-13,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18760.5,0.00417479833855134,0.000596778806850009,NA,0.00300513337038854,0.00534446330671414,2021-05-13,"B.1.351 (beta)"
"P.1 (gamma)",18760.5,0.017957618965965,0.00136476933136787,NA,0.0152827202292792,0.0206325177026509,2021-05-13,"P.1 (gamma)"
"C.37 (lambda)",18760.5,0.001,1.63458420915187e-05,NA,0.001,0.001,2021-05-13,"C.37 (lambda)"
"B.1.617.2 (delta)",18760.5,0.00343632373096448,0.000411028400108512,NA,0.00263072287012868,0.00424192459180028,2021-05-13,"B.1.617.2 (delta)"
"other",18760.5,0.00626177443977914,0.000474613425619689,NA,0.00533154921898537,0.00719199966057291,2021-05-13,"other"
"B.1.1.7 (alpha)",18761.5,0.967897579768994,0.00159945631840656,NA,0.964762702990072,0.971032456547916,2021-05-14,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18761.5,0.00396677283929738,0.000588435017688221,NA,0.00281346139738628,0.00512008428120848,2021-05-14,"B.1.351 (beta)"
"P.1 (gamma)",18761.5,0.0179447879321462,0.00135806042948792,NA,0.0152830384015209,0.0206065374627715,2021-05-14,"P.1 (gamma)"
"C.37 (lambda)",18761.5,0.001,1.91490132214308e-05,NA,0.001,0.001,2021-05-14,"C.37 (lambda)"
"B.1.617.2 (delta)",18761.5,0.00382368160116545,0.000439229998857932,NA,0.00296280662247434,0.00468455657985657,2021-05-14,"B.1.617.2 (delta)"
"other",18761.5,0.00636390995124705,0.000480053798294127,NA,0.00542302179594891,0.00730479810654519,2021-05-14,"other"
"B.1.1.7 (alpha)",18762.5,0.967561917779192,0.00160042445190571,NA,0.964425143493479,0.970698692064904,2021-05-15,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18762.5,0.00376688326991633,0.000580323562235955,NA,0.00262946998855387,0.00490429655127879,2021-05-15,"B.1.351 (beta)"
"P.1 (gamma)",18762.5,0.0179273619048277,0.00135064290580743,NA,0.0152801504534706,0.0205745733561848,2021-05-15,"P.1 (gamma)"
"C.37 (lambda)",18762.5,0.001,2.23126841347094e-05,NA,0.001,0.001,2021-05-15,"C.37 (lambda)"
"B.1.617.2 (delta)",18762.5,0.00426045994200387,0.000470460066121158,NA,0.00333837515624207,0.00518254472776568,2021-05-15,"B.1.617.2 (delta)"
"other",18762.5,0.00647930874797971,0.000486337528159572,NA,0.00552610470845672,0.00743251278750271,2021-05-15,"other"
"B.1.1.7 (alpha)",18763.5,0.967152956414331,0.00160295758804161,NA,0.964011217273025,0.970294695555638,2021-05-16,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18763.5,0.00357495833565447,0.000572344607084416,NA,0.00245318351902329,0.00469673315228565,2021-05-16,"B.1.351 (beta)"
"P.1 (gamma)",18763.5,0.0179052860035778,0.00134271198968838,NA,0.0152736188621784,0.0205369531449771,2021-05-16,"P.1 (gamma)"
"C.37 (lambda)",18763.5,0.001,2.58599489506456e-05,NA,0.001,0.001,2021-05-16,"C.37 (lambda)"
"B.1.617.2 (delta)",18763.5,0.00475339612191683,0.000505095950286356,NA,0.00376342625061854,0.00574336599321512,2021-05-16,"B.1.617.2 (delta)"
"other",18763.5,0.00660835762078599,0.000493503457471406,NA,0.00564110861789604,0.00757560662367594,2021-05-16,"other"
"B.1.1.7 (alpha)",18764.5,0.966662775425286,0.00160756346697148,NA,0.963512008927159,0.969813541923412,2021-05-17,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18764.5,0.00339081681735787,0.000564408040290795,NA,0.00228459738580308,0.00449703624891266,2021-05-17,"B.1.351 (beta)"
"P.1 (gamma)",18764.5,0.0178784903960102,0.00133447920989659,NA,0.0152629592064954,0.020494021585525,2021-05-17,"P.1 (gamma)"
"C.37 (lambda)",18764.5,0.001,2.9811104184344e-05,NA,0.001,0.001,2021-05-17,"C.37 (lambda)"
"B.1.617.2 (delta)",18764.5,0.0053101827518019,0.000543560450757541,NA,0.00424482384489676,0.00637554165870703,2021-05-17,"B.1.617.2 (delta)"
"other",18764.5,0.0067515008071636,0.000501596756460852,NA,0.00576838922973823,0.00773461238458898,2021-05-17,"other"
"B.1.1.7 (alpha)",18765.5,0.96608232613897,0.00161483320991358,NA,0.9629173112065,0.96924734107144,2021-05-18,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18765.5,0.00321426885873733,0.000556434161776047,NA,0.00212367794188854,0.00430485977558612,2021-05-18,"B.1.351 (beta)"
"P.1 (gamma)",18765.5,0.0178468879572339,0.00132617098181719,NA,0.0152476405955301,0.0204461353189377,2021-05-18,"P.1 (gamma)"
"C.37 (lambda)",18765.5,0.001,3.41828040469954e-05,NA,0.001,0.001,2021-05-18,"C.37 (lambda)"
"B.1.617.2 (delta)",18765.5,0.00593960448546082,0.000586325520915587,NA,0.00479042758124958,0.00708878138967206,2021-05-18,"B.1.617.2 (delta)"
"other",18765.5,0.00690923911206296,0.00051066943584013,NA,0.00590834540981092,0.007910132814315,2021-05-18,"other"
"B.1.1.7 (alpha)",18766.5,0.965401277398357,0.00162544743050139,NA,0.962215458975811,0.968587095820903,2021-05-19,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18766.5,0.00304511719015191,0.00054835393629806,NA,0.00197036322422694,0.00411987115607688,2021-05-19,"B.1.351 (beta)"
"P.1 (gamma)",18766.5,0.0178103716454045,0.00131802672965768,NA,0.0152270867246143,0.0203936565661947,2021-05-19,"P.1 (gamma)"
"C.37 (lambda)",18766.5,0.001,3.89872388682216e-05,NA,0.001,0.001,2021-05-19,"C.37 (lambda)"
"B.1.617.2 (delta)",18766.5,0.00665169375534604,0.000633915829433304,NA,0.00540924156042692,0.00789414595026515,2021-05-19,"B.1.617.2 (delta)"
"other",18766.5,0.00708212886493068,0.000520780900833394,NA,0.0060614170554609,0.00810284067440046,2021-05-19,"other"
"B.1.1.7 (alpha)",18767.5,0.964607840899162,0.0016401811686166,NA,0.961393144880553,0.967822536917772,2021-05-20,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18767.5,0.00288315828842622,0.000540108888148361,NA,0.00182456431992546,0.00394175225692698,2021-05-20,"B.1.351 (beta)"
"P.1 (gamma)",18767.5,0.0177688115643668,0.00131029642987624,NA,0.0152006777527379,0.0203369453759956,2021-05-20,"P.1 (gamma)"
"C.37 (lambda)",18767.5,0.001,4.42313980020653e-05,NA,0.001,0.001,2021-05-20,"C.37 (lambda)"
"B.1.617.2 (delta)",18767.5,0.00745790772671491,0.000686912052710381,NA,0.00611158484285609,0.00880423061057374,2021-05-20,"B.1.617.2 (delta)"
"other",18767.5,0.00727078057047863,0.000531998540143577,NA,0.00622808259196933,0.00831347854898792,2021-05-20,"other"
"B.1.1.7 (alpha)",18768.5,0.963688573693058,0.00165990682802207,NA,0.960435216092442,0.966941931293673,2021-05-21,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18768.5,0.00272818347288028,0.00053165071510596,NA,0.00168616721891763,0.00377019972684293,2021-05-21,"B.1.351 (beta)"
"P.1 (gamma)",18768.5,0.0177220516836608,0.00130323746846533,NA,0.0151677531821656,0.020276350185156,2021-05-21,"P.1 (gamma)"
"C.37 (lambda)",18768.5,0.001,4.99164973487749e-05,NA,0.001,0.001,2021-05-21,"C.37 (lambda)"
"B.1.617.2 (delta)",18768.5,0.00837132889874424,0.000745953738273098,NA,0.00690928643759595,0.00983337135989253,2021-05-21,"B.1.617.2 (delta)"
"other",18768.5,0.00747585708506484,0.000544398339848119,NA,0.00640885594571913,0.00854285822441055,2021-05-21,"other"
"B.1.1.7 (alpha)",18769.5,0.96262815555771,0.00168559420358807,NA,0.959324451626127,0.965931859489292,2021-05-22,"B.1.1.7 (alpha)"
"B.1.351 (beta)",18769.5,0.00257997993842833,0.000522940693164722,NA,0.00155503501377507,0.0036049248630816,2021-05-22,"B.1.351 (beta)"
"P.1 (gamma)",18769.5,0.0176699061864757,0.00129711072358163,NA,0.015127615884295,0.0202121964886564,2021-05-22,"P.1 (gamma)"
"C.37 (lambda)",18769.5,0.001,5.60376735811702e-05,NA,0.001,0.001,2021-05-22,"C.37 (lambda)"
"B.1.617.2 (delta)",18769.5,0.00940689188316265,0.000811741536874094,NA,0.00781590770613424,0.0109978760601911,2021-05-22,"B.1.617.2 (delta)"
"other",18769.5,0.00769807111913564,0.00055806550791969,NA,0.006604282822599,0.00879185941567229,2021-05-22,"other"
"B.1.1.7 (alpha)",18770.5,0.961409138940081,0.00171830670409043,NA,0.95804131968567,0.964776958194491,2021-05-23,"B.1.1.7 (alpha)"
