"contrast","collection_date_num","estimate","SE","df","asymp.LCL","asymp.UCL","variant","collection_date","avg_r","r","r_LOWER","r_UPPER","Re","Re_LOWER","Re_UPPER","prob"
"B.1.1.7 (alpha)",18652.5,0.0596482588208444,0.00154976241142111,NA,0.0566107803098651,0.0626857373318238,"B.1.1.7 (alpha)",2021-01-25,-0.028731838954592,0.0309164198662524,0.0278789413552731,0.0339538983772317,1.15192017883818,1.13640245557992,1.16756844876945,0.183199279057782
"B.1.351 (beta)",18652.5,0.0560664343618705,0.00787241180204692,NA,0.0406367907583905,0.0714960779653506,"B.1.351 (beta)",2021-01-25,-0.028731838954592,0.0273345954072785,0.0119049518037985,0.0427642390107586,NA,NA,NA,0.00923056628591051
"P.1 (gamma)",18652.5,0.141901030666316,0.0313703347791018,NA,0.0804163043163118,0.203385757016319,"P.1 (gamma)",2021-01-25,-0.028731838954592,0.113169191711723,0.0516844653617198,0.174653918061727,NA,NA,NA,0.000122913889693154
"C.37 (lambda)",18652.5,0.00704314395433252,0.0518308437600116,NA,-0.0945434431036128,0.108629731012278,"C.37 (lambda)",2021-01-25,-0.028731838954592,-0.0216886950002595,-0.123275282058205,0.0798978920576858,NA,NA,NA,5.37650127276189e-07
"B.1.617.2 (delta)",18652.5,-0.00941907833004795,0.0133430395296056,NA,-0.0355709552523691,0.0167327985922732,"B.1.617.2 (delta)",2021-01-25,-0.028731838954592,-0.03815091728464,-0.0643027942069611,-0.0119990403623188,NA,NA,NA,0.000727551506855818
"other",18652.5,-0.0142002770836803,0.000361875084451705,NA,-0.0149095392161081,-0.0134910149512526,"other",2021-01-25,-0.028731838954592,-0.0429321160382724,-0.0436413781707001,-0.0422228539058446,0.810622532550756,0.807698705292395,0.813552905365157,0.806719151609631
"B.1.1.7 (alpha)",18653.5,0.0583348201638089,0.00149750768685544,NA,0.0553997590310004,0.0612698812966175,"B.1.1.7 (alpha)",2021-01-26,-0.0289332450512504,0.0294015751125585,0.02646651397975,0.032336636245367,1.14416492134045,1.12923106276594,1.15922047521102,0.194341922011292
"B.1.351 (beta)",18653.5,0.0545389204364515,0.00769216831672204,NA,0.0394625475726562,0.0696152933002468,"B.1.351 (beta)",2021-01-26,-0.0289332450512504,0.0256056753852011,0.0105293025214058,0.0406820482489964,NA,NA,NA,0.00975617487564997
"P.1 (gamma)",18653.5,0.139665933749938,0.0308736976952114,NA,0.0791545981977463,0.200177269302129,"P.1 (gamma)",2021-01-26,-0.0289332450512504,0.110732688698687,0.0502213531464959,0.171244024250879,NA,NA,NA,0.00014151774716997
"C.37 (lambda)",18653.5,0.00675919471746005,0.0488074488791615,NA,-0.0889016472629764,0.102420036697896,"C.37 (lambda)",2021-01-26,-0.0289332450512504,-0.0221740503337904,-0.117834892314227,0.0734867916466461,NA,NA,NA,5.41338843030572e-07
"B.1.617.2 (delta)",18653.5,-0.00997295428549667,0.0130774082524785,NA,-0.0356042034714815,0.0156582949004881,"B.1.617.2 (delta)",2021-01-26,-0.0289332450512504,-0.0389061993367471,-0.0645374485227319,-0.0132749501507623,NA,NA,NA,0.000720507354913707
"other",18653.5,-0.0149446386467632,0.000375963350533772,NA,-0.0156815132733164,-0.01420776402021,"other",2021-01-26,-0.0289332450512504,-0.0438778836980136,-0.0446147583245668,-0.0431410090714604,0.806725200807993,0.803696736182546,0.80976072244558,0.795039336672131
"B.1.1.7 (alpha)",18654.5,0.0569959188891011,0.00144490515604268,NA,0.0541639568221812,0.0598278809560209,"B.1.1.7 (alpha)",2021-01-27,-0.0287456200239705,0.0282502988651306,0.0254183367982107,0.0310822609320504,1.13829263844518,1.12392725962263,1.15277117421815,0.205889062439986
"B.1.351 (beta)",18654.5,0.0529819508457541,0.00750936973982856,NA,0.0382638566090952,0.067700045082413,"B.1.351 (beta)",2021-01-27,-0.0287456200239705,0.0242363308217836,0.00951823658512472,0.0389544250584425,1.11796481896857,1.04535759529859,1.19361529057795,0.0102958264133391
"P.1 (gamma)",18654.5,0.137388182947905,0.0303679852397469,NA,0.0778680255949572,0.196908340300853,"P.1 (gamma)",2021-01-27,-0.0287456200239705,0.108642562923935,0.0491224055709867,0.168162720276882,NA,NA,NA,0.000162570496317552
"C.37 (lambda)",18654.5,0.00646898545598643,0.0457320748481418,NA,-0.0831642341846615,0.0961022050966344,"C.37 (lambda)",2021-01-27,-0.0287456200239705,-0.0222766345679841,-0.111909854208632,0.0673565850726639,NA,NA,NA,5.44895240393317e-07
"B.1.617.2 (delta)",18654.5,-0.0105381250845906,0.0128075315159749,NA,-0.035640425586763,0.0145641754175818,"B.1.617.2 (delta)",2021-01-27,-0.0287456200239705,-0.0392837451085611,-0.0643860456107335,-0.0141814446063887,NA,NA,NA,0.000713131142876289
"other",18654.5,-0.0157038480939937,0.00038978363120685,NA,-0.0164678099729223,-0.014939886215065,"other",2021-01-27,-0.0287456200239705,-0.0444494681179642,-0.0452134299968928,-0.0436855062390355,0.804375445101897,0.801241460220633,0.807517010080986,0.782938864612241
"B.1.1.7 (alpha)",18655.5,0.0556336662802067,0.00139205767793197,NA,0.0529052833670576,0.0583620491933558,"B.1.1.7 (alpha)",2021-01-28,-0.028168963872752,0.0274647024074547,0.0247363194943056,0.0301930853206038,1.13429630411473,1.12048453532236,1.14821301570366,0.217827885481768
"B.1.351 (beta)",18655.5,0.0513976368732561,0.00732411646829496,NA,0.0370426323768213,0.0657526413696909,"B.1.351 (beta)",2021-01-28,-0.028168963872752,0.0232286730005041,0.00887366850406924,0.0375836774969389,1.11289734961898,1.04224662087488,1.18643989255292,0.0108482799956084
"P.1 (gamma)",18655.5,0.135069889543716,0.029853218595825,NA,0.0765586562732973,0.193581122814134,"P.1 (gamma)",2021-01-28,-0.028168963872752,0.106900925670964,0.0483896924005453,0.165412158941382,NA,NA,NA,0.000186326806300773
"C.37 (lambda)",18655.5,0.00617462745340424,0.0426059580585619,NA,-0.0773315158682011,0.0896807707750096,"C.37 (lambda)",2021-01-28,-0.028168963872752,-0.0219943364193478,-0.105500479740953,0.0615118069022576,NA,NA,NA,5.48313492183516e-07
"B.1.617.2 (delta)",18655.5,-0.0111124794438394,0.0125334913159065,NA,-0.0356776710235617,0.0134527121358829,"B.1.617.2 (delta)",2021-01-28,-0.028168963872752,-0.0392814433165914,-0.0638466348963137,-0.0147162517368691,NA,NA,NA,0.00070542722817178
"other",18655.5,-0.0164757941418956,0.000403243756298772,NA,-0.0172661373812319,-0.0156854509025594,"other",2021-01-28,-0.028168963872752,-0.0446447580146476,-0.0454351012539839,-0.0438544147753114,0.803573590534035,0.800333520654253,0.806821771137048,0.770431532174659
"B.1.1.7 (alpha)",18656.5,0.0542503730871634,0.00133907269810435,NA,0.051625838826198,0.0568749073481288,"B.1.1.7 (alpha)",2021-01-29,-0.0272032765975952,0.0270470964895682,0.0244225622286028,0.0296716307505336,1.13217548228365,1.11890293032631,1.14554509699177,0.230142815156787
"B.1.351 (beta)",18656.5,0.0497882892690032,0.00713651794112302,NA,0.0358009711293781,0.0637756074086282,"B.1.351 (beta)",2021-01-29,-0.0272032765975952,0.022585012671408,0.00859769453178298,0.0365723308110331,1.10966786758834,1.04091640195517,1.18116300260018,0.0114121426819999
"P.1 (gamma)",18656.5,0.132713364287369,0.0293294210173942,NA,0.0752287554058641,0.190197973168874,"P.1 (gamma)",2021-01-29,-0.0272032765975952,0.105510087689774,0.0480254788082689,0.162994696571278,NA,NA,NA,0.00021305640479375
"C.37 (lambda)",18656.5,0.00587843145976229,0.0394307746136668,NA,-0.0714044666655409,0.0831613295850655,"C.37 (lambda)",2021-01-29,-0.0272032765975952,-0.0213248451378329,-0.098607743263136,0.0559580529874703,NA,NA,NA,5.51589020688209e-07
"B.1.617.2 (delta)",18656.5,-0.0116937066131886,0.0122553786500772,NA,-0.0357138073842411,0.0123263941578639,"B.1.617.2 (delta)",2021-01-29,-0.0272032765975952,-0.0388969832107837,-0.0629170839818362,-0.0148768824397312,NA,NA,NA,0.000697402255247851
"other",18656.5,-0.0172581660403999,0.000416248417198129,NA,-0.01807399794673,-0.0164423341340698,"other",2021-01-29,-0.0272032765975952,-0.044461442637995,-0.0452772745443252,-0.0436456107316649,0.80432626382158,0.80097989504885,0.807681276827392,0.757534031912151
"B.1.1.7 (alpha)",18657.5,0.0528485366910136,0.00128606154862281,NA,0.0503279023738111,0.0553691710082162,"B.1.1.7 (alpha)",2021-01-30,-0.0258485581985003,0.0269999784925133,0.0244793441753108,0.0295206128097158,1.13193634668433,1.11918905737585,1.14477316132028,0.242815544300333
"B.1.351 (beta)",18657.5,0.0481564054140377,0.00694669377263822,NA,0.0345411358080381,0.0617716750200373,"B.1.351 (beta)",2021-01-30,-0.0258485581985003,0.0223078472155374,0.00869257760953781,0.035923116821537,1.10827901577166,1.04137362809575,1.17778328122926,0.0119858757576301
"P.1 (gamma)",18657.5,0.130321104559931,0.028796618105303,NA,0.0738807701969832,0.186761438922879,"P.1 (gamma)",2021-01-30,-0.0258485581985003,0.104472546361431,0.0480322119984829,0.160912880724379,NA,NA,NA,0.000243043158852962
"C.37 (lambda)",18657.5,0.00558289485608663,0.0362088530818188,NA,-0.0653851531057803,0.0765509428179535,"C.37 (lambda)",2021-01-30,-0.0258485581985003,-0.0202656633424137,-0.0912337113042806,0.0507023846194532,NA,NA,NA,5.5471865121486e-07
"B.1.617.2 (delta)",18657.5,-0.0122793092116159,0.0119732948819605,NA,-0.0357465359565361,0.0111879175333043,"B.1.617.2 (delta)",2021-01-30,-0.0258485581985003,-0.0381278674101162,-0.0615950941550365,-0.014660640665196,NA,NA,NA,0.00068906519700661
"other",18657.5,-0.0180484664084848,0.000428700122090048,NA,-0.0188887032079492,-0.0172082296090204,"other",2021-01-30,-0.0258485581985003,-0.0438970246069851,-0.0447372614064495,-0.0430567878075207,0.806646444764707,0.803193947174031,0.810108117796146,0.744265916867526
"B.1.1.7 (alpha)",18658.5,0.0514308248529148,0.00123313867270578,NA,0.049013917466468,0.0538477322393617,"B.1.1.7 (alpha)",2021-01-31,-0.0241048086754666,0.0273260161774483,0.0249091087910014,0.0297429235638951,1.13359171010784,1.12135613200507,1.14590962570923,0.255825106680902
"B.1.351 (beta)",18658.5,0.0465046530695103,0.00675477516791865,NA,0.0332655370167242,0.0597437691222963,"B.1.351 (beta)",2021-01-31,-0.0241048086754666,0.0223998443940437,0.00916072834125765,0.0356389604468298,1.10873988614505,1.04363139112518,1.17630588766093,0.0125678035424149
"P.1 (gamma)",18658.5,0.127895778122572,0.0282548381300574,NA,0.0725173129986505,0.183274243246494,"P.1 (gamma)",2021-01-31,-0.0241048086754666,0.103790969447105,0.0484125043231839,0.159169434571027,NA,NA,NA,0.000276583832304594
"C.37 (lambda)",18658.5,0.00529068540353909,0.0329435224985693,NA,-0.0592774322175417,0.0698588030246198,"C.37 (lambda)",2021-01-31,-0.0241048086754666,-0.0188141232719275,-0.0833822408930083,0.0457539943491533,NA,NA,NA,5.57700756282095e-07
"B.1.617.2 (delta)",18658.5,-0.0128666194779614,0.0116873533665411,NA,-0.0357734111509749,0.0100401721950522,"B.1.617.2 (delta)",2021-01-31,-0.0241048086754666,-0.036971428153428,-0.0598782198264415,-0.0140646364804144,NA,NA,NA,0.000680427363452559
"other",18658.5,-0.0188440274850021,0.000440500274116292,NA,-0.01970739215745,-0.0179806628125541,"other",2021-01-31,-0.0241048086754666,-0.0429488361604687,-0.0438122008329166,-0.0420854714880207,0.810553531031643,0.806995491816211,0.814121268929054,0.73064952088017
"B.1.1.7 (alpha)",18659.5,0.0500000562139597,0.00118042079068825,NA,0.0476864739776085,0.052313638450311,"B.1.1.7 (alpha)",2021-02-01,-0.0219720280284951,0.0280280281854646,0.0257144459491133,0.0303416104218159,1.13716106303669,1.12542401240854,1.14897361824021,0.269147991964616
"B.1.351 (beta)",18659.5,0.044835850876521,0.00656090669425908,NA,0.0319767100498455,0.0576949917031966,"B.1.351 (beta)",2021-02-01,-0.0219720280284951,0.0228638228480259,0.0100046820213504,0.0357229636747015,1.11106604788867,1.04770920199699,1.17674251997046,0.0131561247001619
"P.1 (gamma)",18659.5,0.12544020361635,0.0277041124086994,NA,0.0711411410716498,0.17973926616105,"P.1 (gamma)",2021-02-01,-0.0219720280284951,0.103468175587855,0.0491691130431546,0.157767238132555,NA,NA,NA,0.000313986504487364
"C.37 (lambda)",18659.5,0.00500462174322262,0.0296397061471298,NA,-0.0530881348175022,0.0630973783039474,"C.37 (lambda)",2021-02-01,-0.0219720280284951,-0.0169674062852725,-0.0750601628459973,0.0411253502754523,NA,NA,NA,5.60535387420143e-07
"B.1.617.2 (delta)",18659.5,-0.0134528187711162,0.0113976813924865,NA,-0.035791863807652,0.00888622626541958,"B.1.617.2 (delta)",2021-02-01,-0.0219720280284951,-0.0354248467996113,-0.0577638918361471,-0.0130858017630755,NA,NA,NA,0.000671502375754529
"other",18659.5,-0.0196420306288302,0.000451550365287271,NA,-0.0205270530819992,-0.0187570081756613,"other",2021-02-01,-0.0219720280284951,-0.0416140586573253,-0.0424990811104943,-0.0407290362041564,0.816073416013237,0.812410872175218,0.819746167740241,0.716709833919592
"B.1.1.7 (alpha)",18660.5,0.0485591778121144,0.00112802602720637,NA,0.0463482874251661,0.0507700681990627,"B.1.1.7 (alpha)",2021-02-02,-0.019450216257585,0.0291089615545294,0.0268980711675811,0.0313198519414777,1.14267062166542,1.13141924855893,1.15399102488716,0.282758303020451
"B.1.351 (beta)",18660.5,0.0431529458730354,0.00636524849916348,NA,0.0306772880620274,0.0556286036840435,"B.1.351 (beta)",2021-02-02,-0.019450216257585,0.0237027296154504,0.0112270718044423,0.0361783874264585,1.11527958476215,1.05363301100178,1.17911147046888,0.0137489259280118
"P.1 (gamma)",18660.5,0.122957328079249,0.0271444757442714,NA,0.0697551332412564,0.176159522917242,"P.1 (gamma)",2021-02-02,-0.019450216257585,0.103507111821664,0.0503049169836714,0.156709306659657,NA,NA,NA,0.00035556864127486
"C.37 (lambda)",18660.5,0.00472765091309109,0.0263049861717623,NA,-0.0468291745973872,0.0562844764235694,"C.37 (lambda)",2021-02-02,-0.019450216257585,-0.0147225653444939,-0.0662793908549722,0.0368342601659843,NA,NA,NA,5.63224391788908e-07
"B.1.617.2 (delta)",18660.5,-0.0140349600531298,0.0111044225065195,NA,-0.035799228235024,0.00772930812876433,"B.1.617.2 (delta)",2021-02-02,-0.019450216257585,-0.0334851763107149,-0.055249444492609,-0.0117209081288207,NA,NA,NA,0.000662306104800909
"other",18660.5,-0.0204395288020197,0.000461753277527537,NA,-0.021344548595717,-0.0195345090083224,"other",2021-02-02,-0.019450216257585,-0.0398897450596047,-0.040794764853302,-0.0389847252659074,0.823238579512276,0.819473049490103,0.827014806220272,0.70247433308107
"B.1.1.7 (alpha)",18661.5,0.0471112399788913,0.00107607302269136,NA,0.0450021756096811,0.0492203043481015,"B.1.1.7 (alpha)",2021-02-03,-0.016539373362737,0.0305718666161543,0.0284628022469441,0.0326809309853645,1.15015338540297,1.13937514052866,1.16099454613614,0.296627953846503
"B.1.351 (beta)",18661.5,0.0414589883905587,0.00616797908587505,NA,0.0293699715248473,0.05354800525627,"B.1.351 (beta)",2021-02-03,-0.016539373362737,0.0249196150278217,0.0128305981621103,0.0370086318935331,1.12140914188618,1.06143522965909,1.18343769831589,0.0143441978340543
"P.1 (gamma)",18661.5,0.120450201842799,0.0265759669375587,NA,0.0683622637908565,0.172538139894741,"P.1 (gamma)",2021-02-03,-0.016539373362737,0.103910828480062,0.0518228904281195,0.155998766532004,NA,NA,NA,0.000401654816101768
"C.37 (lambda)",18661.5,0.00446282324465969,0.0229516275210354,NA,-0.0405215400831481,0.0494471865724675,"C.37 (lambda)",2021-02-03,-0.016539373362737,-0.0120765501180773,-0.0570609134458851,0.0329078132097305,NA,NA,NA,5.65771511178673e-07
"B.1.617.2 (delta)",18661.5,-0.0146099929924899,0.0108077393004648,NA,-0.0357927727756989,0.00657278679071916,"B.1.617.2 (delta)",2021-02-03,-0.016539373362737,-0.0311493663552269,-0.0523321461384359,-0.00996658657201782,NA,NA,NA,0.000652856574288948
"other",18661.5,-0.0212334716730704,0.000471014681610518,NA,-0.0221566434852166,-0.0203102998609242,"other",2021-02-03,-0.016539373362737,-0.0377728450358074,-0.0386960168479536,-0.0368496732236612,0.83208819105122,0.828221704524289,0.835965836082481,0.687972771157541
"B.1.1.7 (alpha)",18662.5,0.0456593690664738,0.00102468005499214,NA,0.0436510330630127,0.0476677050699349,"B.1.1.7 (alpha)",2021-02-04,-0.0132962741907199,0.0323630948757539,0.0303547588722928,0.034371430879215,1.15935675080298,1.14904096697064,1.16972969289367,0.31072690518816
"B.1.351 (beta)",18662.5,0.0397571047812812,0.00596929878304023,NA,0.0280574941535636,0.0514567154089988,"B.1.351 (beta)",2021-02-04,-0.0132962741907199,0.0264608305905613,0.0147612199628437,0.0381604412182789,1.12920226296952,1.07087632872193,1.18945578985001,0.014939852741754
"P.1 (gamma)",18662.5,0.117921951259153,0.0259986293827514,NA,0.0669655740215551,0.16887832849675,"P.1 (gamma)",2021-02-04,-0.0132962741907199,0.104625677068433,0.0536692998308352,0.15558205430603,NA,NA,NA,0.000452574086027548
"C.37 (lambda)",18662.5,0.00421326509011901,0.0196007021931375,NA,-0.0342034052801257,0.0426299354603638,"C.37 (lambda)",2021-02-04,-0.0132962741907199,-0.00908300910060087,-0.0474996794708456,0.0293336612696439,NA,NA,NA,5.68182461427324e-07
"B.1.617.2 (delta)",18662.5,-0.015174791237001,0.0105078167598911,NA,-0.0357697336425339,0.00542015116853191,"B.1.617.2 (delta)",2021-02-04,-0.0132962741907199,-0.0284710654277208,-0.0490660078332537,-0.00787612302218797,NA,NA,NA,0.00064317382939447
"other",18662.5,-0.022020732889775,0.000479244525183113,NA,-0.0229600348989219,-0.0210814308806281,"other",2021-02-04,-0.0132962741907199,-0.0353170070804949,-0.0362563090896418,-0.034377705071348,0.842428245185122,0.838464070026046,0.846404006276844,0.673236925972203
"B.1.1.7 (alpha)",18663.5,0.0442067385307408,0.000973964199156295,NA,0.042297803778163,0.0461156732833185,"B.1.1.7 (alpha)",2021-02-05,-0.0101298989172584,0.0340768396134823,0.0321679048609046,0.0359857743660601,1.16820456374062,1.15835165490501,1.17810920658444,0.325023433769359
"B.1.351 (beta)",18663.5,0.0380504685010798,0.00576943407693365,NA,0.0267425854991118,0.0493583515030479,"B.1.351 (beta)",2021-02-05,-0.0101298989172584,0.0279205695838214,0.0166126865818533,0.0392284525857894,1.13661424344377,1.07997902821536,1.19505294623963,0.0155337440973837
