"contrast","collection_date_num","estimate","SE","df","asymp.LCL","asymp.UCL","variant","collection_date","avg_r","r","r_LOWER","r_UPPER","Re","Re_LOWER","Re_UPPER","prob"
"C.37 (lambda)",18749.5,0.0780294773089023,0.0830928453728652,NA,-0.0848295069948693,0.240888461612674,"C.37 (lambda)",2021-05-02,-0.014606439361437,0.0634230379474652,-0.0994359463563063,0.226282022251237,NA,NA,NA,7.93277778105907e-06
"B.1.617.2 (delta)",18749.5,0.0736600297008306,0.00440098061014959,NA,0.0650342662082783,0.0822857931933829,"B.1.617.2 (delta)",2021-05-02,-0.014606439361437,0.0590535903393935,0.0504278268468412,0.0676793538319459,NA,NA,NA,0.00135490828875615
"other",18749.5,0.00400011146509057,0.000395906970199607,NA,0.00322414806227096,0.00477607486791017,"other",2021-05-02,-0.014606439361437,-0.0106063278963465,-0.0113822912991661,-0.00983036449352687,0.950916663423331,0.947385620564618,0.95445584496284,0.107649695839382
"B.1.1.7 (alpha)",18750.5,-0.000433318545157853,7.0765294560237e-05,NA,-0.000572015973851285,-0.00029462111646442,"B.1.1.7 (alpha)",2021-05-03,-0.0140458815030451,-0.0144792000482029,-0.0146178974768964,-0.0143405026195095,0.933373967602174,0.93274946793455,0.933998726138244,0.868201346597996
"B.1.351 (beta)",18750.5,-0.0420015266042943,0.00510145282052994,NA,-0.0520001904013632,-0.0320028628072253,"B.1.351 (beta)",2021-05-03,-0.0140458815030451,-0.0560474081073393,-0.0660460719044083,-0.0460487443102704,NA,NA,NA,0.00627554508337951
"P.1 (gamma)",18750.5,0.000845481547388698,0.00235903908226292,NA,-0.00377815009196904,0.00546911318674643,"P.1 (gamma)",2021-05-03,-0.0140458815030451,-0.0132003999556564,-0.0178240315950141,-0.00857676831629865,0.939144100554982,0.918385572802185,0.960190730581964,0.0159417954758337
"C.37 (lambda)",18750.5,0.0792329316177197,0.0805007323490982,NA,-0.0785456045156113,0.237011467751051,"C.37 (lambda)",2021-05-03,-0.0140458815030451,0.0651870501146746,-0.0925914860186564,0.222965586248006,NA,NA,NA,8.58055704752619e-06
"B.1.617.2 (delta)",18750.5,0.075716192671484,0.00426080130349291,NA,0.0673651755713566,0.0840672097716114,"B.1.617.2 (delta)",2021-05-03,-0.0140458815030451,0.061670311168439,0.0533192940683115,0.0700213282685664,NA,NA,NA,0.00145964267831678
"other",18750.5,0.00476457825040973,0.00039471804402911,NA,0.00399094510006458,0.00553821140075488,"other",2021-05-03,-0.0140458815030451,-0.00928130325263535,-0.0100549364029805,-0.0085076701022902,0.956965042875729,0.953430731586672,0.960507456283624,0.108113089607426
"B.1.1.7 (alpha)",18751.5,-0.000546239877225087,7.05256234283887e-05,NA,-0.000684467559131963,-0.000408012195318211,"B.1.1.7 (alpha)",2021-05-04,-0.0139753590752199,-0.014521598952445,-0.0146598266343519,-0.0143833712705381,0.933183034634962,0.932560728472683,0.933805597902612,0.867785083100073
"B.1.351 (beta)",18751.5,-0.0426441101114016,0.00532923824116184,NA,-0.0530892251291124,-0.0321989950936908,"B.1.351 (beta)",2021-05-04,-0.0139753590752199,-0.0566194691866215,-0.0670645842043323,-0.0461743541689108,NA,NA,NA,0.00601590310911415
"P.1 (gamma)",18751.5,0.000499976740878605,0.00228380812007491,NA,-0.00397620492206835,0.00497615840382556,"P.1 (gamma)",2021-05-04,-0.0139753590752199,-0.0134753823343413,-0.0179515639972883,-0.00899920067139437,0.937901480982125,0.917817064105115,0.958255832422785,0.0159530979633098
"C.37 (lambda)",18751.5,0.0804170655759305,0.0779517127964205,NA,-0.0723654840382636,0.233199615190125,"C.37 (lambda)",2021-05-04,-0.0139753590752199,0.0664417065007106,-0.0863408431134836,0.219224256114905,NA,NA,NA,9.29233801480095e-06
"B.1.617.2 (delta)",18751.5,0.0777414161077217,0.00412359974807587,NA,0.0696593091148345,0.0858235231006088,"B.1.617.2 (delta)",2021-05-04,-0.0139753590752199,0.0637660570325018,0.0556839500396146,0.0718481640253889,NA,NA,NA,0.00157569042958015
"other",18751.5,0.00551570641952288,0.000396128265036289,NA,0.00473930928679342,0.00629210355225235,"other",2021-05-04,-0.0139753590752199,-0.00845965265569705,-0.00923604978842651,-0.00768325552296758,0.960727592102236,0.957172032226716,0.964291319736101,0.108660933059908
"B.1.1.7 (alpha)",18752.5,-0.000660916150133065,7.06637841695057e-05,NA,-0.000799414622116608,-0.000522417678149522,"B.1.1.7 (alpha)",2021-05-05,-0.0143956016901312,-0.0150565178402642,-0.0151950163122478,-0.0149180193682807,0.930776237231075,0.930153708733192,0.93139902368369,0.867270311487371
"B.1.351 (beta)",18752.5,-0.0432811315706975,0.00555839671249136,NA,-0.0541753889389664,-0.0323868742024286,"B.1.351 (beta)",2021-05-05,-0.0143956016901312,-0.0576767332608286,-0.0685709906290976,-0.0467824758925597,NA,NA,NA,0.00576331012381921
"P.1 (gamma)",18752.5,0.000155930005037143,0.0022232450103324,NA,-0.00420155014402273,0.00451341015409702,"P.1 (gamma)",2021-05-05,-0.0143956016901312,-0.014239671685094,-0.0185971518341539,-0.00988219153603415,0.934453078678696,0.914942533355364,0.954219207204522,0.0159588993859486
"C.37 (lambda)",18752.5,0.0815815264951168,0.0754462330668571,NA,-0.0662903730851379,0.229453426075372,"C.37 (lambda)",2021-05-05,-0.0143956016901312,0.0671859248049856,-0.0806859747752691,0.21505782438524,NA,NA,NA,1.00750074008661e-05
"B.1.617.2 (delta)",18752.5,0.079735347321108,0.00398943816020146,NA,0.0719161922085634,0.0875545024336526,"B.1.617.2 (delta)",2021-05-05,-0.0143956016901312,0.0653397456309768,0.0575205905184322,0.0731589007435214,NA,NA,NA,0.0017043917463734
"other",18752.5,0.0062531432839819,0.00039999401601248,NA,0.0054691694185659,0.00703711714939789,"other",2021-05-05,-0.0143956016901312,-0.00814245840614927,-0.00892643227156526,-0.00735848454073327,0.962182552956548,0.958588966595274,0.965784470276797,0.109293012249087
"B.1.1.7 (alpha)",18753.5,-0.000777718928280619,7.11738305862005e-05,NA,-0.000917217072871327,-0.00063822078368991,"B.1.1.7 (alpha)",2021-05-06,-0.0153066093477801,-0.0160843282760607,-0.0162238264206514,-0.01594483013147,0.926162536798207,0.925537442696301,0.926787892282034,0.866655533802438
"B.1.351 (beta)",18753.5,-0.0439129625465691,0.00578823133996086,NA,-0.0552576875070784,-0.0325682375860598,"B.1.351 (beta)",2021-05-06,-0.0153066093477801,-0.0592195718943492,-0.0705642968548585,-0.0478748469338399,NA,NA,NA,0.00551781661845334
"P.1 (gamma)",18753.5,-0.000187030224601397,0.00217788579180499,NA,-0.00445560793898068,0.00408154748977788,"P.1 (gamma)",2021-05-06,-0.0153066093477801,-0.0154936395723815,-0.0197622172867608,-0.0112250618580022,0.928812322415332,0.909769111120292,0.948100440345835,0.0159592141983047
"C.37 (lambda)",18753.5,0.0827259428109065,0.0729847794051101,NA,-0.0603215962427099,0.225773481864523,"C.37 (lambda)",2021-05-06,-0.0153066093477801,0.0674193334631264,-0.07562820559049,0.210466872516743,NA,NA,NA,1.09362388492093e-05
"B.1.617.2 (delta)",18753.5,0.0816976147472913,0.0038583835725728,NA,0.0741353219065076,0.0892599075880749,"B.1.617.2 (delta)",2021-05-06,-0.0153066093477801,0.0663910053995111,0.0588287125587275,0.0739532982402948,NA,NA,NA,0.00184726185486384
"other",18753.5,0.00697651727945093,0.00040612978541458,NA,0.00618051752698937,0.00777251703191249,"other",2021-05-06,-0.0153066093477801,-0.00833009206832917,-0.00912609182079073,-0.00753409231586762,0.961321718045528,0.957675095511118,0.964976927253494,0.110009237287091
"B.1.1.7 (alpha)",18754.5,-0.000897042554573773,7.20466888961946e-05,NA,-0.00103825147001568,-0.00075583363913187,"B.1.1.7 (alpha)",2021-05-07,-0.0167083820481649,-0.0176054246027387,-0.0177466335181806,-0.0174642156872968,0.919360577244174,0.918730701072839,0.919990720777198,0.865938959647059
"B.1.351 (beta)",18754.5,-0.0445399973819307,0.00601815665956491,NA,-0.0563353676879978,-0.0327446270758636,"B.1.351 (beta)",2021-05-07,-0.0167083820481649,-0.0612483794300956,-0.0730437497361627,-0.0494530091240285,NA,NA,NA,0.00527945175591971
"P.1 (gamma)",18754.5,-0.000529298290900968,0.00214800727095404,NA,-0.00473931518050106,0.00368071859869912,"P.1 (gamma)",2021-05-07,-0.0167083820481649,-0.0172376803390659,-0.0214476972286659,-0.0130276634494658,0.92100219137432,0.902316934539268,0.939925201724622,0.0159540564231106
"C.37 (lambda)",18754.5,0.0838499201803784,0.0705678820115156,NA,-0.054460587027464,0.222160427388221,"C.37 (lambda)",2021-05-07,-0.0167083820481649,0.0671415381322135,-0.0711689690756289,0.205452045340056,NA,NA,NA,1.1884585824755e-05
"B.1.617.2 (delta)",18754.5,0.0836278240433373,0.0037305081703228,NA,0.0763161623854722,0.0909394857012024,"B.1.617.2 (delta)",2021-05-07,-0.0167083820481649,0.0669194419951724,0.0596077803373073,0.0742311036530375,NA,NA,NA,0.00200601503727562
"other",18754.5,0.00768543406298441,0.000414320721073444,NA,0.00687338037163179,0.00849748775433703,"other",2021-05-07,-0.0167083820481649,-0.00902294798518047,-0.00983500167653309,-0.00821089429382786,0.958147132596133,0.954434670509259,0.961868524156638,0.11080963255081
"B.1.1.7 (alpha)",18755.5,-0.00101930848483665,7.3270587509983e-05,NA,-0.00116291619748231,-0.000875700772190993,"B.1.1.7 (alpha)",2021-05-08,-0.018600919791287,-0.0196202282761236,-0.0197638359887693,-0.0194766205634779,0.910398635174412,0.909761935979722,0.911035610246125,0.865118488056456
"B.1.351 (beta)",18755.5,-0.0451626575325998,0.00624767867645396,NA,-0.0574078827254284,-0.0329174323397712,"B.1.351 (beta)",2021-05-08,-0.018600919791287,-0.0637635773238868,-0.0760088025167154,-0.0515183521310581,NA,NA,NA,0.00504822465777506
"P.1 (gamma)",18755.5,-0.000871295649705527,0.00213357964633432,NA,-0.0050530349146685,0.00331044361525744,"P.1 (gamma)",2021-05-08,-0.018600919791287,-0.0194722154409925,-0.0236539547059555,-0.0152904761760295,0.911055153622349,0.892619488680446,0.929724782049508,0.0159434392054641
"C.37 (lambda)",18755.5,0.0849530371477103,0.0681961195285015,NA,-0.0487089010135414,0.218614975308962,"C.37 (lambda)",2021-05-08,-0.018600919791287,0.0663521173564233,-0.0673098208048283,0.200014055517675,NA,NA,NA,1.29295855443614e-05
"B.1.617.2 (delta)",18755.5,0.0855255537534304,0.00360588957654319,NA,0.0784581400511774,0.0925929674556834,"B.1.617.2 (delta)",2021-05-08,-0.018600919791287,0.0669246339621434,0.0598572202598904,0.0739920476643965,NA,NA,NA,0.00218259209700937
"other",18755.5,0.00837947217877658,0.00042433576887737,NA,0.00754778935442483,0.00921115500312834,"other",2021-05-08,-0.018600919791287,-0.0102214476125104,-0.0110531304368621,-0.00938976478815862,0.952671090857764,0.948882482655048,0.956469052643006,0.111694326397751
"B.1.1.7 (alpha)",18756.5,-0.00114497012934883,7.483168590097e-05,NA,-0.00129163753861714,-0.000998302720080513,"B.1.1.7 (alpha)",2021-05-09,-0.0209842225771452,-0.022129192706494,-0.0222758601157623,-0.0219825252972257,0.899314542636786,0.898669195898596,0.899960176293149,0.864191686160244
"B.1.351 (beta)",18756.5,-0.0457813964088594,0.0064763786634,NA,-0.0584748653393671,-0.0330879274783518,"B.1.351 (beta)",2021-05-09,-0.0209842225771452,-0.0667656189860046,-0.0794590879165123,-0.054072150055497,NA,NA,NA,0.00482412567737653
"P.1 (gamma)",18756.5,-0.00121347571129182,0.00213424710395896,NA,-0.00539652316916029,0.00296957174657666,"P.1 (gamma)",2021-05-09,-0.0209842225771452,-0.022197698288437,-0.0263807457463055,-0.0180146508305685,0.899013077634922,0.880723604379593,0.917535918805772,0.0159273743183298
"C.37 (lambda)",18756.5,0.0860348403026272,0.0658701239848512,NA,-0.0430682303648691,0.215137910970124,"C.37 (lambda)",2021-05-09,-0.0209842225771452,0.065050617725482,-0.0640524529420143,0.194153688392978,NA,NA,NA,1.40818752032942e-05
"B.1.617.2 (delta)",18756.5,0.0873903504672948,0.0034846111124884,NA,0.0805606381866895,0.0942200627479002,"B.1.617.2 (delta)",2021-05-09,-0.0209842225771452,0.0664061278901497,0.0595764156095444,0.073235840170755,NA,NA,NA,0.00237919174964498
"other",18756.5,0.00905817821654586,0.000435939553792282,NA,0.00820375239167653,0.0099126040414152,"other",2021-05-09,-0.0209842225771452,-0.0119260443605993,-0.0127804701854686,-0.01107161853573,0.944916103194279,0.941043690236008,0.94879836905969,0.112663540219201
"B.1.1.7 (alpha)",18757.5,-0.00127451828687003,7.67148135093548e-05,NA,-0.00142487655842907,-0.00112416001531099,"B.1.1.7 (alpha)",2021-05-10,-0.0238582904057401,-0.0251328086926101,-0.0252831669641692,-0.0249824504210511,0.886155582374161,0.885500011877996,0.886811453352165,0.863155764270958
"B.1.351 (beta)",18757.5,-0.0463967048094682,0.0067039000322416,NA,-0.0595361074286186,-0.0332573021903178,"B.1.351 (beta)",2021-05-10,-0.0238582904057401,-0.0702549952152083,-0.0833943978343587,-0.0571155925960579,NA,NA,NA,0.00460712765477659
"P.1 (gamma)",18757.5,-0.00155632927441006,0.00214934181179703,NA,-0.00576896181599832,0.00265630326717819,"P.1 (gamma)",2021-05-10,-0.0238582904057401,-0.0254146196801502,-0.0296272522217384,-0.0212019871385619,0.884927116807449,0.86668907063775,0.903400953570905,0.0159058716140997
"C.37 (lambda)",18757.5,0.0870948388463601,0.063590586229819,NA,-0.0375404199198739,0.211730097612594,"C.37 (lambda)",2021-05-10,-0.0238582904057401,0.06323654844062,-0.061398710325614,0.187871807206854,NA,NA,NA,1.53533218833907e-05
"B.1.617.2 (delta)",18757.5,0.0892217233861578,0.00336676200795983,NA,0.0826229911060388,0.0958204556662768,"B.1.617.2 (delta)",2021-05-10,-0.0238582904057401,0.0653634329804177,0.0587647007002987,0.0719621652605367,NA,NA,NA,0.002598306503929
"other",18757.5,0.0097210613775224,0.000448901907281173,NA,0.00884122980665996,0.0106008929483848,"other",2021-05-10,-0.0238582904057401,-0.0141372290282177,-0.0150170605990801,-0.0132573974573553,0.934914833924342,0.930953638435735,0.938886450481713,0.113717576634353
"B.1.1.7 (alpha)",18758.5,-0.00140848726789746,7.8904229883956e-05,NA,-0.00156313671669789,-0.00125383781909704,"B.1.1.7 (alpha)",2021-05-11,-0.027223123277072,-0.0286316105449694,-0.0287862599937699,-0.028476961096169,0.870978355512084,0.870311255910835,0.87164577168383,0.862007546989177
"B.1.351 (beta)",18758.5,-0.047009117044928,0.00692993769227818,NA,-0.0605915453368999,-0.0334266887529562,"B.1.351 (beta)",2021-05-11,-0.027223123277072,-0.074232240322,-0.0878146686139719,-0.0606498120300282,NA,NA,NA,0.0043971871490839
"P.1 (gamma)",18758.5,-0.00190039064955525,0.00217792910962157,NA,-0.00616905326529491,0.00236827196618442,"P.1 (gamma)",2021-05-11,-0.027223123277072,-0.0291235139266272,-0.0333921765423669,-0.0248548513108876,0.868857566857552,0.85058789872141,0.887368283366773,0.0158789384162714
"C.37 (lambda)",18758.5,0.0881324984684197,0.0613582618846773,NA,-0.0321274849795245,0.208392481916364,"C.37 (lambda)",2021-05-11,-0.027223123277072,0.0609093751913477,-0.0593506082565965,0.181169358639292,NA,NA,NA,1.67571676586654e-05
"B.1.617.2 (delta)",18758.5,0.0910191381995308,0.00325243753769898,NA,0.0846444777636747,0.097393798635387,"B.1.617.2 (delta)",2021-05-11,-0.027223123277072,0.0637960149224588,0.0574213544866027,0.070170675358315,NA,NA,NA,0.00284276367530618
"other",18758.5,0.0103675873512088,0.000463004652150685,NA,0.00946011490831901,0.0112750597940987,"other",2021-05-11,-0.027223123277072,-0.0168555359258631,-0.017763008368753,-0.0159480634829733,0.922710009932121,0.918657676748636,0.926773394548614,0.114856806602503
"B.1.1.7 (alpha)",18759.5,-0.00154746181681745,8.13843338085257e-05,NA,-0.00170697217998795,-0.00138795145364696,"B.1.1.7 (alpha)",2021-05-12,-0.0310787211911405,-0.0326261830079579,-0.0327856933711284,-0.0324666726447874,0.853848621580073,0.85316897221558,0.854528606136435,0.86074343985765
"B.1.351 (beta)",18759.5,-0.0476192178596213,0.00715422941042767,NA,-0.0616412498411968,-0.0335971858780459,"B.1.351 (beta)",2021-05-12,-0.0310787211911405,-0.0786979390507618,-0.0927199710323372,-0.0646759070691863,NA,NA,NA,0.00419424564442073
"P.1 (gamma)",18759.5,-0.00224624458111866,0.00221887475879824,NA,-0.00659515919456822,0.00210267003233089,"P.1 (gamma)",2021-05-12,-0.0310787211911405,-0.0333249657722591,-0.0376738803857087,-0.0289760511588096,0.850873695994163,0.832503343050765,0.869493000715074,0.0158465788445528
"C.37 (lambda)",18759.5,0.0891472344244151,0.0591739778310558,NA,-0.0268316309464259,0.205126099795256,"C.37 (lambda)",2021-05-12,-0.0310787211911405,0.0580685132332746,-0.0579103521375664,0.174047378604116,NA,NA,NA,1.83081915478119e-05
"B.1.617.2 (delta)",18759.5,0.0927820101630222,0.00314173905339854,NA,0.0866243147695381,0.0989397055565063,"B.1.617.2 (delta)",2021-05-12,-0.0310787211911405,0.0617032889718817,0.0555455935783976,0.0678609843653658,NA,NA,NA,0.0031157722626044
"other",18759.5,0.0109971713932213,0.000478045795640867,NA,0.0100602188508044,0.0119341239356381,"other",2021-05-12,-0.0310787211911405,-0.0200815497979192,-0.0210185023403361,-0.0191445972555023,0.908354300041859,0.90421097400563,0.912509363216941,0.116081655199224
"B.1.1.7 (alpha)",18760.5,-0.00169208495713372,8.41402742010972e-05,NA,-0.00185699686421719,-0.00152717305005024,"B.1.1.7 (alpha)",2021-05-13,-0.0354250841479456,-0.0371171691050793,-0.0372820810121628,-0.0369522571979959,0.834841110741261,0.834148181855897,0.835534395985182,0.859359391035204
"B.1.351 (beta)",18760.5,-0.048227650277048,0.00737654877867789,NA,-0.0626854202134596,-0.0337698803406364,"B.1.351 (beta)",2021-05-13,-0.0354250841479456,-0.0836527344249936,-0.0981105043614052,-0.069194964488582,NA,NA,NA,0.00399823072602219
"P.1 (gamma)",18760.5,-0.00259453409262441,0.0022709215010288,NA,-0.0070454584463585,0.00185639026110967,"P.1 (gamma)",2021-05-13,-0.0354250841479456,-0.03801961824057,-0.0424705425943041,-0.0335686938868359,0.831053547704882,0.812528815740747,0.849837585235007,0.0158087930659124
"C.37 (lambda)",18760.5,0.0901384036908507,0.0570386392423876,NA,-0.0216552749514018,0.201932082333103,"C.37 (lambda)",2021-05-13,-0.0354250841479456,0.0547133195429051,-0.0570803590993475,0.166506998185158,NA,NA,NA,2.00228900973028e-05
"B.1.617.2 (delta)",18760.5,0.0945096962531442,0.00303477387386539,NA,0.0885616487591449,0.100457743747143,"B.1.617.2 (delta)",2021-05-13,-0.0354250841479456,0.0590846121051986,0.0531365646111993,0.0650326595991978,NA,NA,NA,0.00342097651679946
"other",18760.5,0.0116091704800763,0.000493841583514015,NA,0.0106412587623206,0.012577082197832,"other",2021-05-13,-0.0354250841479456,-0.0238159136678693,-0.024783825385625,-0.0228480019501136,0.891910165128601,0.887678327326873,0.896154474057225,0.117392585765964
"B.1.1.7 (alpha)",18761.5,-0.00184306690013928,8.71584413878078e-05,NA,-0.00201389430620803,-0.00167223949407053,"B.1.1.7 (alpha)",2021-05-14,-0.040262212147488,-0.0421052790476272,-0.042276106453696,-0.0419344516415585,0.814039308086676,0.813332660833931,0.814746335427197,0.857850847394817
"B.1.351 (beta)",18761.5,-0.0488351245085111,0.00759669947154415,NA,-0.0637243818741121,-0.0339458671429101,"B.1.351 (beta)",2021-05-14,-0.040262212147488,-0.089097336655999,-0.1039865940216,-0.074208079290398,NA,NA,NA,0.0038090572234374
"P.1 (gamma)",18761.5,-0.00294596939532177,0.00233276268411121,NA,-0.00751810024065873,0.0016261614500152,"P.1 (gamma)",2021-05-14,-0.040262212147488,-0.0432081815428097,-0.0477803123881467,-0.0386360506974728,0.809483715994343,0.790766821324214,0.828472519919577,0.0157655764632554
"C.37 (lambda)",18761.5,0.0911052960564208,0.0549532371451076,NA,-0.0166010695818787,0.19881166169472,"C.37 (lambda)",2021-05-14,-0.040262212147488,0.0508430839089328,-0.0568632817293667,0.158549449547232,NA,NA,NA,2.19196785091039e-05
"B.1.617.2 (delta)",18761.5,0.0962014862585797,0.00293165498813187,NA,0.090455548066744,0.101947424450415,"B.1.617.2 (delta)",2021-05-14,-0.040262212147488,0.0559392741110917,0.0501933359192561,0.0616852123029274,NA,NA,NA,0.00376251713989494
"other",18761.5,0.0122028744004415,0.000510226966620675,NA,0.0112028479219238,0.0132029008789591,"other",2021-05-14,-0.040262212147488,-0.0280593377470465,-0.0290593642255641,-0.0270593112685288,0.873449678922664,0.869133959870185,0.877778644141938,0.118790082100086
"B.1.1.7 (alpha)",18762.5,-0.00200119517539194,9.04268386448386e-05,NA,-0.00217842852237164,-0.00182396182841225,"B.1.1.7 (alpha)",2021-05-15,-0.0453408892036592,-0.0473420843790511,-0.0475193177260308,-0.0471648510320714,0.792549051377141,0.791827961600339,0.793270547679353,0.856212704379665
"B.1.351 (beta)",18762.5,-0.0494424280835561,0.00781451053992691,NA,-0.0647585872986215,-0.0341262688684907,"B.1.351 (beta)",2021-05-15,-0.0453408892036592,-0.0947833172872152,-0.110099476502281,-0.0794671580721499,NA,NA,NA,0.00362662831820695
"P.1 (gamma)",18762.5,-0.00330133801882246,0.00240310423258808,NA,-0.00801133576579086,0.00140865972814595,"P.1 (gamma)",2021-05-15,-0.0453408892036592,-0.0486422272224816,-0.0533522249694501,-0.0439322294755132,0.787268745035234,0.768322530072663,0.806501605343338,0.0157169187125495
"C.37 (lambda)",18762.5,0.0920471239915828,0.052918856467378,NA,-0.0116719287875226,0.195766176770688,"C.37 (lambda)",2021-05-15,-0.0453408892036592,0.0467062347879236,-0.0570128179911818,0.150425287567029,NA,NA,NA,2.40191143471122e-05
"B.1.617.2 (delta)",18762.5,0.0978565926497987,0.00283250051834828,NA,0.092304993647645,0.103408191651952,"B.1.617.2 (delta)",2021-05-15,-0.0453408892036592,0.0525157034461395,0.0469641044439858,0.0580673024482931,NA,NA,NA,0.00414510117212035
"other",18762.5,0.0127774956248065,0.000527054999362593,NA,0.011744486808184,0.0138105044414289,"other",2021-05-15,-0.0453408892036592,-0.0325633935788527,-0.0335964023954752,-0.0315303847622303,0.85411624971274,0.849719843291746,0.85852671518981,0.120274628303111
"B.1.1.7 (alpha)",18763.5,-0.00216734616095636,9.39353484374266e-05,NA,-0.00235145606076894,-0.00198323626114379,"B.1.1.7 (alpha)",2021-05-16,-0.049600454261391,-0.0517678004223473,-0.0519519103221599,-0.0515836905225347,0.774664069819658,0.773925525818097,0.775403050122234,0.854439248877034
"B.1.351 (beta)",18763.5,-0.0500504373802556,0.00802983253933125,NA,-0.0657886199592326,-0.0343122548012785,"B.1.351 (beta)",2021-05-16,-0.049600454261391,-0.0996508916416465,-0.115389074220624,-0.0839127090626695,NA,NA,NA,0.00345083661380383
"P.1 (gamma)",18763.5,-0.00366151634115127,0.00248071078401336,NA,-0.00852362013387758,0.00120058745157504,"P.1 (gamma)",2021-05-16,-0.049600454261391,-0.0532619706025422,-0.0581240743952685,-0.0483998668098159,0.768682899568895,0.749418128529073,0.788251392809546,0.0156628027583587
"C.37 (lambda)",18763.5,0.0929630111182586,0.0509366844924158,NA,-0.0068710559787563,0.192797078215274,"C.37 (lambda)",2021-05-16,-0.049600454261391,0.0433625568568676,-0.0564715102401473,0.143196623953883,NA,NA,NA,2.63441459576788e-05
"B.1.617.2 (delta)",18763.5,0.0994741390487121,0.00273743288163883,NA,0.0941088691906043,0.10483940890682,"B.1.617.2 (delta)",2021-05-16,-0.049600454261391,0.0498736847873212,0.0445084149292134,0.055238954645429,NA,NA,NA,0.0045740817567475
"other",18763.5,0.0133321577750704,0.000544195595013673,NA,0.0122655540082982,0.0143987615418425,"other",2021-05-16,-0.049600454261391,-0.0362682964863206,-0.0373349002530927,-0.0352016927195484,0.838413553936526,0.833926320653277,0.842915709382506,0.121846685848098
"B.1.1.7 (alpha)",18764.5,-0.00234249821284566,9.76759157452426e-05,NA,-0.00253393948986331,-0.00215105693582802,"B.1.1.7 (alpha)",2021-05-17,-0.0529038997322318,-0.0552463979450775,-0.0554378392220951,-0.0550549566680598,0.760783562948307,0.760024171009638,0.761543424596955,0.852524094294431
"B.1.351 (beta)",18764.5,-0.0506601307546227,0.00824253433159002,NA,-0.066815201185874,-0.0345050603233713,"B.1.351 (beta)",2021-05-17,-0.0529038997322318,-0.103564030486854,-0.119719100918106,-0.0874089600556031,NA,NA,NA,0.003281565166036
"P.1 (gamma)",18764.5,-0.00402748271833235,0.00256443570995427,NA,-0.00905368435051112,0.000998718913846427,"P.1 (gamma)",2021-05-17,-0.0529038997322318,-0.0569313824505641,-0.0619575840827429,-0.0519051808183854,0.754115832873971,0.734441820592811,0.774112936647571,0.015603203676924
"C.37 (lambda)",18764.5,0.0938519790804432,0.0490080195773613,NA,-0.0022019742448189,0.189905932405705,"C.37 (lambda)",2021-05-17,-0.0529038997322318,0.0409480793482114,-0.0551058739770507,0.137002032673473,NA,NA,NA,2.89203878103318e-05
"B.1.617.2 (delta)",18764.5,0.101053147099321,0.00264657758409015,NA,0.095865950352213,0.106240343846428,"B.1.617.2 (delta)",2021-05-17,-0.0529038997322318,0.0481492473670889,0.0429620506199812,0.0533364441141966,NA,NA,NA,0.00505554911312817
"other",18764.5,0.0138658824952322,0.000561533953282278,NA,0.0127652961707025,0.0149664688197618,"other",2021-05-17,-0.0529038997322318,-0.0390380172369996,-0.0401386035615293,-0.03793743091247,0.82679214700801,0.822202084275569,0.831398045086976,0.12350666736167
"B.1.1.7 (alpha)",18765.5,-0.00252774661577927,0.000101642673749233,NA,-0.00272696259562012,-0.00232853063593842,"B.1.1.7 (alpha)",2021-05-18,-0.0552512256161828,-0.0577789722319621,-0.057978188211803,-0.0575797562521213,0.750775527598859,0.749991760737451,0.751559801491777,0.850460106947242
"B.1.351 (beta)",18765.5,-0.0512726034913741,0.00845250043205396,NA,-0.0678391999175091,-0.0347060070652392,"B.1.351 (beta)",2021-05-18,-0.0552512256161828,-0.106523829107557,-0.123090425533692,-0.089957232681422,NA,NA,NA,0.00311868847251843
"P.1 (gamma)",18765.5,-0.00440033243508594,0.00265323721413522,NA,-0.00960058181723237,0.000799916947060484,"P.1 (gamma)",2021-05-18,-0.0552512256161828,-0.0596515580512688,-0.0648518074334152,-0.0544513086691224,0.743428293053236,0.723258786526834,0.763942478794594,0.0155380874151781
"C.37 (lambda)",18765.5,0.0947129325934122,0.0471342799224091,NA,0.00233144150826105,0.187094423678563,"C.37 (lambda)",2021-05-18,-0.0552512256161828,0.0394617069772293,-0.0529197841079218,0.13184319806238,NA,NA,NA,3.17764249895187e-05
"B.1.617.2 (delta)",18765.5,0.102592521516896,0.00256006157670133,NA,0.0975748930283568,0.107610150005436,"B.1.617.2 (delta)",2021-05-18,-0.0552512256161828,0.0473412959007133,0.0423236674121739,0.0523589243892528,NA,NA,NA,0.00559643419848806
"other",18765.5,0.01437757450057,0.000578968876393176,NA,0.0132428163546697,0.0155123326464702,"other",2021-05-18,-0.0552512256161828,-0.0408736511156129,-0.0420084092615131,-0.0397388929697126,0.819145332623371,0.814440189993133,0.823867271925688,0.125254906541584
"B.1.1.7 (alpha)",18766.5,-0.00272432060132184,0.000105832036837093,NA,-0.00293174758193306,-0.00251689362071062,"B.1.1.7 (alpha)",2021-05-19,-0.0566424319132428,-0.0593667525145646,-0.0595741794951759,-0.0591593255339534,0.744542865005848,0.743731007785631,0.745355270823003,0.848239322796553
