"date","IC_capaciteit_totaal","kliniek_capaciteit_totaal","IC_bezetting_covid","IC_bezetting_covid_internationaal","IC_bezetting_ontlabeld","IC_bezetting_noncovid","kliniek_bezetting_covid","kliniek_bezetting_ontlabeld","kliniek_bezetting_noncovid","IC_opnames_covid","kliniek_opnames_covid","Kliniek_Bedden_Nederland","IC_Bedden_COVID_Nederland","Totaal_Bezetting","IC_Opnames_7d","Kliniek_Opnames_7d","Totaal_opnames","Totaal_opnames_7d","Totaal_IC","IC_opnames_14d","Kliniek_opnames_14d","OMT_Check_IC","OMT_Check_Kliniek","Kliniek_Bedden_7d","IC_Bedden_7d","Totaal_Bedden_7d","IC_Bedden_14d","Kliniek_Bedden_14d","Totaal_Bedden_14d","OMT_Check_IC_Bezetting","OMT_Check_Kliniek_Bezetting","OMT_Check_Totaal_Bezetting"
2021-07-09,1029,15187,34,0,52,597,47,73,13488,1,14,120,86,206,1,8.42857142857143,15,9.42857142857143,86,1.57142857142857,11.7142857142857,63.6,72,116.714285714286,99.1428571428571,215.857142857143,129.428571428571,177.142857142857,306.571428571429,76.6,65.9,70.4
2021-07-08,1036,15816,41,0,49,606,34,72,13743,1,9,106,90,196,0.857142857142857,8,10,8.85714285714286,90,1.85714285714286,11.4285714285714,46.2,70,119.571428571429,102.285714285714,221.857142857143,135,188,323,75.8,63.6,68.7
2021-07-07,1038,15659,45,0,59,607,25,77,13768,0,8,102,104,206,0.857142857142857,8,8,8.85714285714286,104,1.85714285714286,11.7142857142857,46.2,68.3,127.142857142857,106.428571428571,233.571428571429,140.571428571429,198.714285714286,339.285714285714,75.7,64,68.8
2021-07-06,1043,15709,46,0,57,583,29,80,13764,2,8,109,103,212,0.857142857142857,8.42857142857143,10,9.28571428571429,103,2.57142857142857,13.5714285714286,33.3,62.1,136.571428571429,109.857142857143,246.428571428571,146.571428571429,211.142857142857,357.714285714286,75,64.7,68.9
2021-07-05,1021,15413,47,0,63,575,41,85,13016,3,8,126,110,236,0.571428571428571,9,11,9.57142857142857,110,3.14285714285714,14.5714285714286,18.2,61.8,147,113.285714285714,260.285714285714,154.857142857143,224.714285714286,379.571428571429,73.2,65.4,68.6
2021-07-04,1023,14855,30,0,69,534,36,90,11755,0,4,126,99,225,0.714285714285714,9,4,9.71428571428571,99,3.28571428571429,15.1428571428571,21.7,59.4,156,117.857142857143,273.857142857143,162.714285714286,239.714285714286,402.428571428571,72.4,65.1,68.1
2021-07-03,1026,15175,33,0,69,564,40,88,12436,0,8,128,102,230,1.14285714285714,10.1428571428571,8,11.2857142857143,102,3.42857142857143,18,33.3,56.3,167.142857142857,123.857142857143,291,173.714285714286,255.571428571429,429.285714285714,71.3,65.4,67.8
2021-07-02,1029,15536,39,0,69,577,48,92,13101,0,11,140,108,248,1.57142857142857,11.7142857142857,11,13.2857142857143,108,3.57142857142857,19.5714285714286,44,59.9,177.142857142857,129.428571428571,306.571428571429,184.714285714286,272.285714285714,457,70.1,65.1,67.1
2021-07-01,1028,15879,41,0,78,574,56,103,13796,1,9,159,119,278,1.85714285714286,11.4285714285714,10,13.2857142857143,119,3.85714285714286,22.8571428571429,48.1,50,188,135,323,194.857142857143,286.428571428571,481.285714285714,69.3,65.6,67.1
2021-06-30,1039,15601,49,0,79,586,59,109,13467,0,11,168,128,296,1.85714285714286,11.7142857142857,11,13.5714285714286,128,4.42857142857143,25.8571428571429,41.9,45.3,198.714285714286,140.571428571429,339.285714285714,204.571428571429,302.571428571429,507.142857142857,68.7,65.7,66.9
2021-06-29,1043,15394,51,0,76,577,70,112,13184,0,12,182,127,309,2.57142857142857,13.5714285714286,12,16.1428571428571,127,4.85714285714286,27,52.9,50.3,211.142857142857,146.571428571429,357.714285714286,214.428571428571,318.428571428571,532.857142857143,68.4,66.3,67.1
2021-06-28,1040,14963,57,0,85,516,73,116,12103,4,8,189,142,331,3.14285714285714,14.5714285714286,12,17.7142857142857,142,5.14285714285714,29.8571428571429,61.1,48.8,224.714285714286,154.857142857143,379.571428571429,223.714285714286,335.285714285714,559,69.2,67,67.9
2021-06-27,1038,14522,52,0,89,550,84,120,11578,3,12,204,141,345,3.28571428571429,15.1428571428571,15,18.4285714285714,141,5.57142857142857,31.5714285714286,59,48,239.714285714286,162.714285714286,402.428571428571,233.142857142857,353,586.142857142857,69.8,67.9,68.7
2021-06-26,1040,14915,53,0,88,575,85,113,12260,3,19,198,141,339,3.42857142857143,18,22,21.4285714285714,141,6.14285714285714,30.7142857142857,55.8,58.6,255.571428571429,173.714285714286,429.285714285714,239.857142857143,366.714285714286,606.571428571429,72.4,69.7,70.8
2021-06-25,1041,15305,58,0,89,599,91,125,13044,2,9,216,147,363,3.57142857142857,19.5714285714286,11,23.1428571428571,147,6.28571428571429,33,56.8,59.3,272.285714285714,184.714285714286,457,247.142857142857,379.285714285714,626.428571428571,74.7,71.8,73
2021-06-24,1047,15343,70,0,88,571,96,138,13485,1,11,234,158,392,3.85714285714286,22.8571428571429,12,26.7142857142857,158,6.85714285714286,35.7142857142857,56.2,64,286.428571428571,194.857142857143,481.285714285714,256.142857142857,398.285714285714,654.428571428571,76.1,71.9,73.5
2021-06-23,1044,15217,72,0,98,578,109,146,13357,5,24,255,170,425,4.42857142857143,25.8571428571429,29,30.2857142857143,170,7.71428571428571,36.8571428571429,57.4,70.2,302.571428571429,204.571428571429,507.142857142857,266.285714285714,418.142857142857,684.428571428571,76.8,72.4,74.1
2021-06-22,1044,15112,84,0,101,573,120,157,13292,4,19,277,185,462,4.85714285714286,27,23,31.8571428571429,185,7.42857142857143,39.2857142857143,65.4,68.7,318.428571428571,214.428571428571,532.857142857143,275.571428571429,441.571428571429,717.142857142857,77.8,72.1,74.3
2021-06-21,1063,14933,89,0,108,541,122,172,12443,5,12,294,197,491,5.14285714285714,29.8571428571429,17,35,197,7,40.7142857142857,73.5,73.3,335.285714285714,223.714285714286,559,285.714285714286,473.142857142857,758.857142857143,78.3,70.9,73.7
2021-06-20,1065,15257,100,0,118,565,150,165,12940,4,32,315,218,533,5.57142857142857,31.5714285714286,36,37.1428571428571,218,6.85714285714286,44.5714285714286,81.2,70.8,353,233.142857142857,586.142857142857,297.142857142857,506.285714285714,803.428571428571,78.5,69.7,73
2021-06-19,1065,15257,100,0,118,565,150,165,12940,4,30,315,218,533,6.14285714285714,30.7142857142857,34,36.8571428571429,218,7.28571428571429,47.5714285714286,84.3,64.6,366.714285714286,239.857142857143,606.571428571429,308.428571428571,541,849.428571428571,77.8,67.8,71.4
2021-06-18,1065,15257,100,0,118,565,150,165,12940,4,32,315,218,533,6.28571428571429,33,36,39.2857142857143,218,7.57142857142857,51.8571428571429,83,63.6,379.285714285714,247.142857142857,626.428571428571,320.142857142857,577.428571428571,897.571428571429,77.2,65.7,69.8
2021-06-17,1072,15261,107,0,119,580,165,182,13171,5,32,347,226,573,6.85714285714286,35.7142857142857,37,42.5714285714286,226,8.42857142857143,53.5714285714286,81.4,66.7,398.285714285714,256.142857142857,654.428571428571,333.857142857143,611.714285714286,945.571428571429,76.7,65.1,69.2
2021-06-16,1066,15328,122,0,117,602,176,190,13220,8,32,366,239,605,7.71428571428571,36.8571428571429,40,44.5714285714286,239,8.28571428571429,58.4285714285714,93.1,63.1,418.142857142857,266.285714285714,684.428571428571,347.714285714286,642.857142857143,990.571428571429,76.6,65,69.1
2021-06-15,1089,15205,133,0,117,541,194,201,13078,6,39,395,250,645,7.42857142857143,39.2857142857143,45,46.7142857142857,250,8.57142857142857,61.2857142857143,86.7,64.1,441.571428571429,275.571428571429,717.142857142857,364.285714285714,677,1041.28571428571,75.6,65.2,68.9
2021-06-14,1099,14925,143,0,120,524,220,198,12135,8,24,418,263,681,7,40.7142857142857,32,47.7142857142857,263,9,65.2857142857143,77.8,62.4,473.142857142857,285.714285714286,758.857142857143,382.285714285714,702.285714285714,1084.57142857143,74.7,67.4,70
2021-06-13,1110,14565,147,0,118,526,224,187,11538,8,26,411,265,676,6.85714285714286,44.5714285714286,34,51.4285714285714,265,9.42857142857143,65.8571428571429,72.7,67.7,506.285714285714,297.142857142857,803.428571428571,401.428571428571,730.857142857143,1132.28571428571,74,69.3,71
2021-06-12,1118,14812,149,0,120,541,221,182,12150,5,46,403,269,672,7.28571428571429,47.5714285714286,51,54.8571428571429,269,9.85714285714286,69.8571428571429,73.9,68.1,541,308.428571428571,849.428571428571,421.714285714286,757.571428571429,1179.28571428571,73.1,71.4,72
2021-06-11,1116,15228,159,0,122,565,250,198,12899,8,51,448,281,729,7.57142857142857,51.8571428571429,59,59.4285714285714,281,11.2857142857143,72.2857142857143,67.1,71.7,577.428571428571,320.142857142857,897.571428571429,442.857142857143,785.428571428571,1228.28571428571,72.3,73.5,73.1
2021-06-10,1119,15411,178,0,119,554,267,219,13020,11,40,486,297,783,8.42857142857143,53.5714285714286,51,62,297,13.1428571428571,76.5714285714286,64.1,70,611.714285714286,333.857142857143,945.571428571429,463.428571428571,818.428571428571,1281.85714285714,72,74.7,73.8
2021-06-09,1121,15309,193,0,111,531,296,234,13077,6,49,530,304,834,8.28571428571429,58.4285714285714,55,66.7142857142857,304,13.7142857142857,75.8571428571429,60.4,77,642.857142857143,347.714285714286,990.571428571429,484.428571428571,856.571428571429,1341,71.8,75.1,73.9
2021-06-08,1144,15224,209,0,112,516,362,254,12513,3,49,616,321,937,8.57142857142857,61.2857142857143,52,69.8571428571429,321,14.7142857142857,79.2857142857143,58.3,77.3,677,364.285714285714,1041.28571428571,504.285714285714,898,1402.28571428571,72.2,75.4,74.3
2021-06-07,1141,15025,227,0,116,468,391,259,12206,7,51,650,343,993,9,65.2857142857143,58,74.2857142857143,343,16.4285714285714,83.2857142857143,54.8,78.4,702.285714285714,382.285714285714,1084.57142857143,523.142857142857,942.142857142857,1465.28571428571,73.1,74.5,74
2021-06-06,1209,14386,230,0,114,503,398,256,11447,11,47,654,344,998,9.42857142857143,65.8571428571429,58,75.2857142857143,344,17.7142857142857,88.5714285714286,53.2,74.4,730.857142857143,401.428571428571,1132.28571428571,540.428571428571,977.428571428571,1517.85714285714,74.3,74.8,74.6
2021-06-05,1205,14866,247,0,104,531,408,250,12187,7,76,658,351,1009,9.85714285714286,69.8571428571429,83,79.7142857142857,351,19.5714285714286,91.5714285714286,50.4,76.3,757.571428571429,421.714285714286,1179.28571428571,558.142857142857,1015,1573.14285714286,75.6,74.6,75
