"date","IC_capaciteit_totaal","kliniek_capaciteit_totaal","IC_bezetting_covid","IC_bezetting_covid_internationaal","IC_bezetting_ontlabeld","IC_bezetting_noncovid","kliniek_bezetting_covid","kliniek_bezetting_ontlabeld","kliniek_bezetting_noncovid","IC_opnames_covid","kliniek_opnames_covid","Kliniek_Bedden_Nederland","IC_Bedden_COVID_Nederland","Totaal_Bezetting","IC_Opnames_7d","Kliniek_Opnames_7d","Totaal_opnames","Totaal_opnames_7d","Totaal_IC","IC_opnames_14d","Kliniek_opnames_14d","OMT_Check_IC","OMT_Check_Kliniek","Kliniek_Bedden_7d","IC_Bedden_7d","Totaal_Bedden_7d","IC_Bedden_14d","Kliniek_Bedden_14d","Totaal_Bedden_14d","OMT_Check_IC_Bezetting","OMT_Check_Kliniek_Bezetting","OMT_Check_Totaal_Bezetting"
2022-09-14,997,15040,19,0,11,637,275,154,13025,3,66,429,30,459,3.6,52.4,69,56,30,3,46.8,120,112,420.8,29.6,450.4,29.4,427,456.4,100.7,98.5,98.7
2022-09-13,1001,14991,16,0,13,650,275,169,12923,5,52,444,29,473,3.6,47.8,57,51.4,29,3,46.8,120,102.1,418,29.2,447.2,29.4,436.2,465.6,99.3,95.8,96
2022-09-12,996,14719,21,0,8,581,289,159,12158,2,53,448,29,477,3,49.4,55,52.4,29,3.6,43.8,83.3,112.8,417.6,28.8,446.4,30.2,443.8,474,95.4,94.1,94.2
2022-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,49.6,NA,52.8,NA,3.2,42.8,100,115.9,412,28.8,440.8,30.4,458,488.4,94.7,90,90.3
2022-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,49.6,NA,52.8,NA,3.2,42.8,100,115.9,412,28.8,440.8,30.4,458,488.4,94.7,90,90.3
2022-09-09,996,14624,22,0,9,629,225,161,12708,4,45,386,31,417,3.2,49.6,49,52.8,31,3.2,42.8,100,115.9,412,28.8,440.8,30.4,458,488.4,94.7,90,90.3
2022-09-08,1005,14623,20,0,9,655,232,165,12681,4,46,397,29,426,3,48,50,51,29,3.2,47,93.8,102.1,418.8,28.6,447.4,31.2,478.2,509.4,91.7,87.6,87.8
2022-09-07,1006,14847,18,0,10,643,236,179,12941,3,43,415,28,443,3,46.8,46,49.8,28,2.6,51.4,115.4,91.1,427,29.4,456.4,30.6,495,525.6,96.1,86.3,86.8
2022-09-06,999,14598,16,0,11,615,248,194,12716,2,60,442,27,469,3,46.8,62,49.8,27,2.4,56,125,83.6,436.2,29.4,465.6,31.4,508.2,539.6,93.6,85.8,86.3
2022-09-05,992,13926,16,0,13,526,234,186,11425,3,54,420,29,449,3.6,43.8,57,47.4,29,1.8,57,200,76.8,443.8,30.2,474,33.4,520,553.4,90.4,85.3,85.7
2022-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,42.8,NA,46,NA,2.8,60,114.3,71.3,458,30.4,488.4,36,535,571,84.4,85.6,85.5
2022-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,42.8,NA,46,NA,2.8,60,114.3,71.3,458,30.4,488.4,36,535,571,84.4,85.6,85.5
2022-09-02,1006,14211,11,0,19,628,219,201,12098,3,37,420,30,450,3.2,42.8,40,46,30,2.8,60,114.3,71.3,458,30.4,488.4,36,535,571,84.4,85.6,85.5
2022-09-01,982,14439,19,0,14,589,242,196,12384,4,40,438,33,471,3.2,47,44,50.2,33,2.8,62.8,114.3,74.8,478.2,31.2,509.4,37.8,551.2,589,82.5,86.8,86.5
2022-08-31,995,14404,17,0,11,609,260,201,12320,3,43,461,28,489,2.6,51.4,46,54,28,3,64.4,86.7,79.8,495,30.6,525.6,39.8,574.4,614.2,76.9,86.2,85.6
2022-08-30,992,14338,19,0,12,608,279,201,12178,5,45,480,31,511,2.4,56,50,58.4,31,3.6,66,66.7,84.8,508.2,31.4,539.6,42.2,598.2,640.4,74.4,85,84.3
2022-08-29,978,13978,18,0,12,583,286,205,11395,1,49,491,30,521,1.8,57,50,58.8,30,4,74.6,45,76.4,520,33.4,553.4,42.4,621.8,664.2,78.8,83.6,83.3
2022-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,60,NA,62.8,NA,3.4,76.8,82.4,78.1,535,36,571,42.6,637,679.6,84.5,84,84
2022-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,60,NA,62.8,NA,3.4,76.8,82.4,78.1,535,36,571,42.6,637,679.6,84.5,84,84
2022-08-26,993,14035,17,0,17,627,307,214,12066,3,58,521,34,555,2.8,60,61,62.8,34,3.4,76.8,82.4,78.1,535,36,571,42.6,637,679.6,84.5,84,84
2022-08-25,991,14099,16,0,14,613,314,208,12140,1,62,522,30,552,2.8,62.8,63,65.6,30,3.8,78,73.7,80.5,551.2,37.8,589,42.6,643.8,686.4,88.7,85.6,85.8
2022-08-24,995,14106,19,0,13,638,308,219,12167,2,66,527,32,559,3,64.4,68,67.4,32,4.8,80,62.5,80.5,574.4,39.8,614.2,41.8,647,688.8,95.2,88.8,89.2
2022-08-23,993,13958,23,0,18,591,305,234,12042,2,50,539,41,580,3.6,66,52,69.6,41,4.6,79.4,78.3,83.1,598.2,42.2,640.4,39.6,658.6,698.2,106.6,90.8,91.7
2022-08-22,977,13434,28,0,15,549,330,236,11096,6,64,566,43,609,4,74.6,70,78.6,43,4,78,100,95.6,621.8,42.4,664.2,39.4,677.2,716.6,107.6,91.8,92.7
2022-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,76.8,NA,80.2,NA,4.8,79.8,70.8,96.2,637,42.6,679.6,40.2,703.8,744,106,90.5,91.3
2022-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,76.8,NA,80.2,NA,4.8,79.8,70.8,96.2,637,42.6,679.6,40.2,703.8,744,106,90.5,91.3
2022-08-19,975,13717,26,0,17,625,354,248,11808,3,72,602,43,645,3.4,76.8,75,80.2,43,4.8,79.8,70.8,96.2,637,42.6,679.6,40.2,703.8,744,106,90.5,91.3
2022-08-18,974,14001,27,0,13,617,376,262,11991,2,70,638,40,678,3.8,78,72,81.8,40,5.2,86.6,73.1,90.1,643.8,42.6,686.4,39.6,743.8,783.4,107.6,86.6,87.6
2022-08-17,957,13852,30,0,14,604,397,249,11901,5,74,646,44,690,4.8,80,79,84.8,44,4.4,93.4,109.1,85.7,647,41.8,688.8,39.4,779.2,818.6,106.1,83,84.1
2022-08-16,950,13698,28,0,14,595,412,245,11717,4,93,657,42,699,4.6,79.4,97,84,42,4.4,98,104.5,81,658.6,39.6,698.2,41.4,806.2,847.6,95.7,81.7,82.4
2022-08-15,951,13240,30,0,14,591,390,252,10970,3,75,642,44,686,4,78,78,82,44,5.4,104.4,74.1,74.7,677.2,39.4,716.6,42,823.6,865.6,93.8,82.2,82.8
2022-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,79.8,NA,84.6,NA,4.6,105.6,104.3,75.6,703.8,40.2,744,40.6,838.8,879.4,99,83.9,84.6
2022-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,79.8,NA,84.6,NA,4.6,105.6,104.3,75.6,703.8,40.2,744,40.6,838.8,879.4,99,83.9,84.6
2022-08-12,950,13418,28,0,15,590,386,250,11346,5,78,636,43,679,4.8,79.8,83,84.6,43,4.6,105.6,104.3,75.6,703.8,40.2,744,40.6,838.8,879.4,99,83.9,84.6
2022-08-11,951,13518,28,0,8,601,395,259,11446,7,80,654,36,690,5.2,86.6,87,91.8,36,4,102.2,130,84.7,743.8,39.6,783.4,41,850.6,891.6,96.6,87.4,87.9
2022-08-10,963,13559,26,0,7,601,432,272,11391,4,71,704,33,737,4.4,93.4,75,97.8,33,4.8,102.6,91.7,91,779.2,39.4,818.6,42.4,879.4,921.8,92.9,88.6,88.8
2022-08-09,957,13527,35,0,6,594,467,283,11359,1,86,750,41,791,4.4,98,87,102.4,41,5.2,105.2,84.6,93.2,806.2,41.4,847.6,41.8,919.2,961,99,87.7,88.2
2022-08-08,943,13169,39,0,9,534,488,287,10847,7,84,775,48,823,5.4,104.4,91,109.8,48,5,113.2,108,92.2,823.6,42,865.6,42.2,961,1003.2,99.5,85.7,86.3
2022-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,105.6,NA,110.2,NA,6.4,122.2,71.9,86.4,838.8,40.6,879.4,43.6,1006,1049.6,93.1,83.4,83.8
2022-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,105.6,NA,110.2,NA,6.4,122.2,71.9,86.4,838.8,40.6,879.4,43.6,1006,1049.6,93.1,83.4,83.8
2022-08-05,963,13510,34,0,6,578,553,283,11444,7,112,836,40,876,4.6,105.6,119,110.2,40,6.4,122.2,71.9,86.4,838.8,40.6,879.4,43.6,1006,1049.6,93.1,83.4,83.8
2022-08-04,960,13548,29,0,6,617,546,285,11456,3,114,831,35,866,4,102.2,117,106.2,35,8.2,132.8,48.8,77,850.6,41,891.6,44,1040.8,1084.8,93.2,81.7,82.2
2022-08-03,953,13675,33,0,10,598,544,295,11572,4,94,839,43,882,4.8,102.6,98,107.4,43,8.6,143.2,55.8,71.6,879.4,42.4,921.8,43.2,1063.2,1106.4,98.1,82.7,83.3
2022-08-02,957,13520,37,0,7,583,544,293,11423,6,118,837,44,881,5.2,105.2,124,110.4,44,8.8,152.2,59.1,69.1,919.2,41.8,961,43.4,1077.2,1120.6,96.3,85.3,85.8
2022-08-01,960,13440,37,0,4,566,557,294,10927,3,90,851,41,892,5,113.2,93,118.2,41,9.4,151.2,53.2,74.9,961,42.2,1003.2,43,1084.2,1127.2,98.1,88.6,89
2022-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,122.2,NA,128.6,NA,8.8,150.2,72.7,81.4,1006,43.6,1049.6,42.4,1081.4,1123.8,102.8,93,93.4
2022-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,122.2,NA,128.6,NA,8.8,150.2,72.7,81.4,1006,43.6,1049.6,42.4,1081.4,1123.8,102.8,93,93.4
2022-07-29,976,13733,35,0,7,611,620,275,11531,4,95,895,42,937,6.4,122.2,99,128.6,42,8.8,150.2,72.7,81.4,1006,43.6,1049.6,42.4,1081.4,1123.8,102.8,93,93.4
2022-07-28,982,13990,34,0,8,606,682,293,11870,7,116,975,42,1017,8.2,132.8,123,141,42,6.8,145.2,120.6,91.5,1040.8,44,1084.8,42.8,1059.4,1102.2,102.8,98.2,98.4
2022-07-27,987,13995,37,0,3,612,726,312,11995,6,107,1038,40,1078,8.6,143.2,113,151.8,40,6.6,139.2,130.3,102.9,1063.2,43.2,1106.4,44.8,1044.2,1089,96.4,101.8,101.6
2022-07-26,973,13842,37,0,9,601,767,279,11740,5,158,1046,46,1092,8.8,152.2,163,161,46,6,139.8,146.7,108.9,1077.2,43.4,1120.6,45.4,1022.6,1068,95.6,105.3,104.9
2022-07-25,979,14031,42,0,6,578,816,260,11585,10,135,1076,48,1124,9.4,151.2,145,160.6,48,6.2,144.2,151.6,104.9,1084.2,43,1127.2,46,998.6,1044.6,93.5,108.6,107.9
2022-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,150.2,NA,159,NA,6,147,146.7,102.2,1081.4,42.4,1123.8,45.8,971.4,1017.2,92.6,111.3,110.5
2022-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,150.2,NA,159,NA,6,147,146.7,102.2,1081.4,42.4,1123.8,45.8,971.4,1017.2,92.6,111.3,110.5
2022-07-22,981,14135,39,0,5,616,815,254,11960,13,148,1069,44,1113,8.8,150.2,161,159,44,6,147,146.7,102.2,1081.4,42.4,1123.8,45.8,971.4,1017.2,92.6,111.3,110.5
2022-07-21,992,14189,34,0,4,651,833,254,12011,9,168,1087,38,1125,6.8,145.2,177,152,38,6,145.4,113.3,99.9,1059.4,42.8,1102.2,43.6,941.8,985.4,98.2,112.5,111.9
2022-07-20,993,14240,37,0,4,648,822,286,12117,7,152,1108,41,1149,6.6,139.2,159,145.8,41,5,141.6,132,98.3,1044.2,44.8,1089,41,905,946,109.3,115.4,115.1
2022-07-19,994,14256,39,0,5,645,813,268,11750,8,153,1081,44,1125,6,139.8,161,145.8,44,4.4,127.8,136.4,109.4,1022.6,45.4,1068,40.6,865.2,905.8,111.8,118.2,117.9
2022-07-18,978,14055,41,0,4,616,805,257,11446,7,130,1062,45,1107,6.2,144.2,137,150.4,45,4.8,121.6,129.2,118.6,998.6,46,1044.6,40.2,837.4,877.6,114.4,119.3,119
2022-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,147,NA,153,NA,5,117.6,120,125,971.4,45.8,1017.2,39.2,810,849.2,116.8,119.9,119.8
2022-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,147,NA,153,NA,5,117.6,120,125,971.4,45.8,1017.2,39.2,810,849.2,116.8,119.9,119.8
2022-07-15,992,14419,37,0,9,644,728,231,12285,3,123,959,46,1005,6,147,126,153,46,5,117.6,120,125,971.4,45.8,1017.2,39.2,810,849.2,116.8,119.9,119.8
2022-07-14,996,14655,41,0,7,680,787,224,12310,8,138,1011,48,1059,6,145.4,146,151.4,48,5,116,120,125.3,941.8,43.6,985.4,40.4,791.2,831.6,107.9,119,118.5
2022-07-13,1004,14413,38,0,6,660,788,212,12355,4,155,1000,44,1044,5,141.6,159,146.6,44,5.4,114,92.6,124.2,905,41,946,40.6,764.6,805.2,101,118.4,117.5
2022-07-12,1007,14366,39,0,8,659,747,214,12219,9,175,961,47,1008,4.4,127.8,184,132.2,47,6,111.8,73.3,114.3,865.2,40.6,905.8,40,739.4,779.4,101.5,117,116.2
2022-07-11,993,14134,39,0,5,611,738,188,11639,6,144,926,44,970,4.8,121.6,150,126.4,44,5.4,106.4,88.9,114.3,837.4,40.2,877.6,38,713.4,751.4,105.8,117.4,116.8
2022-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,117.6,NA,122.6,NA,5,100,100,117.6,810,39.2,849.2,37.6,685.2,722.8,104.3,118.2,117.5
2022-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,117.6,NA,122.6,NA,5,100,100,117.6,810,39.2,849.2,37.6,685.2,722.8,104.3,118.2,117.5
2022-07-08,998,14810,26,0,9,671,637,174,12800,3,115,811,35,846,5,117.6,118,122.6,35,5,100,100,117.6,810,39.2,849.2,37.6,685.2,722.8,104.3,118.2,117.5
2022-07-07,1008,14936,23,0,12,691,648,179,12879,3,119,827,35,862,5,116,122,121,35,4.8,97.8,104.2,118.6,791.2,40.4,831.6,34.8,655,689.8,116.1,120.8,120.6
2022-07-06,1011,14978,30,0,12,676,617,184,12714,1,86,801,42,843,5.4,114,87,119.4,42,4.4,92.8,122.7,122.8,764.6,40.6,805.2,32.6,628.8,661.4,124.5,121.6,121.7
2022-07-05,1008,14953,32,0,13,657,632,190,13049,11,144,822,45,867,6,111.8,155,117.8,45,4.4,92.4,136.4,121,739.4,40,779.4,29.6,609.8,639.4,135.1,121.3,121.9
2022-07-04,1012,14539,28,0,11,623,622,167,12096,7,124,789,39,828,5.4,106.4,131,111.8,39,3.2,85.4,168.8,124.6,713.4,38,751.4,27,588,615,140.7,121.3,122.2
2022-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,100,NA,105,NA,3,80.8,166.7,123.8,685.2,37.6,722.8,24,564,588,156.7,121.5,122.9
2022-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,100,NA,105,NA,3,80.8,166.7,123.8,685.2,37.6,722.8,24,564,588,156.7,121.5,122.9
2022-07-01,1001,14861,35,0,6,638,569,148,12871,3,107,717,41,758,5,100,110,105,41,3,80.8,166.7,123.8,685.2,37.6,722.8,24,564,588,156.7,121.5,122.9
2022-06-30,992,14954,29,0,7,643,549,145,12816,5,109,694,36,730,4.8,97.8,114,102.6,36,3.2,75.8,150,129,655,34.8,689.8,23.2,538,561.2,150,121.7,122.9
2022-06-29,996,14908,31,0,8,654,522,153,12924,4,75,675,39,714,4.4,92.8,79,97.2,39,2.8,71.8,157.1,129.2,628.8,32.6,661.4,23,507.2,530.2,141.7,124,124.7
2022-06-28,1006,14782,30,0,5,666,559,133,12867,8,117,692,35,727,4.4,92.4,125,96.8,35,3.2,67.6,137.5,136.7,609.8,29.6,639.4,23.8,475,498.8,124.4,128.4,128.2
2022-06-27,1006,14393,32,0,5,629,513,135,11819,5,92,648,37,685,3.2,85.4,97,88.6,37,4,59.2,80,144.3,588,27,615,25.2,439.2,464.4,107.1,133.9,132.4
2022-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,80.8,NA,83.8,NA,3.8,54.6,78.9,148,564,24,588,26,415.6,441.6,92.3,135.7,133.2
2022-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,80.8,NA,83.8,NA,3.8,54.6,78.9,148,564,24,588,26,415.6,441.6,92.3,135.7,133.2
2022-06-24,995,14918,22,0,5,666,446,120,13005,2,96,566,27,593,3,80.8,98,83.8,27,3.8,54.6,78.9,148,564,24,588,26,415.6,441.6,92.3,135.7,133.2
2022-06-23,1003,15117,22,0,3,674,438,125,13110,3,84,563,25,588,3.2,75.8,87,79,25,4.4,49.4,72.7,153.4,538,23.2,561.2,25.6,396.4,422,90.6,135.7,133
2022-06-22,1009,15143,19,0,5,657,456,124,13185,4,73,580,24,604,2.8,71.8,77,74.6,24,5,45.2,56,158.8,507.2,23,530.2,25,384.2,409.2,92,132,129.6
2022-06-21,994,15123,15,0,7,646,451,132,13328,2,82,583,22,605,3.2,67.6,84,70.8,22,4,41.8,80,161.7,475,23.8,498.8,23.8,369,392.8,100,128.7,127
2022-06-20,1006,14839,17,0,5,611,416,112,12055,4,69,528,22,550,4,59.2,73,63.2,22,3.8,42,105.3,141,439.2,25.2,464.4,22.2,356.2,378.4,113.5,123.3,122.7
2022-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,54.6,NA,58.4,NA,4,41,95,133.2,415.6,26,441.6,21.25,342.75,364,122.4,121.3,121.3
2022-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,54.6,NA,58.4,NA,4,41,95,133.2,415.6,26,441.6,21.25,342.75,364,122.4,121.3,121.3
2022-06-17,1001,15018,17,0,6,659,317,119,12772,3,71,436,23,459,3.8,54.6,74,58.4,23,4,41,95,133.2,415.6,26,441.6,21.25,342.75,364,122.4,121.3,121.3
2022-06-16,999,15131,17,0,7,660,297,112,12760,1,64,409,24,433,4.4,49.4,65,53.8,24,2.5,38.5,176,128.3,396.4,25.6,422,21,333,354,121.9,119,119.2
2022-06-15,1000,15285,22,0,6,646,287,132,13117,6,52,419,28,447,5,45.2,58,50.2,28,2,36.5,250,123.8,384.2,25,409.2,22,320.25,342.25,113.6,120,119.6
2022-06-14,994,15066,22,0,7,638,285,119,12753,6,40,404,29,433,4,41.8,46,45.8,29,2.75,35.5,145.5,117.7,369,23.8,392.8,22.5,311.25,333.75,105.8,118.6,117.7
2022-06-13,993,14760,20,0,6,581,289,121,12277,3,46,410,26,436,3.8,42,49,45.8,26,1.5,34.25,253.3,122.6,356.2,22.2,378.4,22,308.75,330.75,100.9,115.4,114.4
2022-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,41,NA,45,NA,2.2,33.4,181.8,122.8,342.75,21.25,364,22.6,312.8,335.4,94,109.6,108.5
2022-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,41,NA,45,NA,2.2,33.4,181.8,122.8,342.75,21.25,364,22.6,312.8,335.4,94,109.6,108.5
2022-06-10,989,15027,16,0,5,654,227,113,13009,6,45,340,21,361,4,41,51,45,21,2.2,33.4,181.8,122.8,342.75,21.25,364,22.6,312.8,335.4,94,109.6,108.5
2022-06-09,1007,15239,14,0,7,676,229,119,13005,4,43,348,21,369,2.5,38.5,47,41,21,2.6,31.8,96.2,121.1,333,21,354,23.4,321.8,345.2,89.7,103.5,102.5
2022-06-08,1003,15148,12,0,10,642,222,121,13026,1,35,343,22,365,2,36.5,36,38.5,22,2.75,31,72.7,117.7,320.25,22,342.25,23,328,351,95.7,97.6,97.5
2022-06-07,999,14767,14,0,7,569,224,116,12129,5,41,340,21,361,2.75,35.5,46,38.25,21,2.75,33.5,100,106,311.25,22.5,333.75,24.25,348,372.25,92.8,89.4,89.7
2022-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,34.25,NA,35.75,NA,3.25,33.75,46.2,101.5,308.75,22,330.75,28.25,362.75,391,77.9,85.1,84.6
2022-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,33.4,NA,35.6,NA,3.5,32,62.9,104.4,312.8,22.6,335.4,29.5,384.75,414.25,76.6,81.3,81
2022-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,33.4,NA,35.6,NA,3.5,32,62.9,104.4,312.8,22.6,335.4,29.5,384.75,414.25,76.6,81.3,81
2022-06-03,1013,15061,13,0,7,658,171,130,13120,0,35,301,20,321,2.2,33.4,35,35.6,20,3.5,32,62.9,104.4,312.8,22.6,335.4,29.5,384.75,414.25,76.6,81.3,81
2022-06-02,1007,15094,16,0,9,631,169,128,13063,2,35,297,25,322,2.6,31.8,37,34.4,25,3.25,34.75,80,91.5,321.8,23.4,345.2,29.75,403.25,433,78.7,79.8,79.7
2022-06-01,999,15305,13,0,11,637,166,141,13209,4,31,307,24,331,2.75,31,35,33.75,24,3.6,34.6,76.4,89.6,328,23,351,29,415.2,444.2,79.3,79,79
2022-05-31,998,15299,11,0,8,624,178,152,13173,0,36,330,19,349,2.75,33.5,36,36.25,19,3.6,35.8,76.4,93.6,348,24.25,372.25,29.8,437,466.8,81.4,79.6,79.7
2022-05-30,996,14980,15,0,10,585,173,156,12247,5,30,329,25,354,3.25,33.75,35,37,25,3.6,38.4,90.3,87.9,362.75,28.25,391,29.2,457.6,486.8,96.7,79.3,80.3
2022-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,32,NA,35.5,NA,2.8,40.8,125,78.4,384.75,29.5,414.25,29.4,472,501.4,100.3,81.5,82.6
2022-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,32,NA,35.5,NA,2.8,40.8,125,78.4,384.75,29.5,414.25,29.4,472,501.4,100.3,81.5,82.6
2022-05-27,987,14982,12,0,12,599,189,157,12381,2,27,346,24,370,3.5,32,29,35.5,24,2.8,40.8,125,78.4,384.75,29.5,414.25,29.4,472,501.4,100.3,81.5,82.6
2022-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,34.75,NA,38,NA,2.8,41.8,116.1,83.1,403.25,29.75,433,32.4,491,523.4,91.8,82.1,82.7
2022-05-25,995,15533,18,0,11,647,204,183,13441,4,41,387,29,416,3.6,34.6,45,38.2,29,2.4,43.2,150,80.1,415.2,29,444.2,35.6,510,545.6,81.5,81.4,81.4
2022-05-24,1008,15459,18,0,17,665,196,193,13176,2,37,389,35,424,3.6,35.8,39,39.4,35,2,43.4,180,82.5,437,29.8,466.8,37.4,532.6,570,79.7,82.1,81.9
2022-05-23,1000,14986,20,0,10,566,220,197,12271,6,23,417,30,447,3.6,38.4,29,42,30,1.6,42.2,225,91,457.6,29.2,486.8,38.8,558.2,597,75.3,82,81.5
2022-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,40.8,NA,43.6,NA,2.6,46.4,107.7,87.9,472,29.4,501.4,40.6,580.8,621.4,72.4,81.3,80.7
2022-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,40.8,NA,43.6,NA,2.6,46.4,107.7,87.9,472,29.4,501.4,40.6,580.8,621.4,72.4,81.3,80.7
2022-05-20,990,14828,15,0,10,630,228,192,12654,1,38,420,25,445,2.8,40.8,39,43.6,25,2.6,46.4,107.7,87.9,472,29.4,501.4,40.6,580.8,621.4,72.4,81.3,80.7
2022-05-19,1010,15471,16,0,10,660,242,221,13138,5,34,463,26,489,2.8,41.8,39,44.6,26,2.8,48,100,87.1,491,32.4,523.4,40.8,603.2,644,79.4,81.4,81.3
2022-05-18,1010,15122,22,0,11,691,262,234,13354,4,47,496,33,529,2.4,43.2,51,45.6,33,2.75,49.75,87.3,86.8,510,35.6,545.6,40.5,614.5,655,87.9,83,83.3
2022-05-17,1021,15210,20,0,12,667,248,244,13159,2,50,492,32,524,2,43.4,52,45.4,32,3.75,48.25,53.3,89.9,532.6,37.4,570,42.25,622.75,665,88.5,85.5,85.7
2022-05-16,1002,14494,19,0,12,614,243,246,12169,2,35,489,31,520,1.6,42.2,37,43.8,31,4.5,52.25,35.6,80.8,558.2,38.8,597,46.5,648.25,694.75,83.4,86.1,85.9
2022-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,46.4,NA,49,NA,4.25,55,61.2,84.4,580.8,40.6,621.4,51,694,745,79.6,83.7,83.4
2022-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,46.4,NA,49,NA,4.25,55,61.2,84.4,580.8,40.6,621.4,51,694,745,79.6,83.7,83.4
2022-05-13,1021,15214,27,0,13,677,265,250,13047,1,43,515,40,555,2.6,46.4,44,49,40,4.25,55,61.2,84.4,580.8,40.6,621.4,51,694,745,79.6,83.7,83.4
2022-05-12,1021,15361,31,0,11,684,290,268,13375,3,41,558,42,600,2.8,48,44,50.8,42,4.5,57.5,62.2,83.5,603.2,40.8,644,57,734,791,71.6,82.2,81.4
2022-05-11,1009,15476,31,0,11,692,315,294,13599,2,48,609,42,651,2.75,49.75,50,52.5,42,4.4,57,62.5,87.3,614.5,40.5,655,58.8,747.2,806,68.9,82.2,81.3
2022-05-10,1010,15456,30,0,9,646,312,308,13570,0,44,620,39,659,3.75,48.25,44,52,39,4,60.75,93.8,79.4,622.75,42.25,665,61.25,773.5,834.75,69,80.5,79.7
2022-05-09,990,14864,32,0,8,606,311,291,12477,7,56,602,40,642,4.5,52.25,63,56.75,40,4.25,68.25,105.9,76.6,648.25,46.5,694.75,66.25,819.5,885.75,70.2,79.1,78.4
2022-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,55,NA,59.25,NA,4.5,71.75,94.4,76.7,694,51,745,72,852.25,924.25,70.8,81.4,80.6
2022-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,55,NA,59.25,NA,4.5,71.75,94.4,76.7,694,51,745,72,852.25,924.25,70.8,81.4,80.6
