Region_name,Region_code,Populatie_merged,2021-01-04,2021-01-11,2021-01-18,2021-01-25,2021-02-01,2021-02-08,2021-02-15,2021-02-22,2021-03-01,2021-03-08,2021-03-15,2021-03-22,2021-03-29,2021-04-05,2021-04-12,2021-04-19,2021-04-26,2021-05-03,2021-05-10,2021-05-17,2021-05-24,2021-05-31,2021-06-07,2021-06-14,2021-06-21,2021-06-28,2021-07-05,2021-07-12,2021-07-19,2021-07-26,2021-08-02,2021-08-09,2021-08-16,2021-08-23,2021-08-30,2021-09-06,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-01-31,2022-02-07,2022-02-14,2022-02-21,2022-02-28,2022-03-07,2022-03-14,2022-03-21,2022-03-28,2022-04-04,2022-04-11,2022-04-18,2022-04-25,2022-05-02,2022-05-09,2022-05-16,2022-05-23,2022-05-30,2022-06-06,2022-06-13,2022-06-20,2022-06-27,2022-07-04,2022-07-11,2022-07-18,2022-07-25,2022-08-01,2022-08-08,2022-08-15,2022-08-22,2022-08-29,2022-09-05,2022-09-12,2022-09-19,2022-09-26,2022-10-03,2022-10-10,2022-10-17,2022-10-24,2022-10-31,2022-11-07,2022-11-14,2022-11-21,2022-11-28,2022-12-05,NA
Wijk 02 Klaarwater,WK034202,2870,5,5,5,5,5,5,5,5,7,9,10,13,16,17,20,23,28,31,34,38,41,44,50,53,57,63,68,69,71,72,72,73,73,73,74,74,74,75,75,75,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Maasdam,WK196305,1071,5,5,5,5,5,5,6,7,11,13,14,15,19,31,41,49,57,65,79,81,82,83,84,84,85,85,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Maasdam,WK196305,2954,5,5,5,5,5,5,5,5,6,7,7,8,9,14,17,21,24,27,33,37,41,46,52,56,60,64,68,69,71,72,72,73,73,74,74,74,74,75,75,75,75,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Wijk 13 Dorst,WK082613,972,5,5,5,5,5,5,8,17,23,25,26,27,32,34,40,47,59,78,86,88,89,89,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,0
Wijk 13 Dorst,WK082613,2948,5,5,5,5,5,5,6,10,13,14,14,15,16,18,19,22,27,33,39,42,46,49,55,59,66,73,78,79,80,81,82,82,82,82,83,83,83,83,83,83,83,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0
Vathorst-De Bron,WK030730,230,5,5,5,5,5,5,5,5,6,7,9,9,16,21,30,37,51,62,77,83,84,85,87,87,87,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,90,90,90,90,90,90,90,90,0
Vathorst-De Bron,WK030730,2964,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,10,11,13,17,19,26,37,44,52,61,67,68,71,72,73,73,73,74,74,75,75,76,76,77,77,77,77,78,78,79,79,79,79,79,79,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,81,81,81,81,81,81,81,0
Dokkumer Ie e.o.,WK008062,959,5,5,5,5,5,5,6,7,9,11,12,14,17,23,41,51,67,77,84,85,85,86,86,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Dokkumer Ie e.o.,WK008062,2951,5,5,5,5,5,5,5,5,5,6,7,8,9,11,17,20,26,30,35,39,44,48,55,58,62,64,68,70,72,73,73,73,74,75,75,75,76,76,76,76,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Kadoelen,WK036367,787,5,5,5,5,5,5,7,9,10,11,13,14,16,22,44,59,66,75,81,82,83,83,84,84,85,86,86,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Kadoelen,WK036367,2943,5,5,5,5,5,5,5,5,5,5,5,5,6,8,14,18,20,23,27,31,34,38,47,52,58,62,67,68,69,70,70,71,71,71,72,72,72,73,73,73,73,74,74,74,75,75,75,75,75,75,75,75,75,75,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,0
Wijk 09 Nieuwstadt,WK171109,1106,5,5,5,5,5,5,7,18,21,23,24,25,29,36,44,50,64,77,85,88,89,89,90,90,90,91,91,91,91,91,91,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,0
Wijk 09 Nieuwstadt,WK171109,2919,5,5,5,5,5,5,5,10,12,13,13,14,16,18,22,24,30,35,39,43,46,49,55,60,64,68,73,74,76,77,77,78,79,79,79,79,79,80,80,80,80,80,80,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,0
Heukelum,WK196009,983,5,5,5,5,5,5,5,6,8,10,12,16,20,36,47,59,69,78,82,85,87,87,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0
Heukelum,WK196009,2879,5,5,5,5,5,5,5,5,5,6,6,8,10,16,20,24,28,32,37,40,44,49,53,57,60,65,71,72,74,74,75,75,75,76,76,76,76,77,77,77,77,77,78,78,78,78,79,79,79,79,79,79,79,79,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0
Siddeburen,WK195215,1038,5,5,5,5,5,9,11,13,15,17,21,22,25,43,65,74,79,85,87,88,88,88,89,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0
Siddeburen,WK195215,2903,5,5,5,5,5,5,6,7,8,9,11,12,14,21,29,32,35,38,40,42,46,52,58,60,65,69,72,73,74,75,76,77,77,77,77,78,78,78,79,79,79,79,79,80,80,80,80,80,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0
Hillegom West,WK053404,835,5,5,5,5,5,7,8,9,10,12,13,15,20,29,42,50,60,68,80,84,84,86,87,87,87,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0
Hillegom West,WK053404,2905,5,5,5,5,5,5,5,5,5,6,6,7,9,12,15,18,21,24,30,33,35,39,47,51,56,63,68,69,70,71,72,73,73,73,74,74,75,75,75,76,76,76,76,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Wijk 04 Schimmert,WK195404,1109,5,5,5,5,5,6,10,20,22,25,26,26,30,35,45,52,71,82,86,88,89,89,90,91,91,91,91,91,91,91,91,91,91,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,0
Wijk 04 Schimmert,WK195404,2876,5,5,5,5,5,5,6,12,13,14,14,15,17,19,23,26,34,39,41,45,49,53,60,64,68,72,76,77,79,80,81,81,82,82,82,82,82,83,83,83,83,83,84,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0
Wijk 25 Thamerdal,WK045125,894,5,5,5,5,5,9,12,13,16,19,20,22,25,35,53,60,69,75,80,81,82,82,83,83,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Wijk 25 Thamerdal,WK045125,2923,5,5,5,5,5,5,7,7,8,9,10,10,11,15,20,23,26,28,32,34,37,39,44,48,51,56,61,62,63,65,65,66,66,67,67,67,67,68,68,69,69,69,69,69,70,70,70,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,0
Wijk 02 Zevenhoven,WK056902,988,5,5,5,5,5,5,5,5,8,9,11,12,20,28,43,50,60,68,81,85,86,87,87,87,88,88,89,89,89,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0
Wijk 02 Zevenhoven,WK056902,2924,5,5,5,5,5,5,5,5,5,5,6,7,10,12,18,20,24,28,33,37,40,44,51,54,59,65,71,72,73,74,74,75,75,75,76,76,77,77,77,77,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0
Wijk 02 Liessel,WK076202,1018,5,5,5,5,6,9,10,13,24,25,26,28,32,38,44,50,73,81,87,90,90,91,91,92,92,92,92,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,0
Wijk 02 Liessel,WK076202,2860,5,5,5,5,5,5,6,7,12,13,13,14,16,18,20,22,31,34,39,42,45,49,57,61,65,70,75,77,77,80,80,80,81,81,81,81,81,82,82,82,82,82,83,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,0
Haulerwijk,WK008506,1101,5,5,5,5,5,7,8,10,12,17,18,21,25,27,55,60,65,70,75,78,78,79,80,81,81,81,81,82,82,82,82,82,82,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,0
Haulerwijk,WK008506,2878,5,5,5,5,5,5,5,6,7,9,10,12,14,15,25,27,30,32,37,41,44,47,54,57,59,62,65,66,67,67,68,68,68,68,68,69,69,69,69,69,69,70,70,70,71,72,72,72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,0
Dronryp,WK194926,1032,5,5,5,5,5,9,11,12,13,15,16,19,22,26,40,67,75,79,83,85,85,85,85,85,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Dronryp,WK194926,2886,5,5,5,5,5,5,6,6,6,8,8,10,12,13,18,28,32,34,39,44,48,51,56,59,63,66,70,72,73,74,75,75,76,76,76,76,76,77,77,77,77,77,77,78,78,79,79,79,79,79,79,79,79,79,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0
Wijk 39 Binckhorst,WK051839,130,5,5,5,5,5,5,5,5,5,5,5,5,8,17,27,35,42,48,57,61,62,62,62,62,63,63,63,63,63,63,63,63,63,63,65,65,65,65,65,65,65,65,65,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0
Wijk 39 Binckhorst,WK051839,1167,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,11,14,16,19,22,26,35,43,47,48,49,50,51,51,51,51,52,52,52,53,53,54,54,54,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,57,57,57,0
Kloosterzande,WK067708,1155,5,5,5,5,5,12,17,25,30,32,33,34,36,40,46,55,64,75,87,88,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0
Kloosterzande,WK067708,2867,5,5,5,5,5,7,10,13,16,17,17,18,19,21,24,27,31,36,42,46,48,52,56,62,67,72,75,77,78,79,80,80,80,81,81,81,82,82,82,82,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0
Buitengebied Heeswijk-Dinther,WK172105,795,5,5,5,5,5,6,7,18,22,26,27,29,32,37,43,50,66,81,88,89,90,91,91,91,91,91,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,0
Buitengebied Heeswijk-Dinther,WK172105,2930,5,5,5,5,5,5,5,8,9,11,11,12,13,15,16,19,23,28,30,34,37,41,49,54,60,64,68,71,73,74,75,75,76,76,76,76,77,77,77,78,78,78,78,78,79,79,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0
Wijk 02 Cothen,WK035202,947,5,5,5,5,5,8,10,11,12,14,14,19,33,41,51,62,75,81,86,89,90,91,91,91,92,92,92,92,92,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,0
Wijk 02 Cothen,WK035202,2880,5,5,5,5,5,5,6,6,7,8,8,10,16,19,22,26,31,33,36,40,44,50,56,61,67,72,78,79,80,81,81,81,82,82,82,83,83,83,83,84,84,84,84,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Wenum Wiesel Beemte,WK020017,995,5,5,5,5,5,5,6,7,10,11,11,18,27,30,37,45,57,64,74,80,81,82,83,83,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Wenum Wiesel Beemte,WK020017,2867,5,5,5,5,5,5,5,5,5,6,6,9,13,14,17,19,24,27,31,36,39,42,52,57,61,64,69,70,72,72,73,73,73,74,74,74,74,74,75,75,75,76,76,76,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Wijk 13 Industrieterrein Lorentz,WK024313,958,5,5,5,5,5,5,5,6,8,10,12,16,23,30,38,44,54,61,71,81,82,82,84,84,85,86,86,86,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Wijk 13 Industrieterrein Lorentz,WK024313,2951,5,5,5,5,5,5,5,5,5,5,6,7,10,12,15,17,21,24,28,33,37,41,48,52,58,62,68,69,71,73,73,73,74,74,74,75,75,76,76,76,76,76,76,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,0
Wijk 15 Hierden,WK024315,958,5,5,5,5,5,5,5,6,8,10,12,16,23,30,38,44,54,61,71,81,82,82,84,84,85,86,86,86,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Wijk 15 Hierden,WK024315,2951,5,5,5,5,5,5,5,5,5,5,6,7,10,12,15,17,21,24,28,33,37,41,48,52,58,62,68,69,71,73,73,73,74,74,74,75,75,76,76,76,76,76,76,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,0
Varik en Ophemert,WK196007,953,5,5,5,5,5,5,7,7,8,10,11,25,30,35,44,53,62,69,75,76,77,78,85,86,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Varik en Ophemert,WK196007,2892,5,5,5,5,5,5,6,6,6,7,8,13,15,17,20,23,27,29,33,37,39,43,52,57,60,66,71,73,74,75,75,76,76,77,77,77,77,78,78,78,78,78,79,79,79,80,80,80,80,80,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0
Sint Jansteen,WK067702,1039,5,5,5,5,5,7,16,20,21,23,25,27,30,34,39,49,65,78,87,88,89,89,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,0
Sint Jansteen,WK067702,2829,5,5,5,5,5,5,10,11,12,13,14,14,16,17,19,23,29,34,38,40,43,48,54,59,64,69,72,73,74,75,75,76,76,76,77,77,77,78,78,78,79,79,79,79,80,80,80,80,80,80,80,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0
Wijk 03 Nieuw Den Helder-West,WK040003,1138,5,5,5,5,5,5,5,5,7,12,15,18,21,30,50,66,73,78,80,81,81,81,82,82,83,83,83,83,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,0
Wijk 03 Nieuw Den Helder-West,WK040003,2838,5,5,5,5,5,5,5,5,5,7,9,10,11,15,23,30,34,36,38,40,44,45,50,56,58,61,64,65,66,67,68,68,69,69,69,69,69,70,71,71,71,71,72,72,72,73,73,73,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,0
Montfort,WK166901,1130,5,5,5,5,5,5,11,14,21,23,23,25,30,34,42,49,61,70,80,82,85,86,86,86,87,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Montfort,WK166901,2839,5,5,5,5,5,5,6,8,11,12,12,13,15,17,20,23,28,32,37,40,44,47,52,56,60,66,70,71,72,73,74,74,75,75,75,75,75,76,76,77,77,77,77,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,0
Wijk 05 Hoogvonderen,WK095705,915,5,5,5,5,5,5,5,14,16,19,19,20,22,24,28,36,48,65,74,79,82,82,84,84,84,85,85,85,85,85,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Wijk 05 Hoogvonderen,WK095705,2851,5,5,5,5,5,5,5,7,8,9,9,10,11,12,13,16,20,26,31,35,37,40,46,51,55,61,65,65,66,67,68,68,68,69,69,69,70,70,70,71,71,71,71,72,72,72,73,73,73,73,73,73,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,0
Buurmalsen,WK196003,905,5,5,5,5,5,5,6,6,7,8,9,17,21,31,42,52,63,66,76,81,83,83,84,84,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Buurmalsen,WK196003,2873,5,5,5,5,5,5,5,5,5,5,6,9,10,14,17,21,24,26,30,34,36,41,48,52,55,60,66,67,69,70,70,70,70,71,71,71,71,72,72,72,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,0
Tuikwerd,WK197904,690,5,5,5,8,9,9,10,10,11,11,12,13,16,21,40,60,68,77,82,82,83,84,84,84,84,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Tuikwerd,WK197904,2627,5,5,5,5,5,5,5,5,6,6,6,7,8,9,14,20,23,27,31,32,36,40,43,46,50,54,56,57,58,59,59,60,60,60,60,61,61,61,61,62,62,62,63,63,63,64,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,0
