Region_name,Region_code,Populatie_merged,2021-01-04,2021-01-11,2021-01-18,2021-01-25,2021-02-01,2021-02-08,2021-02-15,2021-02-22,2021-03-01,2021-03-08,2021-03-15,2021-03-22,2021-03-29,2021-04-05,2021-04-12,2021-04-19,2021-04-26,2021-05-03,2021-05-10,2021-05-17,2021-05-24,2021-05-31,2021-06-07,2021-06-14,2021-06-21,2021-06-28,2021-07-05,2021-07-12,2021-07-19,2021-07-26,2021-08-02,2021-08-09,2021-08-16,2021-08-23,2021-08-30,2021-09-06,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-01-31,2022-02-07,2022-02-14,2022-02-21,2022-02-28,2022-03-07,2022-03-14,2022-03-21,2022-03-28,2022-04-04,2022-04-11,2022-04-18,2022-04-25,2022-05-02,2022-05-09,2022-05-16,2022-05-23,2022-05-30,2022-06-06,2022-06-13,2022-06-20,2022-06-27,2022-07-04,2022-07-11,2022-07-18,2022-07-25,2022-08-01,2022-08-08,2022-08-15,2022-08-22,2022-08-29,2022-09-05,2022-09-12,2022-09-19,2022-09-26,2022-10-03,2022-10-10,2022-10-17,2022-10-24,2022-10-31,2022-11-07,2022-11-14,2022-11-21,2022-11-28,2022-12-05,NA
Wijk 08 Bebouwde kom Heerjansdam,WK064208,1001,5,5,5,5,5,5,5,8,12,14,15,19,23,41,53,61,69,77,87,89,90,90,90,91,91,91,91,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,0
Wijk 08 Bebouwde kom Heerjansdam,WK064208,3022,5,5,5,5,5,5,5,5,6,7,8,9,11,17,21,24,27,31,35,41,44,49,56,61,65,70,74,76,77,77,78,78,78,79,79,79,80,80,81,81,81,81,81,81,82,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,0
Wijk 05 Kockengen,WK190405,1031,5,5,5,5,8,11,12,13,14,15,16,17,27,30,44,56,74,80,82,83,83,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Wijk 05 Kockengen,WK190405,3010,5,5,5,5,5,6,6,8,8,8,9,9,14,15,19,24,31,33,38,39,41,45,51,54,60,66,71,71,72,73,73,74,74,75,75,75,75,75,76,76,76,76,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,0
Zoeterwoude-Rijndijk,WK063810,821,5,5,5,5,5,8,9,9,10,12,13,14,18,26,35,45,53,61,77,80,84,85,85,86,86,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Zoeterwoude-Rijndijk,WK063810,3061,5,5,5,5,5,5,5,5,5,6,6,7,8,11,14,16,19,22,29,32,36,40,46,52,58,64,71,72,73,75,75,76,76,77,77,77,78,79,79,79,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,0
Ederveen,WK022850,760,5,5,5,5,5,5,5,6,9,17,19,19,24,27,32,39,49,56,64,66,66,67,67,67,68,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,0
Ederveen,WK022850,3020,5,5,5,5,5,5,5,5,5,6,6,7,9,9,11,13,15,18,21,23,25,27,29,31,34,37,41,42,43,44,44,44,45,45,45,45,46,46,47,47,47,47,48,48,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,0
Benthuizen,WK048431,939,5,5,5,5,5,5,6,7,8,9,11,11,17,29,38,50,60,66,80,82,82,82,83,83,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0
Benthuizen,WK048431,3026,5,5,5,5,5,5,5,5,5,6,6,7,9,13,16,20,23,26,34,36,38,41,48,52,57,60,65,65,66,67,67,68,68,68,68,69,69,69,70,70,70,71,71,71,71,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,0
Stadshart,WK036204,788,5,5,5,5,5,9,12,13,16,21,23,24,27,37,54,65,73,78,83,84,84,84,85,86,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Stadshart,WK036204,3093,5,5,5,5,5,5,5,5,5,6,6,7,8,10,15,18,20,21,24,26,28,30,37,42,48,54,58,59,60,61,61,62,62,63,63,63,64,64,65,65,65,65,65,65,65,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,0
Bergentheim,WK016005,841,5,5,5,5,5,8,10,12,13,14,15,17,19,25,52,61,74,79,85,86,87,88,88,88,88,89,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0
Bergentheim,WK016005,3023,5,5,5,5,5,5,6,8,8,9,9,10,11,13,20,23,27,29,33,35,40,43,50,55,61,65,72,73,74,75,76,76,77,77,78,78,79,79,79,80,80,80,81,81,81,81,82,82,82,82,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,0
Wijk 02 Zoelen,WK021402,1048,5,5,5,5,5,6,6,7,9,15,16,18,28,34,45,55,66,72,77,85,86,87,87,87,87,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Wijk 02 Zoelen,WK021402,2980,5,5,5,5,5,5,5,5,5,8,8,9,13,16,20,23,28,30,34,40,42,47,55,58,62,68,73,75,76,77,78,78,79,79,79,79,79,80,80,80,80,80,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,0
Wijk 02 Klarenbeek-Teuge,WK028502,979,5,5,5,5,5,6,7,8,10,15,16,22,26,29,37,44,55,69,83,87,89,89,90,90,91,91,91,91,91,91,91,91,91,91,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,0
Wijk 02 Klarenbeek-Teuge,WK028502,3060,5,5,5,5,5,5,5,5,6,8,8,11,12,13,16,18,22,27,33,37,41,44,53,58,63,67,74,75,77,78,79,79,79,80,80,80,80,81,81,81,81,81,82,82,82,82,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,0
Wijk 09,WK196609,1072,5,5,5,5,5,5,5,6,9,10,10,11,15,18,43,59,68,74,80,81,82,82,83,83,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Wijk 09,WK196609,3038,5,5,5,5,5,5,5,5,5,5,5,6,7,8,17,23,27,29,33,35,38,41,46,50,55,58,61,64,65,66,66,67,67,67,68,68,68,68,69,69,69,69,70,70,70,71,71,71,71,71,71,71,71,71,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,0
Nieuwe Niedorp,WK191116,1086,5,5,5,5,5,6,10,11,15,18,20,22,26,30,56,74,81,83,86,87,87,87,87,87,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Nieuwe Niedorp,WK191116,2990,5,5,5,5,5,5,6,6,8,10,10,12,13,15,25,32,35,36,38,40,45,47,55,60,63,68,72,73,74,75,76,76,77,77,78,78,78,78,79,79,79,79,79,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0
Spaarndam,WK039420,898,5,5,5,5,5,5,6,8,10,11,13,13,17,35,46,65,72,79,85,86,87,87,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Spaarndam,WK039420,2991,5,5,5,5,5,5,5,5,5,6,6,7,8,14,17,24,27,29,32,35,39,43,50,54,59,65,71,72,73,74,74,75,75,75,75,76,76,77,77,77,77,78,78,78,79,79,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0
Leerdam-Oost,WK196127,1048,5,5,5,9,12,15,16,18,19,22,23,28,35,45,54,63,69,77,80,81,82,83,83,83,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Leerdam-Oost,WK196127,2949,5,5,5,7,8,9,10,11,11,13,13,15,18,22,25,29,31,34,38,41,44,48,52,55,58,64,69,70,71,72,72,73,73,74,74,74,74,74,75,75,75,75,76,76,77,77,77,77,77,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Voorhout Hooghkamer,WK152503,545,5,5,5,5,7,10,12,12,13,14,14,16,18,22,40,46,57,65,86,87,88,88,89,89,89,90,90,90,90,90,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0
Voorhout Hooghkamer,WK152503,3152,5,5,5,5,5,5,5,5,5,6,6,6,7,8,12,14,16,18,24,27,30,35,43,49,58,67,74,75,77,79,79,79,80,81,81,81,81,82,82,82,83,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,0
Wijk 07 Santpoort-Zuid,WK045307,1053,5,5,5,5,5,6,8,12,15,17,18,19,22,30,57,67,74,80,85,85,86,86,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Wijk 07 Santpoort-Zuid,WK045307,2991,5,5,5,5,5,5,5,6,7,8,8,9,11,13,23,27,30,32,35,39,43,48,55,60,63,68,74,76,77,78,78,79,79,79,80,80,80,81,81,81,81,81,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,0
Wijk 03 Koudum,WK190003,1251,5,5,5,5,5,5,6,8,8,11,14,17,22,25,49,52,72,78,80,81,81,82,82,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,0
Wijk 03 Koudum,WK190003,3070,5,5,5,5,5,5,5,5,5,7,8,10,12,13,23,25,33,37,41,45,47,48,54,57,60,62,65,66,68,69,69,69,70,70,70,70,70,71,71,71,71,71,71,71,72,72,72,72,72,72,72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,0
Wijk 08 Edelstenenwijk,WK039808,1000,5,5,5,5,5,5,5,5,7,7,9,10,13,18,46,55,66,74,81,82,83,83,88,88,88,88,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0
Wijk 08 Edelstenenwijk,WK039808,2984,5,5,5,5,5,5,5,5,5,5,5,6,7,9,18,22,26,29,33,36,39,41,49,54,57,62,67,68,69,70,70,71,71,71,72,72,72,73,73,73,73,74,74,74,74,75,75,75,75,75,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,0
Aetsveld,WK045704,1093,5,5,5,5,5,5,5,5,5,6,7,9,11,18,32,45,66,77,80,85,85,86,86,87,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Aetsveld,WK045704,2979,5,5,5,5,5,5,5,5,5,5,5,5,6,9,14,19,28,32,34,39,42,46,53,58,63,69,73,74,76,76,77,78,78,79,79,79,79,79,80,80,80,80,80,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,0
Fatima,WK085514,766,5,5,5,5,5,6,7,10,17,20,21,22,28,32,40,48,56,66,75,82,83,83,84,85,85,86,86,86,86,87,87,87,87,87,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Fatima,WK085514,3021,5,5,5,5,5,5,5,5,7,9,9,10,11,12,15,17,19,22,25,31,32,35,40,45,50,61,68,70,72,73,74,74,74,75,75,76,76,76,77,77,77,77,77,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,0
Wijk 41 Sint Nicolaasga,WK194041,1092,5,5,5,5,5,6,10,11,15,18,22,24,27,43,59,70,75,80,84,85,85,85,86,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Wijk 41 Sint Nicolaasga,WK194041,2985,5,5,5,5,5,5,6,7,11,12,13,15,16,22,28,32,35,37,39,41,44,46,51,56,60,64,68,69,71,71,72,72,73,73,73,74,74,74,74,75,75,75,75,75,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Schollevaar Noord,WK050208,1143,5,5,5,5,5,5,5,5,6,7,9,12,15,29,34,45,53,65,75,78,80,81,83,84,85,85,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Schollevaar Noord,WK050208,2955,5,5,5,5,5,5,5,5,5,5,5,7,8,13,15,20,24,29,34,37,40,43,49,54,59,62,66,66,67,68,68,69,69,69,69,69,70,70,70,70,70,70,71,71,71,71,71,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,0
Wijk 06 Ravense Hoek,WK053006,758,5,5,5,5,5,5,5,6,8,11,12,15,19,32,40,48,59,68,78,84,88,88,89,90,91,91,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,0
Wijk 06 Ravense Hoek,WK053006,2942,5,5,5,5,5,5,5,5,5,5,6,6,8,11,14,16,19,22,27,31,36,41,51,56,60,64,70,73,75,75,76,76,76,77,77,78,78,79,79,79,79,79,80,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0
Zuidoost,WK001405,827,5,5,5,5,5,10,11,13,16,18,19,22,27,35,61,71,78,85,88,88,89,89,90,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,0
Zuidoost,WK001405,3144,5,5,5,5,5,5,5,5,6,7,7,8,10,12,19,22,25,28,30,33,38,42,48,51,57,65,70,73,74,74,75,75,76,76,76,76,77,77,77,77,77,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,0
Wijk 01 Rouveen (kern),WK018001,640,5,5,5,5,5,5,5,5,9,10,10,11,14,16,39,52,60,64,70,72,73,73,74,74,75,75,75,75,75,75,76,76,76,76,76,76,76,76,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0
Wijk 01 Rouveen (kern),WK018001,2993,5,5,5,5,5,5,5,5,5,5,5,6,6,7,12,16,19,21,24,27,29,33,38,42,46,49,53,54,55,55,55,56,56,57,57,57,58,58,58,59,59,61,62,62,63,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,0
Wijk 11 Rivierenwijk,WK039811,585,5,5,5,5,5,5,5,5,5,5,5,5,5,6,31,36,45,54,62,64,67,67,77,78,79,79,81,81,81,81,81,81,81,81,81,81,81,82,82,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,0
Wijk 11 Rivierenwijk,WK039811,2926,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,11,13,15,19,21,24,27,34,40,43,49,53,54,56,57,57,57,58,58,58,59,59,60,60,61,61,61,61,62,63,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,0
Wijk 10,WK196610,1166,5,5,5,5,5,7,7,9,10,12,13,15,18,23,39,58,67,73,78,79,80,80,81,81,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,0
Wijk 10,WK196610,2876,5,5,5,5,5,5,5,6,7,8,8,10,12,14,20,28,32,35,40,42,45,48,53,58,60,63,67,70,71,72,73,73,73,74,74,74,74,75,75,75,75,75,76,76,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Noordwestelijk tuinbouwgebied,WK037505,1082,5,5,5,5,5,5,5,6,7,8,8,10,13,23,36,58,65,75,82,83,84,84,85,85,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0
Noordwestelijk tuinbouwgebied,WK037505,2938,5,5,5,5,5,5,5,5,5,5,5,6,7,11,16,25,28,32,37,40,42,46,53,57,62,68,72,73,74,74,75,76,76,76,76,77,77,78,78,78,78,79,79,79,80,80,80,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0
Winkel,WK191115,827,5,5,5,5,5,5,5,6,9,11,12,14,18,21,50,72,79,81,85,86,87,87,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0
Winkel,WK191115,2970,5,5,5,5,5,5,5,5,5,6,6,7,9,10,18,25,27,28,31,33,37,39,48,53,58,62,67,68,68,69,70,70,71,72,72,72,73,73,74,74,74,74,74,75,75,76,76,76,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0
Renkum Noord,WK027402,1119,5,5,5,5,5,5,6,7,9,11,13,18,31,35,43,48,62,74,82,88,89,89,89,89,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,0
Renkum Noord,WK027402,2950,5,5,5,5,5,5,5,5,6,7,8,10,16,17,20,23,28,34,38,44,47,49,55,59,63,69,72,74,75,77,77,77,78,78,78,78,79,79,80,80,80,80,81,81,81,82,82,82,82,82,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,0
Wijk 02 Klaarwater,WK034202,1079,5,5,5,5,5,5,5,8,12,17,21,26,33,38,46,52,65,72,78,82,83,83,84,84,85,85,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
