Region_name,Region_code,Populatie_merged,2021-01-04,2021-01-11,2021-01-18,2021-01-25,2021-02-01,2021-02-08,2021-02-15,2021-02-22,2021-03-01,2021-03-08,2021-03-15,2021-03-22,2021-03-29,2021-04-05,2021-04-12,2021-04-19,2021-04-26,2021-05-03,2021-05-10,2021-05-17,2021-05-24,2021-05-31,2021-06-07,2021-06-14,2021-06-21,2021-06-28,2021-07-05,2021-07-12,2021-07-19,2021-07-26,2021-08-02,2021-08-09,2021-08-16,2021-08-23,2021-08-30,2021-09-06,2021-09-13,2021-09-20,2021-09-27,2021-10-04,2021-10-11,2021-10-18,2021-10-25,2021-11-01,2021-11-08,2021-11-15,2021-11-22,2021-11-29,2021-12-06,2021-12-13,2021-12-20,2021-12-27,2022-01-03,2022-01-10,2022-01-17,2022-01-24,2022-01-31,2022-02-07,2022-02-14,2022-02-21,2022-02-28,2022-03-07,2022-03-14,2022-03-21,2022-03-28,2022-04-04,2022-04-11,2022-04-18,2022-04-25,2022-05-02,2022-05-09,2022-05-16,2022-05-23,2022-05-30,2022-06-06,2022-06-13,2022-06-20,2022-06-27,2022-07-04,2022-07-11,2022-07-18,2022-07-25,2022-08-01,2022-08-08,2022-08-15,2022-08-22,2022-08-29,2022-09-05,2022-09-12,2022-09-19,2022-09-26,2022-10-03,2022-10-10,2022-10-17,2022-10-24,2022-10-31,2022-11-07,2022-11-14,2022-11-21,2022-11-28,2022-12-05,2022-12-12,2022-12-19,2022-12-26,2023-01-02,2023-01-09,2023-01-16,2023-01-23,2023-01-30,2023-02-06,2023-02-13,2023-02-20,2023-02-27,NA
Berltsum,WK194918,2264,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,9,12,15,20,23,27,32,36,43,47,50,52,55,59,61,62,62,63,63,64,64,65,65,65,66,66,66,67,67,67,68,68,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,0
Wijk 01 Wijlre,WK172901,920,5,5,5,5,5,5,5,6,7,8,11,12,13,15,16,17,18,23,32,42,52,60,68,74,76,77,78,80,83,84,84,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Wijk 01 Wijlre,WK172901,2227,5,5,5,5,5,5,5,5,5,5,6,7,7,8,9,9,10,12,17,22,27,32,36,40,43,45,48,54,59,64,66,69,70,71,72,73,73,74,74,74,75,75,75,75,75,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0
Nibbixwoud,WK042010,719,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,12,13,16,20,32,44,55,61,64,66,68,82,84,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Nibbixwoud,WK042010,2291,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,10,14,19,23,27,31,34,37,43,49,55,57,60,64,65,67,68,68,69,69,70,70,71,71,71,72,72,72,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,0
Well,WK089306,850,5,5,5,5,5,5,5,5,5,5,5,6,6,8,11,13,15,21,33,40,45,56,66,73,75,83,83,84,85,85,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Well,WK089306,2201,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,9,11,17,20,23,28,33,36,40,46,48,54,59,62,66,68,68,69,70,70,71,71,71,72,72,72,73,73,73,74,74,74,74,74,74,74,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0
Centrum,WK098411,1088,5,5,5,5,5,5,5,5,5,7,9,11,13,15,21,25,29,38,47,54,61,69,75,79,80,81,82,84,85,86,86,87,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Centrum,WK098411,2169,5,5,5,5,5,5,5,5,5,5,5,6,7,8,11,14,16,20,25,29,34,39,42,45,48,52,54,58,61,66,70,71,71,72,72,73,73,73,73,74,74,74,74,74,75,75,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,0
Wijk 01 Binnenstad,WK024301,559,5,5,5,5,5,5,5,5,5,5,5,5,7,8,9,11,13,15,18,25,33,43,57,66,72,74,75,77,79,81,82,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,0
Wijk 01 Binnenstad,WK024301,2226,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,10,12,16,21,25,29,33,35,42,46,50,54,62,63,64,66,67,67,68,68,69,69,69,70,70,70,71,71,71,72,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,0
Oostrum,WK098406,726,5,5,5,5,5,5,5,5,5,5,5,6,6,6,9,12,14,22,29,35,48,59,69,75,77,79,80,83,85,86,87,87,87,87,87,87,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Oostrum,WK098406,2308,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,11,13,16,21,26,32,36,39,42,44,49,54,57,60,61,61,62,62,63,63,63,64,64,64,64,65,65,65,66,66,66,66,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,0
Wijk 12 Koekange,WK169012,843,5,5,5,5,5,5,5,5,5,5,6,7,9,10,11,13,14,17,18,28,38,48,58,62,80,83,84,85,86,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Wijk 12 Koekange,WK169012,2257,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,8,9,11,15,19,25,29,36,46,51,55,59,63,65,67,71,72,73,74,74,74,74,75,75,75,75,75,75,76,76,77,77,77,77,77,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Wijk 09 Willemstad,WK170909,796,5,5,5,5,5,5,5,5,5,5,5,7,9,10,12,14,15,18,23,32,49,59,68,75,85,88,88,88,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0
Wijk 09 Willemstad,WK170909,2230,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,9,11,15,22,27,31,34,40,44,48,54,58,62,66,69,70,72,73,73,74,74,75,75,76,76,76,76,76,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Heusden wonen,WK074308,702,5,5,5,5,5,5,5,5,5,5,6,6,8,11,11,12,13,16,19,41,53,67,75,80,81,81,81,82,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Heusden wonen,WK074308,2243,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,7,8,9,17,22,28,31,35,37,41,46,52,57,61,65,69,71,72,73,73,73,74,74,74,75,75,75,76,76,76,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Den Oever,WK191106,759,5,5,5,5,5,5,5,5,5,5,5,5,5,9,12,15,17,22,24,37,45,54,55,58,82,83,84,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Den Oever,WK191106,2178,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,10,11,16,20,25,26,31,41,45,46,51,54,57,60,63,64,65,65,65,66,66,67,67,67,67,68,68,68,69,69,70,70,71,71,71,71,71,71,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,0
Bloemendalerpolder,WK045709,273,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,9,11,16,21,32,47,61,73,86,88,88,88,89,89,89,89,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0
Bloemendalerpolder,WK045709,2805,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,10,12,15,20,25,28,40,50,62,73,78,80,82,83,84,84,85,85,86,86,86,86,87,87,87,87,88,88,88,89,89,89,89,89,89,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0
Weurt,WK020903,746,5,5,5,5,5,5,5,5,5,5,5,5,7,9,10,12,14,17,22,28,36,53,63,74,78,79,81,88,88,89,89,89,89,89,89,89,90,90,90,90,90,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0
Weurt,WK020903,2210,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,8,9,11,14,17,26,30,37,41,43,46,55,60,64,69,74,75,76,76,77,77,78,78,78,79,79,79,79,79,80,80,80,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0
Stationsdistrict,WK054602,331,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,10,15,19,25,37,48,64,68,75,78,79,79,81,81,82,82,82,82,82,82,82,82,82,82,82,82,82,83,83,83,83,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,0
Stationsdistrict,WK054602,2483,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,8,12,14,18,21,26,30,34,37,43,53,60,61,62,63,64,64,65,65,66,66,66,66,66,67,67,67,67,67,68,68,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,0
Heenvliet,WK193025,781,5,5,5,5,5,5,5,5,5,5,5,5,7,10,12,16,18,22,25,35,39,48,58,67,75,77,78,81,82,83,84,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Heenvliet,WK193025,2198,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,10,11,15,17,22,26,31,36,42,44,49,54,58,61,66,68,69,69,70,70,71,71,71,72,72,72,72,72,73,73,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0
Wijk 02 Werkhoven,WK031202,688,5,5,5,5,5,5,5,5,5,5,7,8,9,10,11,11,15,18,23,29,41,49,54,59,75,76,77,86,86,87,87,87,87,87,87,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,0
Wijk 02 Werkhoven,WK031202,2243,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,10,13,18,21,24,28,36,39,42,51,55,61,65,69,70,72,72,73,74,74,75,75,75,76,76,76,77,77,77,78,78,78,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,0
Wijk 12 IJzendijke,WK171412,875,5,5,5,5,5,5,5,5,5,6,8,10,12,15,16,17,18,28,32,36,42,54,64,72,75,75,77,78,80,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,0
Wijk 12 IJzendijke,WK171412,2201,5,5,5,5,5,5,5,5,5,5,5,6,7,8,8,9,9,14,16,18,21,28,33,37,40,42,47,51,56,61,67,71,73,74,76,76,76,76,77,77,77,77,77,77,78,78,78,79,79,79,79,79,79,79,79,79,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,0
Wijk 02 Luyksgestel,WK172402,736,5,5,5,5,5,5,5,5,5,5,5,6,7,9,10,12,14,16,29,36,46,57,64,70,81,82,83,84,84,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0
Wijk 02 Luyksgestel,WK172402,2208,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,13,16,20,25,28,31,38,41,45,52,55,60,65,69,71,73,74,75,75,75,75,76,76,76,76,77,77,77,78,78,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,0
Wijk 03 Haarsteeg,WK079703,547,5,5,5,5,5,5,5,5,5,5,5,6,7,9,11,13,15,19,23,33,42,57,65,75,85,86,87,88,89,90,90,90,90,90,90,90,90,90,90,90,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,0
Wijk 03 Haarsteeg,WK079703,2192,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,8,10,13,17,22,25,29,33,37,42,49,54,57,62,66,68,70,71,72,72,72,73,73,74,74,74,75,75,75,76,76,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Wijk 01 Kruisland,WK085101,724,5,5,5,5,5,5,5,5,5,5,5,6,8,10,12,14,14,18,22,34,40,51,57,69,76,77,78,80,81,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0
Wijk 01 Kruisland,WK085101,2189,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,8,10,11,16,19,24,26,31,37,42,46,51,56,63,67,70,71,72,73,73,73,74,74,75,75,75,75,75,76,76,76,76,77,77,77,77,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,0
Vlodrop,WK166906,896,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,8,15,19,25,34,44,57,71,73,75,76,77,79,79,80,80,80,81,81,81,81,82,82,82,82,82,82,83,83,83,83,83,83,83,83,83,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,0
Vlodrop,WK166906,2137,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,10,13,18,23,29,36,41,43,44,49,54,57,60,63,63,64,65,65,66,66,66,67,67,67,68,68,68,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0
Midwoud,WK042011,715,5,5,5,5,5,5,5,5,5,5,5,5,6,8,9,13,15,19,24,36,44,52,58,61,78,81,82,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Midwoud,WK042011,2239,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,8,10,14,18,22,25,27,35,38,40,46,51,54,56,61,61,62,63,63,64,65,65,65,65,66,67,67,67,67,68,68,69,69,69,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,0
Centrale Markt,WK036315,575,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,9,10,12,15,20,27,33,40,48,61,68,71,72,74,74,74,74,75,75,75,75,75,75,75,75,75,75,75,75,76,76,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,0
Centrale Markt,WK036315,2153,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,11,13,16,22,30,33,41,44,50,56,59,61,61,62,63,63,64,64,64,65,65,65,65,66,66,66,67,67,67,67,68,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,0
't Zand,WK044113,719,5,5,5,5,5,5,5,5,5,5,7,9,12,15,17,20,22,25,29,34,40,52,58,60,78,79,80,80,81,81,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,0
't Zand,WK044113,2245,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,9,10,11,13,14,17,23,26,29,36,40,41,46,52,55,58,61,61,63,64,64,64,64,64,65,65,65,66,66,67,67,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,0
Sint Jansklooster,WK170808,637,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,8,11,19,27,37,44,53,56,59,76,77,78,78,78,78,79,79,79,79,80,80,80,80,80,80,80,80,80,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0
Sint Jansklooster,WK170808,2163,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,9,13,17,20,23,28,31,40,44,50,53,55,58,59,61,62,62,63,64,64,64,65,65,66,66,66,66,67,67,68,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,0
Callantsoog,WK044115,1046,5,5,5,5,5,5,5,5,5,5,5,5,6,8,9,13,15,19,25,31,40,55,59,61,78,81,82,83,84,84,84,84,84,84,84,84,84,84,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,0
Callantsoog,WK044115,2216,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,9,11,14,18,23,31,34,37,46,50,51,56,62,64,66,68,69,70,70,71,71,72,72,72,72,73,73,73,73,73,73,74,74,74,74,74,74,74,74,74,74,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,0
Wijk 07 Eastermar,WK073707,684,5,5,5,5,5,5,5,5,5,5,7,8,9,10,10,11,13,17,19,27,34,41,47,56,57,78,80,81,83,83,83,83,84,84,84,84,84,84,84,84,84,84,84,84,84,85,85,85,85,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0
Wijk 07 Eastermar,WK073707,2151,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,8,9,12,15,19,21,24,27,38,41,47,50,53,55,58,60,61,61,62,62,62,62,63,63,64,64,64,64,64,65,65,66,66,66,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,0
