"date","IC_capaciteit_totaal","kliniek_capaciteit_totaal","IC_bezetting_covid","IC_bezetting_covid_internationaal","IC_bezetting_ontlabeld","IC_bezetting_noncovid","kliniek_bezetting_covid","kliniek_bezetting_ontlabeld","kliniek_bezetting_noncovid","IC_opnames_covid","kliniek_opnames_covid","Kliniek_Bedden_Nederland","IC_Bedden_COVID_Nederland","Totaal_Bezetting","IC_Opnames_7d","Kliniek_Opnames_7d","Totaal_opnames","Totaal_opnames_7d","Totaal_IC","IC_opnames_14d","Kliniek_opnames_14d","OMT_Check_IC","OMT_Check_Kliniek","Kliniek_Bedden_7d","IC_Bedden_7d","Totaal_Bedden_7d","IC_Bedden_14d","Kliniek_Bedden_14d","Totaal_Bedden_14d","OMT_Check_IC_Bezetting","OMT_Check_Kliniek_Bezetting","OMT_Check_Totaal_Bezetting","new.infection","corrections.cases","net.infection","new.hospitals","corrections.hospitals","net.hospitals","new.deaths","corrections.deaths","net.deaths","positive_7daverage","positive_14d","growth_infections","infections.today.nursery","infections.total.nursery","deaths.today.nursery","deaths.total.nursery","mutations.locations.nursery","total.current.locations.nursery","values.tested_total","values.infected","values.infected_percentage","pos.rate.3d.avg","pos.rate.7d.avg","cases","hospitalization","deaths","positivetests","hospital_intake_rivm"
2022-01-07,1148,15378,330,10,79,492,782,325,12206,16,115,1107,409,1516,17.5714285714286,124.571428571429,131,142.142857142857,419,25,152.714285714286,70.3,81.6,1183.71428571429,448.142857142857,1631.85714285714,516.714285714286,1417.28571428571,1934,86.7,83.5,84.4,34954,-82,34872,40,0,40,24,0,24,21526,13252,162.4,52,62436,9,10286,0,611,89211,26567,29.7799598704196,31.1,34.6,3282772,37967,21065,34872,40
2022-01-08,1139,14930,321,9,84,485,755,321,11455,16,149,1076,405,1481,17.4285714285714,126.857142857143,165,144.285714285714,414,24.2857142857143,148.714285714286,71.8,85.3,1167.71428571429,440.428571428571,1608.14285714286,506,1380.71428571429,1886.71428571429,87,84.6,85.2,28003,-113,27890,41,0,41,8,0,8,23288,13686,170.2,66,62502,1,10287,0,589,80982,26272,32.4417771850535,30.9,34.1,3310662,38008,21073,27890,41
2022-01-09,1135,14555,317,9,80,443,773,300,10832,13,107,1073,397,1470,16.8571428571429,126.142857142857,120,143,406,23.4285714285714,147.428571428571,72,85.6,1149.57142857143,431.142857142857,1580.71428571429,494.714285714286,1346.14285714286,1840.85714285714,87.1,85.4,85.9,32581,-97,32484,33,-2,31,7,0,7,25438,14482,175.7,66,62568,0,10287,-2,574,80881,29104,35.9837291823791,32.6,34.2,3343146,38039,21080,32484,31
2022-01-10,1138,15190,320,9,76,436,802,328,11688,21,115,1130,396,1526,17,127.571428571429,136,144.571428571429,405,22.2857142857143,144.428571428571,76.3,88.3,1131.71428571429,419.857142857143,1551.57142857143,486.428571428571,1316.28571428571,1802.71428571429,86.3,86,86.1,27993,-102,27891,32,0,32,8,0,8,27348,14929,183.2,58,62626,1,10288,-2,544,97250,36903,37.946529562982,35.6,34.1,3371037,38071,21088,27891,32
2022-01-11,1144,15313,317,9,69,504,747,355,12057,21,146,1102,386,1488,16,126.857142857143,167,142.857142857143,395,21.7142857142857,136.428571428571,73.7,93,1113.57142857143,408.714285714286,1522.28571428571,478.285714285714,1281.71428571429,1760,85.5,86.9,86.5,29107,-68,29039,32,0,32,18,0,18,28847,16272,177.3,52,62678,7,10295,1,522,95930,35158,36.6496403627645,36.9,33.8,3400076,38103,21106,29039,32
2022-01-12,1152,15291,314,3,61,530,706,351,12279,11,94,1057,375,1432,15.7142857142857,119.285714285714,105,135,378,19.4285714285714,131.428571428571,80.9,90.8,1095.28571428571,398.142857142857,1493.42857142857,468.857142857143,1243.85714285714,1712.71428571429,84.9,88.1,87.2,32149,-106,32043,36,-2,34,8,0,8,29927,17527,170.7,85,62763,4,10299,0,515,101729,34979,34.3844921310541,36.3,34,3432119,38137,21114,32043,34
2022-01-13,1157,15677,287,3,66,555,664,338,12710,12,100,1002,353,1355,15.7142857142857,118,112,133.714285714286,356,18.4285714285714,127.428571428571,85.3,92.6,1078.14285714286,388.714285714286,1466.85714285714,458.428571428571,1209.14285714286,1667.57142857143,84.8,89.2,88,33436,-92,33344,64,-1,63,13,0,13,31175,18932,164.7,98,62861,5,10304,0,509,103778,34959,33.6863304361233,34.9,34.5,3465463,38200,21127,33344,63
2022-01-14,1115,15472,267,1,67,565,632,322,12426,12,108,954,334,1288,15.1428571428571,117,120,132.142857142857,335,17.5714285714286,124.571428571429,86.2,93.9,1056.28571428571,378,1434.28571428571,448.142857142857,1183.71428571429,1631.85714285714,84.3,89.2,87.9,35521,-69,35452,52,-2,50,16,-1,15,31256,21526,145.2,126,62987,7,10311,1,501,106186,36865,34.7173827058181,34.3,35.1,3500915,38250,21142,35452,50
2022-01-15,1121,15002,248,1,73,511,593,305,11532,11,127,898,321,1219,14.4285714285714,113.857142857143,138,128.285714285714,322,17.4285714285714,126.857142857143,82.8,89.8,1030.85714285714,366,1396.85714285714,440.428571428571,1167.71428571429,1608.14285714286,83.1,88.3,86.9,31963,-110,31853,30,-2,28,6,0,6,31821,23288,136.6,133,63120,1,10312,-2,499,94740,36874,38.9212581802829,35.7,36,3532768,38278,21148,31853,28
2022-01-16,1102,14963,245,1,66,457,595,311,11161,15,90,906,311,1217,14.7142857142857,111.428571428571,105,126.142857142857,312,16.8571428571429,126.142857142857,87.3,88.3,1007,353.714285714286,1360.71428571429,431.142857142857,1149.57142857143,1580.71428571429,82,87.6,86.1,36308,-77,36231,25,-3,22,7,0,7,32354,25438,127.2,93,63213,1,10313,1,510,95898,40376,42.1030678429164,38.4,36.8,3568999,38300,21155,36231,22
2022-01-17,1094,15191,242,1,74,463,619,304,11595,11,82,923,316,1239,13.2857142857143,106.714285714286,93,120,317,17,127.571428571429,78.2,83.7,977.428571428571,342.285714285714,1319.71428571429,419.857142857143,1131.71428571429,1551.57142857143,81.5,86.4,85.1,42472,-120,42352,24,-1,23,3,0,3,34422,27348,125.9,87,63300,1,10314,-2,515,125251,56405,45.0335725862468,42.3,38.1,3611351,38323,21158,42352,23
2022-01-18,1108,15443,232,1,70,530,586,297,12496,7,100,883,302,1185,11.2857142857143,100.142857142857,107,111.428571428571,303,16,126.857142857143,70.5,78.9,946.142857142857,330.285714285714,1276.42857142857,408.714285714286,1113.57142857143,1522.28571428571,80.8,85,83.8,31426,-81,31345,NA,NA,NA,10,0,10,34754,28847,120.5,69,63369,2,10316,-2,508,135188,61192,45.2643725774477,44.3,39.5,3642696,NA,21168,31345,NA
2022-01-19,1095,15628,233,1,69,551,571,275,12751,7,108,846,302,1148,10.7142857142857,102.142857142857,115,112.857142857143,303,15.7142857142857,119.285714285714,68.2,85.6,916,319.857142857143,1235.85714285714,398.142857142857,1095.28571428571,1493.42857142857,80.3,83.6,82.8,38282,-82,38200,NA,NA,NA,10,0,10,35630,29927,119.1,132,63501,3,10319,-3,512,139925,58084,41.5108093621583,43.9,40.5,3680896,NA,21178,38200,NA
2022-01-20,1100,15508,214,1,75,546,575,259,12514,16,133,834,289,1123,11.2857142857143,106.857142857143,149,118.142857142857,290,15.7142857142857,118,71.8,90.6,892,310.714285714286,1202.71428571429,388.714285714286,1078.14285714286,1466.85714285714,79.9,82.7,82,39978,-58,39920,NA,NA,NA,10,0,10,36564,31175,117.3,143,63644,4,10323,1,531,143066,66676,46.6050633973131,44.5,42.4,3720816,NA,21188,39920,NA
2022-01-21,1095,15526,208,0,79,528,562,259,12634,11,117,821,287,1108,11.1428571428571,108.142857142857,128,119.285714285714,287,15.1428571428571,117,73.6,92.4,873,304,1177,378,1056.28571428571,1434.28571428571,80.4,82.6,82.1,57549,-78,57471,0,0,0,12,0,12,39711,31256,127.1,148,63792,4,10327,-2,548,140394,65577,46.7092610795333,45,44,3778287,NA,21200,57471,NA
2022-01-22,1089,16019,196,0,91,524,556,240,12672,8,124,796,287,1083,10.7142857142857,107.714285714286,132,118.428571428571,287,14.4285714285714,113.857142857143,74.3,94.6,858.428571428571,299.142857142857,1157.57142857143,366,1030.85714285714,1396.85714285714,81.7,83.3,82.9,46219,-162,46057,0,0,0,11,-1,10,41748,31821,131.2,121,63913,4,10331,-4,556,132504,59715,45.0665640282558,46.2,44.7,3824344,0,21210,46057,NA
2022-01-23,1087,14936,183,0,92,496,589,229,11280,8,92,818,275,1093,9.71428571428571,108,100,117.714285714286,275,14.7142857142857,111.428571428571,66,96.9,845.857142857143,294,1139.85714285714,353.714285714286,1007,1360.71428571429,83.1,84,83.8,65393,-68,65325,0,0,0,1,0,1,45903,32354,141.9,144,64057,1,10332,-5,580,133833,64011,47.8290107820941,46.5,45.4,3889669,0,21211,65325,0
2022-01-24,1093,15280,179,0,83,507,639,240,11873,10,127,879,262,1141,9.57142857142857,114.428571428571,137,124,262,13.2857142857143,106.714285714286,72,107.2,839.571428571429,286.285714285714,1125.85714285714,342.285714285714,977.428571428571,1319.71428571429,83.6,85.9,85.3,64757,-127,64630,0,0,0,8,0,8,49086,34422,142.6,169,64226,2,10334,-2,598,151178,78250,51.7601767452936,48.4,46.5,3954299,0,21219,64630,0
2022-01-25,1082,15458,162,0,90,550,645,266,12631,7,151,911,252,1163,9.57142857142857,121.714285714286,158,131.285714285714,252,11.2857142857143,100.142857142857,84.8,121.5,843.571428571429,279.142857142857,1122.71428571429,330.285714285714,946.142857142857,1276.42857142857,84.5,89.2,88,54225,-65,54160,0,0,0,9,-1,8,52343,34754,150.6,315,64541,29,10363,180,618,154818,79807,51.5489155007816,50.5,47.4,4008459,0,21227,54160,0
2022-01-26,1071,15555,158,0,91,543,637,268,12882,15,133,905,249,1154,10.7142857142857,125.285714285714,148,136,249,10.7142857142857,102.142857142857,100,122.7,852,271.571428571429,1123.57142857143,319.857142857143,916,1235.85714285714,84.9,93,90.9,58666,-50,58616,0,0,0,12,0,12,55255,35630,155.1,174,64715,7,10370,-2,616,150760,79554,52.768638896259,52,49,4067075,0,21239,58616,0
2022-01-27,1060,15508,144,0,89,539,635,263,12726,11,150,898,233,1131,10,127.714285714286,161,137.714285714286,233,11.2857142857143,106.857142857143,88.6,119.5,861.142857142857,263.571428571429,1124.71428571429,310.714285714286,892,1202.71428571429,84.8,96.5,93.5,64602,-47,64555,0,0,0,14,0,14,58773,36564,160.7,188,64903,8,10378,1,635,151553,86931,57.3601314391665,53.9,50.6,4131630,0,21253,64555,0
2022-01-28,1056,15422,150,0,88,560,646,257,12743,17,143,903,238,1141,10.8571428571429,131.428571428571,160,142.285714285714,238,11.1428571428571,108.142857142857,97.4,121.5,872.857142857143,256.571428571429,1129.42857142857,304,873,1177,84.4,100,96,74085,-66,74019,0,0,0,9,0,9,61135,39711,153.9,224,65127,5,10383,0,656,150150,87423,58.2237762237762,56.1,52.3,4205649,0,21262,74019,0
2022-01-29,1059,15161,138,0,75,569,684,232,12000,10,164,916,213,1129,11.1428571428571,137.142857142857,174,148.285714285714,213,10.7142857142857,107.714285714286,104,127.3,890,246,1136,299.142857142857,858.428571428571,1157.57142857143,82.2,103.7,98.1,39536,-92,39444,0,0,0,8,0,8,60181,41748,144.2,148,65275,4,10387,-6,665,129590,78785,60.7955860791728,58.7,54.3,4245093,0,21270,39444,0
2022-01-30,1048,14832,135,0,74,523,718,227,11317,10,140,945,209,1154,11.4285714285714,144,150,155.428571428571,209,9.71428571428571,108,117.6,133.3,908.142857142857,236.571428571429,1144.71428571429,294,845.857142857143,1139.85714285714,80.5,107.4,100.4,75199,-35,75164,0,0,0,2,0,2,61581,45903,134.2,208,65483,1,10388,-4,699,131935,81478,61.7561678099064,60.2,56.1,4320257,0,21272,75164,0
2022-01-31,1047,15145,131,0,81,523,783,252,11923,11,138,1035,212,1247,11.5714285714286,145.571428571429,149,157.142857142857,212,9.57142857142857,114.428571428571,120.9,127.2,930.428571428571,229.428571428571,1159.85714285714,286.285714285714,839.571428571429,1125.85714285714,80.1,110.8,103,112278,-51,112227,0,0,0,5,0,5,68370,49086,139.3,233,65716,1,10389,-3,727,140574,88380,62.8708011438815,61.8,57.7,4432484,0,21277,112227,0
2022-02-01,1057,15459,132,0,74,566,869,268,12765,19,237,1137,206,1343,13.2857142857143,157.857142857143,256,171.142857142857,206,9.57142857142857,121.714285714286,138.8,129.7,962.714285714286,222.857142857143,1185.57142857143,279.142857142857,843.571428571429,1122.71428571429,79.8,114.1,105.6,105840,-45,105795,0,0,0,16,0,16,75744,52343,144.7,200,65916,8,10397,0,742,151260,94163,62.2524130635991,62.3,59.3,4538279,0,21293,105795,0
2022-02-02,1051,15601,146,0,69,590,889,268,12937,19,193,1157,215,1372,13.8571428571429,166.428571428571,212,180.285714285714,215,10.7142857142857,125.285714285714,129.3,132.8,998.714285714286,218,1216.71428571429,271.571428571429,852,1123.57142857143,80.3,117.2,108.3,67045,-76,66969,0,0,0,10,0,10,76941,55255,139.2,229,66145,5,10402,-2,770,151844,92816,61.1258923632149,62.1,60.6,4605248,0,21303,66969,0
2022-02-03,1050,15446,145,0,73,589,900,268,12819,16,201,1168,218,1386,14.5714285714286,173.714285714286,217,188.285714285714,218,10,127.714285714286,145.7,136,1037.28571428571,215.857142857143,1253.14285714286,263.571428571429,861.142857142857,1124.71428571429,81.9,120.5,111.4,82961,-90,82871,0,0,0,11,-4,7,79563,58773,135.4,266,66411,1,10403,-1,796,146963,89647,60.9997074093479,61.5,61.1,4688119,0,21310,82871,0
2022-02-04,1031,15551,145,0,69,601,900,252,13014,18,168,1152,214,1366,14.7142857142857,177.285714285714,186,192,214,10.8571428571429,131.428571428571,135.5,134.9,1072.85714285714,212.428571428571,1285.28571428571,256.571428571429,872.857142857143,1129.42857142857,82.8,122.9,113.8,72162,-3246,68916,0,0,0,5,0,5,79289,61135,129.7,254,66665,3,10406,-7,809,137404,81834,59.5572181304765,60.6,61.4,4757035,0,22406,68916,0
2022-02-05,1029,14950,145,0,84,571,867,267,11966,9,180,1134,229,1363,14.5714285714286,179.571428571429,189,194.142857142857,229,11.1428571428571,137.142857142857,130.8,130.9,1104,214.714285714286,1318.71428571429,246,890,1136,87.3,124,116.1,40133,-11,40122,0,0,0,10,0,10,79374,60181,131.9,208,66873,3,10409,-2,820,128054,75956,59.3156012307308,60,61.2,4797157,0,21323,40122,0
2022-02-06,1033,14905,148,0,63,532,881,252,11520,13,121,1133,211,1344,15,176.857142857143,134,191.857142857143,211,11.4285714285714,144,131.2,122.8,1130.85714285714,215,1345.85714285714,236.571428571429,908.142857142857,1144.71428571429,90.9,124.5,117.6,80946,13938,94884,0,0,0,8,1,9,80195,61581,130.2,427,67300,0,10409,9,886,121636,70520,57.976257029169,59,60.7,4892041,0,21332,94884,0
2022-02-07,1042,15175,147,0,67,527,1007,272,11919,14,154,1279,214,1493,15.4285714285714,179.142857142857,168,194.571428571429,214,11.5714285714286,145.571428571429,133.3,123.1,1165.71428571429,215.285714285714,1381,229.428571428571,930.428571428571,1159.85714285714,93.8,125.3,119.1,77648,-29,77619,0,0,0,4,0,4,75248,68370,110.1,245,67545,0,10409,-1,907,144174,86297,59.8561460457503,59.1,60.2,4969660,0,21336,77619,0
2022-02-08,1034,15438,148,0,78,559,1051,303,12754,19,210,1354,226,1580,15.4285714285714,175.285714285714,229,190.714285714286,226,13.2857142857143,157.857142857143,116.1,111,1196.71428571429,218.142857142857,1414.85714285714,222.857142857143,962.714285714286,1185.57142857143,97.9,124.3,119.3,394759,-14371,380388,0,0,0,8,-8,0,116522,75744,153.8,86,67631,5,10414,-14,920,139809,81908,58.5856418399388,58.9,59.7,5350048,0,21336,380388,0
2022-02-09,1022,15540,143,0,63,580,1003,322,12843,18,181,1325,206,1531,15.2857142857143,173.571428571429,199,188.857142857143,206,13.8571428571429,166.428571428571,110.3,104.3,1220.71428571429,216.857142857143,1437.57142857143,218,998.714285714286,1216.71428571429,99.5,122.2,118.2,86604,-77,86527,0,0,0,7,0,7,119316,76941,155.1,300,67931,3,10417,8,941,137309,79206,57.6844926406863,58.7,59.2,5436575,0,21343,86527,0
2022-02-10,1021,15793,135,0,63,576,1001,314,12970,13,197,1315,198,1513,14.8571428571429,173,210,187.857142857143,198,14.5714285714286,173.714285714286,102,99.6,1241.71428571429,214,1455.71428571429,215.857142857143,1037.28571428571,1253.14285714286,99.1,119.7,116.2,86862,-83,86779,0,0,0,15,0,15,119873,79563,150.7,408,68339,7,10424,12,981,126306,70738,56.0052570740899,57.5,58.5,5523354,0,21358,86779,0
2022-02-11,1019,15653,129,0,60,574,1030,321,12870,9,210,1351,189,1540,13.5714285714286,179,219,192.571428571429,189,14.7142857142857,177.285714285714,92.2,101,1270.14285714286,210.428571428571,1480.57142857143,212.428571428571,1072.85714285714,1285.28571428571,99.1,118.4,115.2,80723,-113,80610,0,0,0,19,0,19,121096,79289,152.7,458,68797,7,10431,12,1023,111934,62180,55.5505923133275,56.5,57.9,5603964,0,21377,80610,0
2022-02-12,1016,15127,115,0,61,564,971,324,12059,13,195,1295,176,1471,14.1428571428571,181.142857142857,208,195.285714285714,176,14.5714285714286,179.571428571429,97.1,100.9,1293.14285714286,202.857142857143,1496,214.714285714286,1104,1318.71428571429,94.5,117.1,113.4,70410,-59,70351,0,0,0,12,0,12,125422,79374,158,418,69215,5,10436,9,1063,89432,51380,57.4514715090795,56.2,57.7,5674315,0,21389,70351,0
2022-02-13,1016,14942,118,0,61,526,974,329,11481,11,152,1303,179,1482,13.8571428571429,185.571428571429,163,199.428571428571,179,15,176.857142857143,92.4,104.9,1317.42857142857,198.285714285714,1515.71428571429,215,1130.85714285714,1345.85714285714,92.2,116.5,112.6,60227,-70,60157,0,0,0,7,0,7,122462,80195,152.7,284,69499,2,10438,-1,1075,84306,48385,57.3921191848741,56.7,57.6,5734472,0,21396,60157,0
2022-02-14,1023,15439,124,0,57,526,1011,362,12122,12,139,1373,181,1554,13.5714285714286,183.428571428571,151,197,181,15.4285714285714,179.142857142857,88,102.4,1330.85714285714,193.571428571429,1524.42857142857,215.285714285714,1165.71428571429,1381,89.9,114.2,110.4,55116,-105,55011,0,0,0,6,0,6,119243,75248,158.5,252,69751,3,10441,4,1089,109554,63248,57.7322598900999,57.5,57.2,5789483,0,21402,55011,0
2022-02-15,1024,15744,125,0,56,564,1073,402,13052,11,248,1475,181,1656,12.4285714285714,188.857142857143,259,201.285714285714,181,15.4285714285714,175.285714285714,80.6,107.7,1348.14285714286,187.142857142857,1535.28571428571,218.142857142857,1196.71428571429,1414.85714285714,85.8,112.7,108.5,53548,-42,53506,0,0,0,12,0,12,70499,116522,60.5,364,70115,3,10444,2,1109,94910,54654,57.5850806026762,57.6,57,5842989,0,21414,53506,0
2022-02-16,1024,15820,114,0,59,579,1081,396,13220,12,179,1477,173,1650,11.5714285714286,188.571428571429,191,200.142857142857,173,15.2857142857143,173.571428571429,75.7,108.6,1369.85714285714,182.428571428571,1552.28571428571,216.857142857143,1220.71428571429,1437.57142857143,84.1,112.2,108,63779,92,63871,0,0,0,18,0,18,67238,119316,56.4,371,70486,7,10451,0,1129,87610,49935,56.9969181600274,57.5,56.9,5906860,0,21432,63871,0
2022-02-17,1021,15745,116,0,52,581,1030,390,13099,10,167,1420,168,1588,11.1428571428571,184.285714285714,177,195.428571428571,168,14.8571428571429,173,75,106.5,1384.85714285714,178.142857142857,1563,214,1241.71428571429,1455.71428571429,83.2,111.5,107.4,56390,-12,56378,0,0,0,18,-1,17,62885,119873,52.5,478,70964,9,10460,3,1156,73076,41571,56.887350156002,57.2,57.1,5963238,0,21449,56378,0
2022-02-18,1024,15495,125,0,54,595,1034,371,12852,16,180,1405,179,1584,12.1428571428571,180,196,192.142857142857,179,13.5714285714286,179,89.5,100.6,1392.57142857143,176.714285714286,1569.28571428571,210.428571428571,1270.14285714286,1480.57142857143,84,109.6,106,49296,-13,49283,0,0,0,16,0,16,58395,121096,48.2,392,71356,6,10466,-3,1165,45375,25606,56.431955922865,56.8,57.3,6012521,0,21465,49283,0
2022-02-19,1024,15371,124,0,58,587,1003,365,12410,21,190,1368,182,1550,13.2857142857143,179.285714285714,211,192.571428571429,182,14.1428571428571,181.142857142857,93.9,99,1403,177.571428571429,1580.57142857143,202.857142857143,1293.14285714286,1496,87.5,108.5,105.7,33629,-32,33597,0,0,0,10,0,10,53141,125422,42.4,341,71697,4,10470,0,1182,59749,37599,62.9282498451857,58.8,57.9,6046118,0,21475,33597,0
2022-02-20,1021,15025,119,0,49,540,1023,355,11546,12,123,1378,168,1546,13.4285714285714,175.142857142857,135,188.571428571429,168,13.8571428571429,185.571428571429,96.9,94.4,1413.71428571429,176,1589.71428571429,198.285714285714,1317.42857142857,1515.71428571429,88.8,107.3,104.9,36448,-11,36437,0,0,0,8,0,8,49744,122462,40.6,313,72010,5,10475,0,1198,49216,30244,61.4515604681404,60.5,58.3,6082555,0,21483,36437,0
2022-02-21,1016,15402,115,0,51,523,1061,384,12082,10,141,1445,166,1611,13.1428571428571,175.428571428571,151,188.571428571429,166,13.5714285714286,183.428571428571,96.8,95.6,1424,173.857142857143,1597.85714285714,193.571428571429,1330.85714285714,1524.42857142857,89.8,107,104.8,36038,-51,35987,0,0,0,7,-1,6,47018,119243,39.4,268,72278,4,10479,3,1211,63675,38762,60.8747546132705,61.7,58.8,6118542,0,21489,35987,0
2022-02-22,1023,15548,124,0,47,570,1037,418,12757,14,183,1455,171,1626,13.5714285714286,166.142857142857,197,179.714285714286,171,12.4285714285714,188.857142857143,109.2,88,1421.14285714286,172.428571428571,1593.57142857143,187.142857142857,1348.14285714286,1535.28571428571,92.1,105.4,103.8,34683,-18,34665,0,0,0,18,0,18,44323,70499,62.9,302,72580,8,10487,1,1216,63604,39777,62.5385195899629,61.6,59.6,6153207,0,21507,34665,0
2022-02-23,1019,15723,113,0,50,585,1007,404,12830,13,162,1411,163,1574,13.7142857142857,163.714285714286,175,177.428571428571,163,11.5714285714286,188.571428571429,118.5,86.8,1411.71428571429,171,1582.71428571429,182.428571428571,1369.85714285714,1552.28571428571,93.7,103.1,102,41481,-912,40569,0,0,0,11,0,11,41138,67238,61.2,426,73006,3,10490,1,1233,62188,39319,63.2260243133724,62.2,60.7,6193776,0,21518,40569,0
2022-02-24,1022,15781,122,0,41,579,1003,389,12819,17,145,1392,163,1555,14.7142857142857,160.571428571429,162,175.285714285714,163,11.1428571428571,184.285714285714,132.1,87.1,1407.71428571429,170.285714285714,1578,178.142857142857,1384.85714285714,1563,95.6,101.7,101,41216,-39,41177,0,0,0,13,0,13,38970,62885,62,429,73435,7,10497,6,1252,55264,33578,60.7592646207296,62.2,61.4,6234953,0,21531,41177,0
2022-02-25,1018,15708,116,0,43,607,966,388,12814,8,165,1354,159,1513,13.5714285714286,158.428571428571,173,172,159,12.1428571428571,180,111.8,88,1400.42857142857,167.428571428571,1567.85714285714,176.714285714286,1392.57142857143,1569.28571428571,94.7,100.6,99.9,37617,-77,37540,0,0,0,8,0,8,37302,58395,63.9,338,73773,5,10502,5,1254,47442,28892,60.8996248050251,61.7,61.9,6272493,0,21539,37540,0
2022-02-26,1015,15162,119,0,50,602,867,362,11912,15,136,1229,169,1398,12.7142857142857,150.714285714286,151,163.428571428571,169,13.2857142857143,179.285714285714,95.7,84.1,1380.57142857143,165.571428571429,1546.14285714286,177.571428571429,1403,1580.57142857143,93.2,98.4,97.8,32967,-71,32896,0,0,0,6,0,6,37207,53141,70,328,74101,0,10502,6,1257,38399,25014,65.1423214146202,62,62,6305389,0,21545,32896,0
2022-02-27,1013,14768,119,0,50,561,833,357,11240,12,87,1190,169,1359,12.7142857142857,145.571428571429,99,158.285714285714,169,13.4285714285714,175.142857142857,94.7,83.1,1353.71428571429,165.714285714286,1519.42857142857,176,1413.71428571429,1589.71428571429,94.2,95.8,95.6,27438,-55,27383,0,0,0,3,0,3,35920,49744,72.2,214,74315,2,10504,3,1246,41783,27852,66.6586889404782,64.1,62.6,6332772,0,21548,27383,0
2022-02-28,1016,15345,114,0,48,541,902,406,11872,10,107,1308,162,1470,12.7142857142857,140.714285714286,117,153.428571428571,162,13.1428571428571,175.428571428571,96.7,80.2,1334.14285714286,165.142857142857,1499.28571428571,173.857142857143,1424,1597.85714285714,95,93.7,93.8,28904,-50,28854,0,0,0,6,0,6,34901,47018,74.2,375,74690,2,10506,-3,1254,63091,42167,66.8352062893281,66.3,63.6,6361626,0,21554,28854,0
2022-03-01,1022,15531,107,0,43,591,859,399,12680,11,158,1258,150,1408,12.2857142857143,137.142857142857,169,149.428571428571,150,13.5714285714286,166.142857142857,90.5,82.5,1306,162.142857142857,1468.14285714286,172.428571428571,1421.14285714286,1593.57142857143,94,91.9,92.1,36529,-41,36488,0,0,0,16,0,16,35165,44323,79.3,254,74944,5,10511,2,1246,74632,51632,69.1821202701254,67.8,64.9,6398114,0,21570,36488,0
2022-03-02,1017,15558,118,0,42,584,861,424,12912,17,144,1285,160,1445,12.8571428571429,134.571428571429,161,147.428571428571,160,13.7142857142857,163.714285714286,93.8,82.2,1288,161.714285714286,1449.71428571429,171,1411.71428571429,1582.71428571429,94.6,91.2,91.6,48503,-14,48489,0,0,0,11,0,11,36168,41138,87.9,358,75302,5,10516,0,1256,91493,65489,71.5781535199414,69.5,66.6,6446603,0,21581,48489,0
2022-03-03,1022,15788,118,0,37,597,879,377,12732,9,184,1256,155,1411,11.7142857142857,140.142857142857,193,151.857142857143,155,14.7142857142857,160.571428571429,79.6,87.3,1268.57142857143,160.571428571429,1429.14285714286,170.285714285714,1407.71428571429,1578,94.3,90.1,90.6,58301,-18,58283,0,0,0,8,0,8,38608,38970,99.1,327,75629,7,10523,-1,1247,97382,68941,70.794397321887,70.6,68.2,6504886,0,21589,58283,0
2022-03-04,1013,15257,114,0,33,578,868,376,12540,10,153,1244,147,1391,12,138.428571428571,163,150.428571428571,147,13.5714285714286,158.428571428571,88.4,87.4,1252.85714285714,158.857142857143,1411.71428571429,167.428571428571,1400.42857142857,1567.85714285714,94.9,89.5,90,68345,-36,68309,0,0,0,10,0,10,42998,37302,115.3,330,75959,5,10528,-2,1256,93560,65302,69.7969217614365,70.7,69.2,6573195,0,21599,68309,0
2022-03-05,1014,14907,124,0,33,548,844,357,11783,12,169,1201,157,1358,11.5714285714286,143.142857142857,181,154.714285714286,157,12.7142857142857,150.714285714286,91,95,1248.85714285714,157.142857142857,1406,165.571428571429,1380.57142857143,1546.14285714286,94.9,90.5,90.9,67229,-21,67208,0,0,0,9,0,9,47893,37207,128.7,439,76398,5,10533,3,1254,86686,61603,71.0645317583001,70.5,69.8,6640403,0,21608,67208,0
2022-03-06,1001,14678,123,0,34,525,850,361,11325,14,130,1211,157,1368,11.8571428571429,149.285714285714,144,161.142857142857,157,12.7142857142857,145.571428571429,93.3,102.6,1251.85714285714,155.428571428571,1407.28571428571,165.714285714286,1353.71428571429,1519.42857142857,93.8,92.5,92.6,66794,5,66799,0,0,0,4,0,4,53515,35920,149,340,76738,1,10534,-1,1249,90348,62733,69.4348519059636,70.1,70,6707202,0,21612,66799,0
2022-03-07,1001,15106,129,0,32,528,970,355,11932,12,156,1325,161,1486,12.1428571428571,156.285714285714,168,168.428571428571,161,12.7142857142857,140.714285714286,95.5,111.1,1254.28571428571,155.285714285714,1409.57142857143,165.142857142857,1334.14285714286,1499.28571428571,94,94,94,64107,334,64441,0,0,0,5,-5,0,58544,34901,167.7,327,77065,-1,10533,6,1245,111049,74634,67.208169366676,69.1,69.8,6771643,0,21612,64441,0
