"Datum","Type","<20","20 - 24","25 - 29","30 - 34","35 - 39","40 - 44","45 - 49","50 - 54","55 - 59","60 - 64","65 - 69","70 - 74","75 - 79","80 - 84","85 - 89",">90"
"2022-06-17","Klinisch",3855,1065,1829,2528,2585,2869,4158,6461,7919,8609,9246,11706,12601,11440,7926,3682
"2022-06-20","IC",55,112,198,333,429,558,985,1626,2282,2745,3055,3112,1905,542,101,12
"2022-06-20","Klinisch",3878,1066,1830,2529,2586,2873,4161,6463,7925,8626,9265,11722,12639,11462,7940,3703
"2022-06-21","IC",55,112,198,333,429,557,985,1627,2286,2746,3058,3113,1905,542,101,12
"2022-06-21","Klinisch",3879,1068,1831,2530,2586,2873,4165,6466,7930,8628,9279,11734,12652,11473,7958,3706
"2022-06-22","IC",55,112,198,334,429,557,985,1627,2284,2748,3061,3113,1906,542,102,12
"2022-06-22","Klinisch",3883,1068,1832,2531,2587,2874,4164,6470,7930,8628,9289,11745,12661,11484,7966,3711
"2022-06-23","IC",56,112,200,334,429,557,985,1628,2283,2749,3060,3113,1908,543,102,12
"2022-06-23","Klinisch",3885,1069,1832,2534,2589,2875,4167,6472,7936,8635,9300,11760,12677,11501,7976,3714
"2022-06-24","IC",56,113,199,335,429,557,985,1628,2283,2750,3062,3115,1908,544,102,12
"2022-06-24","Klinisch",3891,1071,1833,2535,2590,2875,4167,6473,7939,8642,9307,11766,12684,11500,7983,3717
"2022-06-27","IC",56,113,199,335,429,558,987,1629,2288,2752,3060,3115,1909,544,102,12
"2022-06-27","Klinisch",3904,1073,1835,2540,2593,2874,4170,6479,7959,8661,9328,11788,12718,11550,8017,3729
"2022-06-28","IC",56,113,199,335,428,558,987,1629,2290,2753,3063,3115,1911,544,102,12
"2022-06-28","Klinisch",3911,1076,1837,2545,2597,2877,4173,6482,7965,8676,9346,11813,12746,11565,8033,3742
"2022-06-29","IC",56,113,199,335,429,558,988,1629,2289,2753,3061,3114,1913,544,102,12
"2022-06-29","Klinisch",3916,1078,1837,2543,2597,2879,4175,6483,7964,8680,9353,11824,12755,11576,8038,3750
"2022-06-30","IC",56,113,199,336,430,559,988,1629,2291,2752,3064,3116,1912,545,102,12
"2022-06-30","Klinisch",3923,1078,1839,2545,2602,2882,4175,6484,7973,8689,9365,11835,12771,11596,8044,3760
"2022-07-01","IC",56,114,199,337,430,559,988,1628,2290,2752,3065,3116,1914,545,102,12
"2022-07-01","Klinisch",3929,1077,1841,2547,2604,2882,4177,6488,7978,8702,9381,11845,12783,11609,8054,3760
"2022-07-04","IC",56,114,199,338,429,560,987,1629,2291,2754,3066,3117,1916,546,102,12
"2022-07-04","Klinisch",3935,1079,1847,2553,2607,2884,4181,6496,7990,8712,9408,11876,12823,11646,8084,3788
"2022-07-05","IC",56,114,199,338,429,560,987,1629,2290,2754,3066,3120,1917,548,102,12
"2022-07-05","Klinisch",3941,1081,1846,2553,2607,2883,4184,6495,8002,8717,9422,11890,12842,11664,8094,3788
"2022-07-06","IC",56,114,199,338,429,561,988,1629,2292,2754,3068,3120,1917,548,102,12
"2022-07-06","Klinisch",3947,1081,1852,2554,2609,2886,4186,6496,8008,8717,9426,11899,12853,11677,8108,3792
"2022-07-07","IC",57,114,199,338,429,561,987,1629,2292,2754,3072,3121,1919,550,102,12
"2022-07-07","Klinisch",3963,1080,1853,2560,2611,2887,4188,6499,8012,8734,9436,11921,12888,11713,8127,3805
"2022-07-08","IC",57,114,200,338,428,561,987,1629,2293,2755,3072,3121,1920,552,102,12
"2022-07-08","Klinisch",3974,1082,1854,2559,2610,2891,4192,6502,8015,8749,9445,11925,12897,11718,8141,3811
"2022-07-11","IC",57,114,200,338,428,561,990,1629,2295,2758,3078,3129,1924,554,102,12
"2022-07-11","Klinisch",3988,1087,1857,2569,2617,2896,4201,6506,8027,8773,9471,11968,12944,11757,8177,3831
"2022-07-12","IC",57,115,199,338,428,561,989,1628,2294,2758,3077,3132,1928,555,102,12
"2022-07-12","Klinisch",3993,1089,1860,2572,2620,2899,4205,6508,8029,8780,9489,11982,12956,11773,8198,3841
"2022-07-13","IC",57,115,200,338,428,562,989,1629,2295,2759,3079,3133,1927,556,103,12
"2022-07-13","Klinisch",4001,1095,1863,2577,2625,2901,4210,6516,8036,8788,9497,12000,12975,11785,8210,3851
"2022-07-14","IC",57,116,200,339,428,562,990,1633,2295,2761,3079,3134,1929,556,102,12
"2022-07-14","Klinisch",4009,1096,1863,2580,2626,2905,4215,6520,8053,8801,9515,12027,13006,11818,8232,3865
"2022-07-15","IC",57,116,199,339,428,563,989,1632,2295,2762,3076,3135,1930,557,102,12
"2022-07-15","Klinisch",4014,1098,1864,2580,2628,2906,4218,6524,8061,8810,9516,12046,13027,11852,8245,3872
"2022-07-18","IC",57,117,200,341,428,564,989,1633,2294,2764,3080,3137,1931,558,102,12
"2022-07-18","Klinisch",4034,1103,1866,2584,2631,2907,4221,6527,8067,8824,9542,12077,13074,11890,8271,3893
"2022-07-19","IC",57,116,201,343,429,565,989,1633,2297,2765,3080,3137,1931,558,102,13
"2022-07-19","Klinisch",4039,1105,1872,2590,2632,2910,4223,6533,8068,8838,9565,12094,13099,11915,8299,3901
"2022-07-20","IC",58,115,201,343,429,565,990,1633,2297,2767,3080,3138,1934,557,102,13
"2022-07-20","Klinisch",4043,1109,1876,2592,2634,2912,4227,6539,8073,8848,9581,12106,13114,11944,8322,3908
"2022-07-21","IC",57,115,201,343,429,566,989,1633,2298,2770,3081,3139,1935,559,102,13
"2022-07-21","Klinisch",4058,1109,1881,2595,2636,2914,4229,6539,8079,8859,9584,12129,13145,11962,8331,3912
"2022-07-22","IC",57,115,201,343,429,567,991,1633,2300,2768,3081,3139,1936,558,103,13
"2022-07-22","Klinisch",4063,1111,1882,2595,2637,2916,4229,6540,8084,8863,9592,12145,13161,11979,8346,3928
"2022-07-25","IC",57,115,201,343,430,567,993,1636,2301,2773,3083,3143,1941,559,103,13
"2022-07-25","Klinisch",4076,1110,1887,2596,2641,2922,4235,6544,8092,8887,9616,12173,13208,12002,8363,3947
"2022-07-26","IC",57,115,201,343,430,566,991,1638,2304,2773,3085,3144,1941,560,103,14
"2022-07-26","Klinisch",4085,1113,1887,2597,2647,2925,4237,6546,8106,8901,9631,12195,13235,12025,8389,3960
"2022-07-27","IC",57,115,201,344,430,566,991,1638,2301,2776,3085,3144,1943,560,103,14
"2022-07-27","Klinisch",4095,1114,1893,2603,2649,2925,4242,6555,8110,8910,9649,12216,13267,12057,8407,3974
"2022-07-28","IC",58,115,201,344,430,567,992,1637,2304,2778,3089,3145,1942,561,105,14
"2022-07-28","Klinisch",4101,1114,1895,2604,2649,2930,4245,6562,8114,8919,9661,12232,13283,12080,8421,3980
"2022-07-29","IC",58,115,201,344,430,567,992,1637,2304,2778,3091,3145,1943,561,105,14
"2022-07-29","Klinisch",4098,1117,1899,2607,2650,2932,4249,6562,8117,8921,9665,12236,13290,12083,8433,3986
"2022-08-01","IC",59,115,201,344,432,567,993,1638,2305,2781,3092,3146,1944,562,105,14
"2022-08-01","Klinisch",4112,1115,1902,2613,2656,2933,4250,6564,8127,8935,9682,12265,13319,12114,8449,4000
"2022-08-02","IC",59,115,201,344,433,568,993,1639,2305,2781,3093,3149,1947,563,104,14
"2022-08-02","Klinisch",4113,1116,1902,2619,2659,2934,4250,6572,8134,8943,9695,12272,13347,12142,8466,4010
"2022-08-03","IC",59,115,201,344,433,568,992,1640,2305,2782,3092,3151,1950,564,104,14
"2022-08-03","Klinisch",4118,1117,1905,2620,2662,2934,4254,6574,8137,8950,9703,12292,13361,12153,8471,4016
"2022-08-04","IC",59,115,201,344,433,568,993,1640,2306,2780,3092,3153,1953,564,105,14
"2022-08-04","Klinisch",4124,1118,1905,2622,2663,2934,4255,6577,8147,8962,9715,12304,13374,12178,8488,4024
"2022-08-05","IC",59,115,201,345,433,568,995,1640,2305,2780,3095,3153,1953,564,104,14
"2022-08-05","Klinisch",4125,1119,1906,2626,2662,2935,4256,6579,8149,8965,9725,12312,13386,12185,8494,4029
"2022-08-08","IC",59,115,201,345,433,568,994,1640,2305,2784,3095,3153,1955,564,104,15
"2022-08-08","Klinisch",4129,1121,1909,2630,2668,2937,4259,6588,8157,8972,9747,12340,13414,12214,8521,4038
